mjd,T,R,fun,success
56118.5,23847.160907970585,27177256691611.62,0.0435471291097465,True
56121.58620689655,21854.30419333111,31361682241918.715,0.04630963199970874,True
56124.672413793094,20082.98466992441,35771374017697.31,0.05008296175236002,True
56127.758620689645,18510.031025791748,40327881808883.59,0.05444751652869194,True
56130.84482758621,17112.712572648736,44954892087929.16,0.05868776088527474,True
56133.93103448276,15869.774669014507,49587128370224.67,0.061822455782531975,True
56137.01724137932,14762.172345647921,54175794969259.29,0.0627661043490369,True
56140.10344827586,13773.091317931396,58691350604195.33,0.0606160201355474,True
56143.18965517241,12887.914077750635,63121932196605.65,0.054991232909851404,True
56146.275862068964,12093.995241587092,67469654713317.125,0.04628653735234822,True
56149.362068965514,11380.571225484582,71740946920653.8,0.035667450808366315,True
56152.44827586207,10738.301979520784,75945197581048.69,0.024825947488968297,False
56155.53448275862,10159.06555277195,80087571707894.28,0.01544806935731833,True
56158.62068965517,9636.032674039168,84163406476682.95,0.00869572705596075,True
56161.70689655173,9163.01429975032,88162618179306.06,0.004848569192991892,True
56164.79310344828,8734.699161347087,92066719743695.34,0.0033196532720724467,True
56167.879310344826,8346.43254261518,95851725231615.42,0.003009920373890554,True
56170.96551724138,7994.086874172634,99491896012059.0,0.002901204656424693,True
56174.05172413793,7674.171779146127,102959864391620.8,0.0026235520553610126,True
56177.13793103449,7382.72565765562,106261433086053.39,0.0028424181329023213,True
56180.224137931036,7117.533317276117,109368309460250.6,0.005197683174071356,True
56183.31034482759,6877.911119254324,112198148861125.36,0.011850302376732845,True
56186.39655172414,6656.945747994292,114958086963261.75,0.024709727833142008,True
56189.48275862068,6453.496147145082,117650197619581.11,0.04465290877091103,False
56192.56896551724,6269.454979277549,120111429599084.33,0.07100589421935287,True
56195.65517241379,6100.67816505031,122483057465636.11,0.1014948493494457,True
56198.741379310355,5945.795225335671,124772461522628.19,0.13270202749657198,True
56201.827586206906,5804.869765038467,126886704565818.11,0.16088621176679793,True
56204.91379310345,5676.104624071854,128836328054745.58,0.18273235470112364,True
56208.0,5559.971621262158,130466916364951.17,0.19604374743534686,True
56211.08620689655,5453.6825266887145,131859108203245.77,0.199969008243717,True
56214.172413793094,5353.017011101201,133244786756814.27,0.19494952184186326,True
56217.258620689645,5263.013202036736,134105978028364.28,0.18251232180047666,True
56220.34482758621,5183.415098461097,134334100381630.88,0.16481719223950164,True
56223.43103448276,5112.004571064742,134017528743162.67,0.14430130200572525,True
56226.51724137932,5044.621955845508,133462801177496.6,0.12332800444930213,True
56229.60344827586,4981.840320418715,132568624974565.25,0.10393729781090552,True
56232.68965517241,4919.845034761837,131668494740663.89,0.08782363905263194,True
56235.775862068964,4891.17268015456,127595893995761.73,0.07444963863356098,True
56238.862068965514,4849.607533501375,124820351378097.14,0.06570428260679201,True
56241.94827586207,4844.613905586476,118744390149383.42,0.059958751063960466,True
56245.03448275862,4807.930893642978,115742120601658.75,0.058487016439832194,True
56248.12068965517,4793.845387077147,110935009288700.28,0.05981453303127501,True
56251.20689655173,4791.953981751328,105429063024084.31,0.06361051803130845,True
56254.29310344828,4799.439370941297,99624351926908.67,0.0695812762820799,True
56257.379310344826,4791.010365427635,95516668617737.55,0.07744965851755863,True
56260.46551724138,4815.913826803221,89487105705013.92,0.08561849222098458,True
56263.55172413793,4819.885809613786,85484561036918.17,0.09417010080897989,True
56266.63793103449,4850.915508231405,80282048477499.45,0.10179822705928665,True
56269.724137931036,4875.8242266872985,76064847740071.27,0.1083388581362535,True
56272.81034482759,4884.580047343305,73261940886908.9,0.11379424946795888,True
56275.89655172414,4939.743242814295,68477325775026.94,0.11682866982696569,True
56278.98275862068,4980.267364706396,65027724138110.445,0.11882661843442785,True
56282.06896551724,5024.581322390675,61894683325914.29,0.11960566103683605,True
56285.15517241379,5069.834455248472,59179915448385.11,0.11946304531607423,True
56288.241379310355,5126.311983808255,56451987191338.11,0.11864127871888867,True
56291.327586206906,5185.3595576534335,54069654352983.055,0.11740418647550617,True
56294.41379310345,5248.096517467765,51978337730357.23,0.11591111564454769,True
56297.5,5315.158488966525,50153463758555.82,0.1142649518613364,True
