mjd,T,R,fun,success
56239.5,11166.72263677681,45125515734095.21,0.021107574584355634,True
56242.63636363637,11167.169863282927,49347518588189.47,0.021162056852703028,True
56245.772727272735,11167.59608575994,53748872032127.31,0.021215721714490456,True
56248.90909090909,11167.997762845,58277598667020.42,0.021267995352902958,True
56252.045454545456,11168.379106402846,62871223846282.414,0.02131831399095202,True
56255.181818181816,11168.732079138843,67458234297301.48,0.021366135958318468,True
56258.31818181818,11169.053396029383,71959988003068.69,0.02141095332175392,True
56261.454545454544,11169.34592645385,76293406574818.94,0.021452302754043605,True
56264.59090909091,11169.605162163516,80374392840023.06,0.02148977532593358,True
56267.727272727265,11169.837628135654,84121289731205.17,0.021523024962346746,True
56270.86363636363,11170.031498586686,87458969107132.6,0.02155177533534428,True
56274.0,11170.189044999683,90322072599271.22,0.021575825037218305,True
56277.13636363637,11170.316880943663,92658261564001.75,0.021595050914860497,True
56280.272727272735,11170.41126946782,94430871851027.52,0.021609409521990895,True
56283.40909090909,11170.476432432943,95620270285489.95,0.021618936703816954,True
56286.545454545456,11170.508987652878,96224651005047.31,0.021623745380302914,True
56289.681818181816,11170.507201291013,96259506785182.56,0.021624021662980202,True
56292.81818181818,11170.47679844797,95756211194479.02,0.02162001947381588,True
56295.954545454544,11170.427531308043,94759955203600.53,0.021612053887577226,True
56299.09090909091,11170.351322627313,93327351796814.3,0.021600493457718088,True
56302.22727272727,11170.253379091217,91523013812734.31,0.021585751790014332,True
56305.36363636363,11170.136555820049,89416664052820.55,0.02156827866996646,True
56308.5,11170.0047881029,87080128215312.34,0.02154855102974146,True
