mjd,T,R,fun,success
55651.5,12067.259741813794,25096355783734.918,0.008692032924276165,True
55654.62195121951,12408.608348195075,30241247586213.094,0.007444186988328109,False
55657.74390243903,12709.727931628295,35657001720877.59,0.00644559688518081,False
55660.865853658535,12952.523703281684,41109348124158.69,0.005673076013340616,True
55663.987804878045,13119.240535190864,46361972528823.91,0.005102156778104294,True
55667.10975609756,13194.606994077692,51214709354714.03,0.004710155162400812,False
55670.23170731707,13168.05544814936,55532599896112.555,0.004478448118047917,True
55673.353658536595,13035.558880636301,59258790695534.586,0.004393945285971609,True
55676.475609756104,12800.491574454054,62410823846497.09,0.004449826621147966,False
55679.59756097561,12473.23172458687,65064636202484.9,0.004645669340961536,True
55682.719512195115,12070.327384445938,67327622983371.26,0.0049871033051102414,True
55685.84146341463,11609.36410360451,69336918939726.17,0.005495071030981714,False
55688.96341463415,11111.398263474672,71204885810524.25,0.006165473232647944,False
55692.085365853665,10595.03790356725,73035378379594.08,0.0070259328468657125,False
55695.20731707317,10076.4998235312,74902049527912.45,0.008097308857517567,False
55698.329268292684,9568.832256414451,76843587082468.25,0.009399519310455916,False
55701.451219512186,9081.728521135012,78861771209256.72,0.01095097498373962,False
55704.57317073171,8621.927505673213,80919716031598.31,0.012766680463193902,False
55707.69512195122,8193.512269665312,82946914561852.89,0.014854820602604273,True
55710.817073170736,7798.954308629983,84836388219795.05,0.017216758471188958,True
55713.939024390245,7438.828584642155,86466364407730.45,0.019830333674527526,False
55717.060975609755,7113.004419499846,87702117218007.16,0.022703187245661435,False
55720.182926829264,6820.108456653896,88427791692088.8,0.025790443803333923,True
55723.30487804878,6560.1329934051355,88504492161066.16,0.02904832810967963,False
55726.42682926829,6330.815870380715,87882771729827.28,0.03243496503337394,True
55729.548780487814,6129.0169454427805,86590533969486.42,0.03585703924107981,True
55732.67073170732,5952.942104729836,84671188952778.83,0.03925434166177626,True
55735.79268292683,5807.277834813035,81997148359986.61,0.04254631041450625,True
55738.914634146335,5681.852140873731,78969800159029.67,0.04565278038194752,False
55742.03658536585,5579.816095327326,75575607946077.22,0.0484833400136821,True
55745.15853658537,5499.061696781558,71984453519079.03,0.050989214071199766,True
55748.280487804885,5439.2127814275145,68303732179733.0,0.053108808300683,True
55751.40243902439,5396.488708339062,64730662393573.016,0.05477225663882405,True
55754.524390243896,5366.061037373144,61457171798582.055,0.055970418269098744,True
55757.646341463405,5365.275517336775,58013844329955.89,0.05666543374001318,True
55760.76829268293,5375.01784404298,54965818129665.99,0.05689104766387304,True
55763.89024390244,5397.505311672032,52223773955207.94,0.056662380494784934,True
55767.012195121955,5435.063727282415,49697934987780.0,0.056019928753410234,False
55770.134146341465,5485.5486927229595,47401184985719.96,0.055003285619652884,True
55773.256097560974,5548.037927861947,45307923960834.99,0.05369529660784063,True
55776.37804878049,5621.476623961077,43392192938690.625,0.052160219127412366,False
55779.5,5704.63668453322,41631928496455.64,0.05043741945757457,False
