mjd,T,R,fun,success
56425.5,11110.735161874829,49679655048195.375,0.0035022249647662946,False
56428.66666666666,11709.548150582394,52764069731924.31,0.0032257421045318304,True
56431.83333333334,12285.798874819671,55101812667439.6,0.003034481282476225,True
56435.0,12793.506278356299,56582330210205.15,0.002910661710394949,True
56438.16666666666,13182.139950025517,57332121232064.55,0.0028372832123421086,True
56441.33333333334,13405.76174743173,57649720663019.72,0.0028017834796496754,True
56444.5,13434.02113343231,57901469569631.11,0.002797465345466258,True
56447.66666666666,13260.137054346034,58428904362184.234,0.0028233063084641317,True
56450.83333333334,12903.21996168893,59486704221890.21,0.002882959210442182,True
56454.0,12401.68006281655,61223313607634.49,0.0029836395804693355,True
56457.16666666666,11803.292310168825,63677843789242.695,0.0031353048667682962,True
56460.33333333334,11154.991471946036,66790098242279.46,0.0033501835483136,False
56463.5,10496.102870507544,70418299448241.44,0.0036423867701110796,True
56466.66666666666,9855.59131879354,74367956784977.64,0.004027438739900832,True
56469.83333333334,9252.288039914938,78433420616025.06,0.004520904315577755,True
56473.0,8696.723514671008,82444694784978.11,0.00513651781797408,True
56476.16666666666,8193.313364096824,86305686657489.22,0.005884098317122366,True
56479.33333333334,7742.251860158051,90010247962811.56,0.006767454657565116,True
56482.5,7341.2128717907935,93621086333286.53,0.00778344145864242,True
56485.66666666666,6985.832517234054,97239524993962.5,0.008922546747443229,True
56488.83333333334,6676.058584071503,100770503761803.02,0.010171502605666852,True
56492.0,6397.54420708761,104463773555186.83,0.011513184534440061,True
56495.16666666666,6153.675732792652,107865289299789.92,0.012935732744841411,True
56498.33333333334,5940.312508757919,110605058517450.38,0.014427051786598226,True
56501.5,5752.049696420574,112318401153144.39,0.015977192319093295,False
56504.66666666666,5586.606997429438,112574876429855.69,0.01757419760934505,True
56507.83333333334,5443.281654770987,111079746821152.72,0.01919801235818135,True
56511.0,5319.584207213244,107991276337593.02,0.020813448744567614,True
56514.16666666666,5215.151943501151,103769744142833.38,0.02236409048090125,True
56517.33333333334,5127.75470767978,99326476392372.66,0.023772913143169764,True
56520.5,5067.9417492643715,95114447679511.7,0.024926005957446526,True
