mjd,T,R,fun,success
55049.5,21769.40445593804,37100162829981.5,0.02687252047662496,True
55052.55882352941,21525.778691101244,39361226748793.1,0.02704458093120482,False
55055.617647058825,21198.677453210013,41758077860845.07,0.027108676755561445,True
55058.676470588245,20789.470287455217,44302068141092.305,0.0269614322182469,True
55061.73529411764,20303.590666108248,47002906043147.26,0.026508385695228835,False
55064.79411764706,19750.36788507093,49867102029366.2,0.025688161445998874,True
55067.85294117647,19142.521051176613,52895955876908.76,0.02449253915462398,True
55070.91176470588,18495.18980815634,56083591876553.39,0.022976150674125936,True
55073.970588235294,17823.492330316472,59419586453641.53,0.021251349015514013,True
55077.02941176471,17143.293111219653,62882006196776.82,0.01946963958668819,True
55080.08823529412,16467.87961660653,66445300435035.02,0.01779254177224869,True
55083.14705882353,15808.41532932343,70077862136380.695,0.016360985626408905,True
55086.20588235294,15173.102389792479,73746291952503.83,0.015271286984900418,True
55089.26470588236,14567.475943012234,77416802617306.33,0.0145641704030625,True
55092.323529411755,13994.422026036615,81059505871418.05,0.014229049482390434,False
55095.382352941175,13454.381071848076,84653427027998.48,0.014221013026427158,True
55098.44117647059,12948.104363096649,88169327911533.1,0.014484414019882104,True
55101.5,12471.827928301778,91616199160832.89,0.014975653544363369,True
55104.55882352941,12024.138249683789,94986078493917.67,0.015679881836006306,True
55107.617647058825,11602.246828465572,98288855809979.52,0.016616414136941527,True
55110.676470588245,11202.719046964658,101550963509481.81,0.01783489076701139,True
55113.73529411764,10826.606832440051,104743212540021.08,0.019401471088449043,True
55116.79411764706,10469.481532104744,107916588063345.05,0.021377822927760807,True
55119.85294117647,10131.488175366103,111059861843094.84,0.023793905754544594,False
55122.91176470588,9812.430016714827,114163044365522.25,0.026617625378516665,True
55125.970588235294,9513.36775267946,117184805384266.27,0.02972727861060972,True
55129.02941176471,9231.988966095827,120148805470456.16,0.03289273637543564,True
55132.08823529412,8971.548367690031,122947651988727.19,0.03578265016431171,True
55135.14705882353,8731.499681312536,125544737388894.66,0.03799395563173844,True
55138.20588235294,8511.975470545298,127879230234952.75,0.03912066584362447,True
55141.26470588236,8312.10758875811,129912123187599.78,0.038842527881490625,True
55144.323529411755,8133.132815194442,131534876782433.38,0.03701812108981587,True
55147.382352941175,7972.143282600737,132767678337081.67,0.03375616264719082,True
55150.44117647059,7827.639902358503,133595885802665.67,0.029439997880032244,True
55153.5,7699.772209868777,133950906840712.12,0.0246910875807872,True
55156.55882352941,7584.48423640603,133924175045946.89,0.020272864561440156,True
55159.617647058825,7480.157284818396,133531160846131.05,0.016952209115471267,True
55162.676470588245,7384.908591761709,132805119366311.89,0.015349645029264216,True
55165.73529411764,7293.542954597814,131920593341619.11,0.015816643149512564,True
55168.79411764706,7209.969080205591,130694644661446.23,0.018360662157845997,True
55171.85294117647,7126.741154436432,129407883085166.61,0.02265573510264829,True
55174.91176470588,7039.413310271632,128233344637474.97,0.028113087921387992,True
55177.970588235294,6952.8237221173285,126962028472356.12,0.034001878607085353,True
55181.02941176471,6877.556419320774,125131892712205.48,0.03959416395806996,True
55184.08823529412,6792.745784390882,123629428153029.61,0.04433574169600568,True
55187.14705882353,6706.144322076947,122130288795073.84,0.04787906179591063,True
55190.20588235294,6622.029984359444,120453501805426.84,0.050139148904344316,True
55193.26470588236,6537.898029215961,118717457951134.3,0.051254672264858886,True
55196.323529411755,6455.907818387588,116837783233206.0,0.05151255457466997,True
55199.382352941175,6377.1744650274495,114777299565610.72,0.05125940545636923,True
55202.44117647059,6278.817598401815,113602826334158.45,0.05089912815424247,True
55205.5,6210.992689628994,111027092036494.47,0.05052253505755434,True
