mjd,R,err_R,B,err_B,V,err_V,i',err_i',r',err_r'
53995.5,15.033846051159244,0.11971492816201833,16.99887483922862,0.25106888514187137,15.785857121583504,0.1310399322247647,14.85124421628106,0.15788747550880985,15.28067484372383,0.13218114384170962
53996.505319148935,14.995187461483553,0.11312309937406077,16.952424106037284,0.24684290828505803,15.744789896266923,0.12438587493217917,14.814418737375377,0.15300940657706336,15.242057459568187,0.12603311961088867
53997.51063829787,14.957280981541217,0.10700184261747334,16.906621271459386,0.24298810214621544,15.704477292306137,0.11822747231360564,14.778437045330136,0.14857430407917854,15.204254505553536,0.12037368982224872
53998.515957446805,14.920149174554737,0.10133947558372691,16.86148489295877,0.23946344897320904,15.664941795807067,0.11254925530579352,14.743324891452943,0.14455462864808843,15.167290631513879,0.11518628080402979
53999.52127659575,14.88381376727628,0.09612291382749405,16.817033387353746,0.23622775029417156,15.626205154152018,0.1073338217190206,14.70910679993554,0.14092096462908024,15.13118943840226,0.11045214322962656
54000.52659574468,14.848295638757193,0.09133746726480389,16.773285162040963,0.23323999166755208,15.588288389158151,0.10256169665259396,14.675805985117861,0.13764233707605705,15.09597343136413,0.1061502655711015
54001.53191489362,14.813614809984514,0.08696666491495669,16.730258751259157,0.2304596813234072,15.551211811851715,0.09821126262601712,14.643444267583604,0.13468659201305347,15.061663972686631,0.10225737928422901
54002.53723404255,14.779790434395096,0.08299213045456953,16.68797295583309,0.22784715590792903,15.514995038593781,0.0942587796221101,14.612041989886947,0.13202082043333455,15.028281235028572,0.09874807086813425
54003.54255319149,14.746840789264638,0.07939353181386147,16.646446984630103,0.2253638496434813,15.479657008250271,0.09067850983689327,14.581617932784269,0.1296118038142447,14.995844155360771,0.09559500713178692
54004.54787234042,14.714783267990043,0.07614862529107279,16.60570059580138,0.22297252609555412,15.445216000087385,0.08744295334385174,14.552189232953879,0.1274264587545981,14.964370390115647,0.09276926906721848
54005.55319148936,14.683634373261214,0.0732334079529339,16.565754235706322,0.22063747415782894,15.411689652026851,0.08452319003714083,14.523771303254662,0.12543226046012157,14.933876272062577,0.0902407783469811
54006.5585106383,14.653409711127324,0.07062238186958084,16.52662917327521,0.21832467173402506,15.379094978870683,0.08188931185486803,14.496377756636946,0.12359762874130797,14.904376769465358,0.08797879072105683
54007.563829787236,14.624123985966065,0.06828892136801952,16.488347627469267,0.21600192181914857,15.347448390103693,0.07951091942813712,14.470020334892922,0.12189226513507309,14.87588544811436,0.08595242417436158
54008.56914893617,14.59579099635036,0.06620572220264184,16.450932885397975,0.21363896634112017,15.31676570683996,0.0773576507683387,14.444708843448637,0.12028743497294649,14.848414436826346,0.0841311877311357
54009.574468085106,14.56842363181606,0.06434530176529894,16.414409408618965,0.21120758325120728,15.287062177493524,0.07539970753767852,14.420451093436498,0.11875619300757029,14.821974397026992,0.08248547927186309
54010.57978723404,14.542033870531924,0.06268051411293481,16.378802925139837,0.20868167208368907,15.258352491736872,0.0736083469321002,14.397252852282918,0.11727355513383651,14.796574497030832,0.08098702678186594
54011.585106382976,14.516632777870171,0.06118504363388753,16.344140504681363,0.20603733264239757,15.230650792328106,0.07195631341251468,14.375117804026274,0.11581662156491615,14.772222391617248,0.07960925569373571
54012.59042553192,14.492230505868463,0.05983384612341065,16.310450614826237,0.20325294070305155,15.203970684387969,0.07041819296536664,14.354047520532248,0.11436465852368373,14.74892420747915,0.07832757373044227
54013.59574468085,14.468836293590186,0.05860351453309876,16.277763155841512,0.20030922379339952,15.178325241742144,0.06897068158680338,14.334041444717883,0.11289914622582595,14.726684535097377,0.07711957260471686
54014.60106382979,14.44645846837031,0.057472556678181456,16.246109472104507,0.19718933924748655,15.153727009967696,0.06759276788688248,14.31509688679509,0.11140380082910376,14.705506427534203,0.07596515217320488
54015.60638297872,14.42510444794155,0.056421581890809286,16.215522338307622,0.19387895593015053,15.130188005816493,0.06626583608748363,14.29720903443635,0.1098645773835133,14.685391406592942,0.07484657680371819
54016.61170212766,14.404780743440313,0.05543340155009704,16.186035918887782,0.1903663403350051,15.107719712748718,0.06497369997116832,14.280370977630753,0.10826965980547949,14.666339476721447,0.07374847587087041
54017.617021276594,14.385492963276391,0.054493053983257475,16.157685699428114,0.1866424471886986,15.086333072345099,0.06370258048420586,14.264573748832703,0.10660944274015736,14.64834914695301,0.07265780075767944
54018.62234042553,14.367245817860606,0.053587767254815795,16.130508389146783,0.18270101430281005,15.066038471438787,0.06244104012699645,14.249806378835416,0.10487650897813838,14.63141746109207,0.07156375001883031
54019.62765957447,14.350043125183944,0.052706874268862385,16.104541793975784,0.1785386611905239,15.046845724876547,0.06117988644248988,14.236055968601818,0.10306560494035476,14.615540036259631,0.07045767283590172
54020.632978723406,14.33388781723096,0.05184169391715318,16.079824660145647,0.17415499094452305,15.028764053877211,0.05991205531921924,14.22330777707316,0.10117361573945233,14.600711109797743,0.06933295904204387
54021.63829787234,14.318781947219009,0.050985390340390103,16.056396488644026,0.16955269504626547,15.011802060048282,0.058632482875849115,14.211545324757026,0.09919954040023304,14.586923594429976,0.06818492203144526
54022.64361702128,14.304726697649812,0.050132820221234095,16.03429732137714,0.16473766116885766,14.99596769518962,0.05733797262632851,14.200750512662324,0.09714446706148294,14.57416914145881,0.06701067901906343
54023.64893617021,14.29172238915858,0.04928037579358277,16.013567500319255,0.15971908462172738,14.981268227093523,0.056027062745609736,14.190903755914377,0.09501154729137523,14.56243821165944,0.06580903147361047
