mjd,r',err_r',i',err_i',g',err_g',z',err_z',r,err_r,u',err_u'
55323.55714285714,19.69374445993151,0.02347561730318824,19.661703494331732,0.026578048895113508,20.5466017046125,0.03311327751970016,19.70826171268152,0.027980395547226585,19.796994526842752,0.02277773175570757,22.46255020312873,0.08397221738261752
55326.671428571426,19.85823911255659,0.0245547744712668,19.80337494092504,0.027855036330274516,20.805431606140758,0.03621520110033642,19.84326613743781,0.02938108920730021,19.976429980991554,0.023923963821087024,22.90479816494951,0.09270235152626838
55329.78571428572,20.02971918703048,0.025910005738316932,19.951817322764782,0.029475092154075094,21.072334814285284,0.039940853274489284,19.98499447063591,0.031159115099533157,20.163014261339242,0.025347769571208698,23.35730665974006,0.10319100983647578
55332.9,20.20710920005439,0.027483322947152247,20.106071286031124,0.031387205948964596,21.345747019217356,0.0443403833318895,20.13252059650597,0.03326864745853744,20.355594854309743,0.026998674135355397,23.817557783588427,0.1156536322469745
55336.014285714286,20.389272621425278,0.029211162713974094,20.26511747238027,0.033535983869719954,21.624036574152115,0.04948228205018915,20.28485854543976,0.03566081521222122,20.5529572907447,0.028823960360279118,24.28295335685715,0.13034707241871507
55339.12857142857,20.575019471565383,0.031040555982284605,20.427883156426162,0.03587796608932611,21.90551608613208,0.05545836765456932,20.440968852981257,0.0382999391042549,20.753833374771716,0.030784511647490943,24.75083428812843,0.14756488204972135
55342.24285714285,20.76311424228453,0.032950818726432,20.593249208377756,0.03840132327910913,22.188454334623373,0.06238799834652693,20.59976524549205,0.04118224088935598,20.95690973608623,0.0328761750546621,25.218500279307932,0.16762569745281616
55345.357142857145,20.95228407888095,0.034982498617719654,20.760057330533414,0.0411497516491479,22.471088412647532,0.07042151632367881,20.760121604350502,0.04435748740972439,21.160836636847193,0.03515772284751327,25.683229682494073,0.1908589866497055
55348.47142857143,21.141227160301526,0.03727372649646768,20.927117514768497,0.04425009825528559,22.75163598470158,0.07974253312193053,20.920879158880723,0.047952847489461506,21.36423696316666,0.037784277657835624,26.14229932040422,0.21759156999942866
55351.58571428571,21.328621213336703,0.040098297029785845,21.093215666981564,0.047939520290641496,23.028307556316634,0.09056853408303138,21.08085385692584,0.052195232661922185,21.565715330640728,0.041039172311074755,26.59300408542083,0.24813692397963374
55354.7,21.51313209654876,0.043888611000513424,21.25712134371429,0.05258208410503509,23.299318651882572,0.10314942927632821,21.238843861076646,0.057424211316021184,21.763867233433814,0.04534810352655871,27.03267613788006,0.2827879140340749
55357.81428571429,21.69342239001344,0.04921719985559431,21.417595545883216,0.05866048710059725,23.56290180011655,0.11776402136565622,21.393637118064248,0.06408518794839076,21.95728816716246,0.051255193162629206,27.458703531714207,0.3218126466795543
55360.92857142857,21.86815992775547,0.05672327789064288,21.573398514626604,0.06673430618653767,23.81731823036614,0.134714748559111,21.544018948707333,0.072697053233862,22.144582657158992,0.059356127995832154,27.86854810501552,0.3654526750764137
55364.04285714286,22.03602621122434,0.06701349588323902,21.723297474882656,0.07737548404404791,24.060869187694493,0.15432134203470194,21.688779606099047,0.08380155635454078,22.32437312563718,0.07021705917704614,28.25976248425252,0.41392272667922325
55367.15714285714,22.195724643983738,0.08059488506687144,21.86607427319774,0.09110992095639696,24.29190678022394,0.17691412264476802,21.82672175035634,0.09791414485828565,22.495308533744264,0.08432291318947134,28.630006063538758,0.46741126856640236
55370.27142857143,22.345988530187242,0.09786783389608891,22.000532857666997,0.1083893661308458,24.50884427861388,0.2028275551120725,21.956667789330652,0.11549472850137381,22.65607273750237,0.1020719066384435,28.97705983440875,0.5260814374523912
