mjd,r,err_r,i,err_i,g,err_g,z,err_z,B,err_B
55410.72222222222,19.260877903768062,0.03525958064715802,19.244746173086924,0.03943626943794185,19.839152041135378,0.04893659308913036,19.2297019183776,0.051903841028977826,20.070714433824378,0.08888978709334938
55413.833333333336,19.35481044880038,0.03534022927477077,19.320124072680414,0.03961670059122657,19.956893643711055,0.048548249417687823,19.289780707644866,0.05190982935315233,20.22603754815384,0.08776248147239694
55416.944444444445,19.430471649432093,0.03521234839283022,19.37850992300116,0.03947235786404483,20.05437942855167,0.048124146156570353,19.333923353860428,0.05157822840246726,20.35839138258865,0.08672185834931188
55420.055555555555,19.489759473546883,0.03484819136684268,19.422069720900026,0.03891906415457797,20.133258057184946,0.04770992064897311,19.364516559602407,0.050810601765496934,20.468915472197693,0.08587701681839846
55423.166666666664,19.536159973261306,0.03443331148873453,19.454526001776742,0.03812064852198062,20.196848280062,0.04745486066451331,19.385477425402996,0.049735017269105404,20.560498147537487,0.08532975729154366
55426.27777777778,19.574329500864565,0.034180112632183124,19.48073337125669,0.03732225803064855,20.249716600149384,0.047477813419534394,19.401823511006,0.04857962878377984,20.637363053555077,0.08512381959439902
55429.38888888889,19.609548447107727,0.03414738203098066,19.506126455080164,0.03667442111663212,20.297121706095595,0.04775927006080997,19.419116064772993,0.04753487629859291,20.70451933825916,0.08523003939551008
55432.5,19.647097848389137,0.034214960714958075,19.53609191099514,0.03617627509096937,20.34437817656567,0.04816599192630257,19.442828305324497,0.04670322391375375,20.767127958762728,0.08561250885166233
55435.61111111111,19.69161666682288,0.03425825088025164,19.57532256822276,0.035805949108300886,20.396198643040123,0.048616357005604925,19.477697031295293,0.04619183731393416,20.82984337533844,0.08636519541360002
55438.72222222222,19.74649833888816,0.03438663545833846,19.627212494196726,0.03574264293510065,20.456074478523306,0.04926819113150983,19.527116521695234,0.04628091129256294,20.896190906080392,0.08783752177805633
55441.833333333336,19.81338050504695,0.03501534724375136,19.693347029019947,0.0364497580087498,20.525750346376583,0.05055069651275904,19.592628867950623,0.04748026372654,20.968035382794824,0.09062591757070064
55444.944444444445,19.891772389758216,0.03660671861622795,19.773132296203016,0.03843046337330262,20.604838327079108,0.05292931115915684,19.673555274398495,0.050320682302755784,21.04518720988068,0.09535983080451242
55448.055555555555,19.97885123206771,0.03930424699001287,19.863595533619957,0.04187787063489674,20.69060399983141,0.0565909861380558,19.766799621971643,0.05506780071710411,21.125178639679348,0.10241800437209513
55451.166666666664,20.069443880492486,0.04324832366793329,19.959372207621016,0.04698830989512338,20.777941232470596,0.06163671706057302,19.86684013228421,0.061953180827210526,21.20322748235725,0.11195500583450338
55454.27777777778,20.156193687533204,0.05025464135055571,20.0528798082143,0.05547879724345213,20.859536088673877,0.06934742082362756,19.965908834374716,0.0723322416569063,21.272389129110735,0.12459040996664748
55457.38888888889,20.229897651399966,0.06589991134715123,20.134662963197343,0.07239259840216138,20.926204714261416,0.08422064463674471,20.054343218128736,0.09025397487184872,21.323882205452378,0.14273501098050026
55460.5,20.279985654363088,0.09815121021159633,20.193881358088618,0.10521514657682679,20.96737664550514,0.11424981216048441,20.121081265001152,0.12256128932252523,21.34755972087578,0.17182198952998298
