mjd,i,err_i,r,err_r,z,err_z,g,err_g
56774.5,21.336620105783624,0.06628439159424115,21.52855870949665,0.05884086974700198,21.74211313105262,0.0700646846746408,22.461303645766343,0.0910142035392902
56777.5459770115,21.33319070883543,0.060130053911234445,21.525290711239023,0.05331486487785764,21.738583671648275,0.06377298697073706,22.458403198662083,0.08924980879878014
56780.59195402299,21.327947009198155,0.06244445947959982,21.520138805416046,0.05731045893639077,21.733215099218278,0.06581256817917375,22.453396107953033,0.09365228682332734
56783.637931034486,21.32139298882256,0.0690642597456791,21.513608949864057,0.06561191078353798,21.726521437843267,0.07217289370823884,22.446803478634877,0.10086181628590812
56786.683908045976,21.31400603668617,0.07665139661984777,21.50618046033842,0.07446666320181745,21.718989578744136,0.07958996738297576,22.43911912281742,0.10854241843861015
56789.72988505747,21.30623424108994,0.08347015261636533,21.498303290966728,0.08216999647599567,21.71107651884435,0.08631334207790285,22.430806755498732,0.11540445178103585
56792.775862068964,21.298494003365757,0.088778940503589,21.490395637820868,0.08807773870027301,21.703206927073374,0.0915715912304362,22.42229752431313,0.12082886492205878
56795.82183908046,21.29116799117623,0.09232560298778666,21.48284188387266,0.09200944219060651,21.695771056943435,0.09509136496561295,22.4139878921193,0.12457315813706574
56798.86781609195,21.284603445987113,0.09409717992652447,21.47599089998708,0.09399501745741007,21.689123020266916,0.09684835542208643,22.406237887536324,0.1266038729213534
56801.91379310345,21.27911085553628,0.09420790754526409,21.47015471281498,0.09417115778764032,21.683579433061144,0.09695266400461457,22.39936973463507,0.12700940256230026
56804.95977011494,21.274962998288544,0.09285165376933409,21.465607546601046,0.09274021632053092,21.679418440762717,0.09559903516092516,22.393666868987047,0.12595670245699433
56808.00574712644,21.272394362962498,0.09028604839465224,21.462585241992198,0.08995830433396704,21.676879125906506,0.09304954084864615,22.389373343214995,0.12367197805842622
56811.05172413793,21.27160094231644,0.08683463393479056,21.461285051006683,0.0861403934347816,21.676161297440945,0.0896346204840369,22.386693621124042,0.12043516910574102
56814.097701149425,21.2727403965137,0.08290055189367483,21.461865803435135,0.08167798256918293,21.67742565691293,0.08576537872699688,22.38579275546723,0.11658255177923686
56817.14367816092,21.275932577600706,0.0789852587776421,21.464448436144473,0.07706585485404781,21.680794332894646,0.08194988049068105,22.386796940459558,0.11251289664304845
56820.18965517241,21.281260402977495,0.07569839129926052,21.469116873066667,0.07292767405225557,21.686351771298014,0.07879903683264616,22.389794426350615,0.1086910682568489
56823.23563218391,21.28877106225182,0.07373070360491324,21.475919240155562,0.07001177309048373,21.694145965660343,0.07699511719220606,22.39483677972828,0.10563929756504115
56826.2816091954,21.298477538569774,0.07375556372149143,21.484869396280125,0.06910621745447312,21.70419000814198,0.07719288723409214,22.40194046981226,0.10390320803190353
56829.3275862069,21.310360422491925,0.07626259701415175,21.495948757965635,0.07084432680373712,21.71646393885674,0.0798618584945556,22.41108875782809,0.10398400661662227
56832.37356321839,21.324369993687746,0.08141294541868399,21.509108393109194,0.07548899967863086,21.730916868349688,0.08515438325152963,22.422233863665426,0.10624768028729738
56835.41954022989,21.340428543278293,0.08902867470262855,21.52427135631354,0.08287445887924791,21.747469345507263,0.09289871948605942,22.435299381477336,0.11084903247901974
56838.46551724138,21.358432907494056,0.09871347795781787,21.541335236326866,0.09254866636220156,21.76601594099875,0.10271156789919123,22.450182913626662,0.11771286627791913
56841.511494252874,21.378257181533613,0.10999784591410439,21.56017488428065,0.10396914295967868,21.786428014537115,0.11413404134392473,22.46675889054925,0.1265800931681759
56844.557471264365,21.39975558107389,0.12243119036070292,21.580645289970768,0.11662585993972172,21.80855663275603,0.12672040600190043,22.484881542608214,0.13708594291790357
56847.60344827586,21.422765417820017,0.1356165385700717,21.602584572373836,0.13008228584378093,21.83223560345354,0.1400736643773527,22.504387988914765,0.1488307254850431
56850.64942528736,21.447110154816954,0.14921308552082896,21.62581704990796,0.14397371235679354,21.857284591243356,0.15385007273382445,22.5251014074176,0.16142468574078872
56853.69540229885,21.472602506938614,0.16292729624073723,21.650156355650687,0.15799272347615187,21.883512279354086,0.16775179757161843,22.54683425023383,0.1745086956948521
56856.74137931035,21.49904755206058,0.17650260286009437,21.675408562821843,0.17187470605775823,21.910719542411876,0.18151753731103126,22.569391468320987,0.18775987871749739
56859.78735632184,21.526245818877385,0.18971110704824515,21.70137528629175,0.1853869532174852,21.938702595498057,0.19491469945605364,22.592573710054033,0.20089017918638782
56862.833333333336,21.55399631814212,0.20234784559418745,21.727856726701795,0.19832143760988344,21.967256085603985,0.20773388618716998,22.616180459139883,0.2136426803231106
