mjd,V,err_V,R,err_R,I,err_I,B,err_B,U,err_U
56208.0,20.847784119820062,0.031692972995845746,20.240790916135666,0.02991765512734388,19.940548045746255,0.05390827391598433,22.262630168912438,0.09424299314474525,21.9238927722472,0.06872280554467201
56211.08620689655,20.941525175938295,0.03415424016452571,20.318156393959725,0.032244422102778406,20.001945277424966,0.05792772014107969,22.391140747951795,0.10116695372243409,22.083151423419622,0.07230059261267303
56214.1724137931,21.03820336829631,0.03607700876508771,20.39935548664471,0.034007631593502806,20.061317022456933,0.06074270220774526,22.509564294558004,0.10565444003314858,22.240474526242906,0.0754157895225782
56217.25862068965,21.13809756728915,0.03740038128156761,20.484703284455463,0.035136134669491045,20.119946781393082,0.06214095239917035,22.61961167652771,0.10751748818830476,22.396046765161373,0.07806022731072917
56220.34482758621,21.24131558442059,0.03812816038530193,20.57434128839668,0.03562507222056637,20.179206135033382,0.061874668983141916,22.72326169671578,0.10653524493906505,22.54993192742222,0.0802909714829234
56223.43103448276,21.347790312716825,0.03833554832680548,20.66823346016099,0.035544571302913296,20.240488018782344,0.059691905182330474,22.82265548559917,0.10248328423363881,22.70206374940608,0.08223884430084948
56226.51724137931,21.45728404132933,0.03817075105079716,20.766170359080206,0.03504558307235667,20.305150819605842,0.05546655755265096,22.92000369091147,0.0953153364288423,22.85224494720387,0.08411180885747055
56229.60344827586,21.569400123456944,0.0378466114009153,20.867780558006416,0.03435797974537559,20.374453151684065,0.04944430923127523,23.017474138856414,0.08552107509106599,23.00015176416491,0.08618929341363887
56232.68965517241,21.683600881111488,0.03761548390605039,20.972548239145908,0.03377170391634225,20.449466246149314,0.042649413671945254,23.11703933282115,0.07468165791145318,23.145341783518234,0.08880310159375597
56235.775862068964,21.799230400187298,0.037722709322710525,21.07983564359529,0.03358966537699938,20.530965750256655,0.03746690533982422,23.220287471713164,0.06614025568319629,23.28726397209175,0.09230360098394855
56238.862068965514,21.91554071130213,0.038345661174529866,21.188908892715517,0.03405194126606029,20.619320409899956,0.03745171561271122,23.328226279324554,0.06463977648408831,23.425271283016627,0.0970172625192843
