mjd,r,err_r,i,err_i,g,err_g
55495.5,19.943703091994394,0.047129697855984615,19.867709792189316,0.11816455932431182,19.638127677560533,0.19585634062388857
55496.523255813954,19.849690675737065,0.040796182499538355,19.78668821849533,0.10561456365430624,19.52346708427399,0.17471476045978152
55497.54651162791,19.77135990884767,0.039247154807151095,19.720554208543717,0.09495909408005482,19.425531876535615,0.1551936691260976
55498.56976744186,19.708887943327227,0.038847555577792625,19.66930685893749,0.08509043342500738,19.344806648571875,0.13680231445447077
55499.59302325582,19.662184889300534,0.03767404787692959,19.632677604167384,0.07540420300906513,19.281515907984158,0.1193484220715653
55500.61627906977,19.630908553352356,0.03518706068019247,19.610147636830106,0.06572396177285887,19.235633800764617,0.10289627321753664
55501.63953488372,19.614483504286454,0.031562823845900555,19.600969855702942,0.05620780348899723,19.2068977180179,0.08772467006772655
55502.66279069767,19.612124055671757,0.02734290273694971,19.60419487793729,0.04728241031746909,19.194825475817424,0.07428908410463586
55503.686046511626,19.622860673843206,0.023311410025214408,19.618700562144568,0.03961010219713321,19.198735695781806,0.06316980253324662
55504.70930232558,19.64556924903377,0.020422359572367453,19.64322441089371,0.03402290068983053,19.217770957370703,0.05494798832846385
55505.732558139534,19.679002608069823,0.019482906554914504,19.676398156376763,0.03122997931023649,19.25092324460479,0.04993819242815459
55506.75581395349,19.72182360075476,0.020527864955220274,19.71678378313368,0.031246921122360702,19.29706117072874,0.04786980024211122
55507.77906976744,19.772639059956873,0.02277366418278099,19.762910208472476,0.033222860500904304,19.35495843510421,0.04787117718269122
55508.8023255814,19.83003391832176,0.025324641146152068,19.813309825351553,0.03604808789097857,19.423322947646056,0.04886884176766234
55509.82558139535,19.892604762909514,0.02759461353939476,19.866554114584233,0.038908194259565335,19.500826048009912,0.0500027798985573
55510.848837209305,19.958992123004464,0.029316290537240036,19.921287553563616,0.041385691833901096,19.586131249376194,0.05078606548329952
55511.87209302326,20.027910815723544,0.03046507407333961,19.976259086597565,0.04337653121625891,19.677921950254586,0.051090819384875336
55512.895348837206,20.098177718071383,0.03120542919589487,20.03035047699086,0.045001015673729966,19.774927581809152,0.051087782358355184
55513.91860465116,20.168736392037772,0.03185019129145836,20.082600931582647,0.04653150262515022,19.87594769256657,0.05117791880237439
55514.941860465115,20.238678059665062,0.032800807795236454,20.13222747311397,0.04831706904998016,19.97987351618667,0.05189631666267901
55515.96511627907,20.30725850641238,0.03444470072029408,20.178640632625502,0.05069229096207477,20.085706620649262,0.05376247727361208
55516.98837209302,20.37391058150206,0.03702871407623421,20.221455140364696,0.0538828879299576,20.192574297645706,0.05710269129634135
55518.01162790698,20.438252061451976,0.04057897165799743,20.260495407391772,0.05794337898927826,20.29974141814273,0.061937695755063804
55519.03488372093,20.50008874527498,0.044917681055191554,20.295795708007972,0.06275326350709974,20.406618552623286,0.0680044786534744
55520.058139534885,20.559412754638743,0.04974546991553377,20.327595092746833,0.06806263068044795,20.51276623120839,0.07487117754305818
55521.08139534884,20.616396117153954,0.054724616726474024,20.356327179914388,0.07355458529111016,20.617895298041276,0.0820551828757234
55522.104651162794,20.67137981366386,0.05953219048279708,20.382605087900856,0.07889832458176632,20.721863394560387,0.08909893119081386
55523.12790697674,20.724858568449918,0.06388615964036957,20.407201877824036,0.08378456620508672,20.824667685968507,0.0956068164043526
55524.151162790695,20.777461752638374,0.06755618617224282,20.431026974225006,0.08794604878466632,20.926434022656395,0.10126050168573814
55525.17441860465,20.82993085359385,0.07036719191492227,20.455099118039016,0.09116826610797879,21.027402802085362,0.10582525716270977
55526.1976744186,20.883094035125623,0.07219935849603192,20.480516479212383,0.09329432409265223,21.12791186501363,0.10915355315591571
55527.22093023256,20.937838373123896,0.0729858298269342,20.508424614433352,0.09422619149204266,21.228376821665734,0.11118854135003405
55528.24418604651,20.995080397843367,0.07270867695732296,20.53998299725481,0.09392375680955001,21.329269256985526,0.11196874990945348
55529.267441860466,21.05573560623361,0.07139416639371675,20.576330872881044,0.09240318230406559,21.431093308630125,0.1116352256221781
55530.29069767442,21.12068762520903,0.06911009154662326,20.618553197424717,0.08973718568131729,21.53436114544388,0.11044271548280142
55531.313953488374,21.19075770907739,0.06597158268099562,20.66764741193697,0.086062512746067,21.6395678974809,0.1087765270023151
55532.33720930233,21.266675241903386,0.06216893064902563,20.72449177522526,0.08160485128053203,21.747166600351648,0.10717505779004317
55533.36046511628,21.349049888509853,0.05804359214198918,20.789815937479716,0.07673960564419413,21.857543716605278,0.10635222442244513
55534.38372093023,21.43834599736556,0.054253435492737576,20.864174380285704,0.0721153208445572,21.970995784967045,0.10720228832275672
55535.40697674418,21.53485980544906,0.05204318828902339,20.94792327924688,0.0688514841318075,22.087707724769643,0.11075778048770694
55536.43023255814,21.638699930965004,0.05341634956833557,21.041201265126347,0.06870514328816987,22.207733288166537,0.11808199916120578
55537.45348837209,21.749771566099525,0.06061934171671383,21.14391447026469,0.07384669754271081,22.330978107749388,0.1301303390239157
55538.476744186046,21.86776470049699,0.0750290327763421,21.255726151161298,0.08603888421646289,22.45718573254453,0.14766600069050645
55539.5,21.992146618970764,0.09694944719214624,21.376051078081332,0.10603919694323104,22.58592698257644,0.17128245337606174
