mjd,R,err_R,i,err_i,r,err_r,g,err_g,B,err_B,z,err_z
56440.0,20.87189183600549,0.018841984555843246,20.752336262667086,0.02384254985341682,20.9674790807685,0.02271817272317984,21.823513365077815,0.05477655852854683,22.304266943198854,0.05524427066954432,20.782685103101358,0.030456066130891895
56443.1,20.96960759529884,0.020578546884824092,20.826745703076085,0.026990873647637734,21.08711614924141,0.02468981048045883,22.00407477112458,0.0597523093269128,22.48874469457951,0.06114515875529152,20.841745928183627,0.03463329753267129
56446.2,21.06985692818853,0.02245210468103567,20.90581278938953,0.03004368398788194,21.20318684519225,0.026026184930880564,22.16916269403555,0.06307072368777686,22.661629434738643,0.06648898540468601,20.908505977605273,0.03867177664450147
56449.3,21.171240671868873,0.02433404264081472,20.98854399728316,0.032827860944643884,21.313821479083344,0.028154066960329655,22.315710711149222,0.06861548699298525,22.81987967157056,0.07289687810163262,20.98227477214914,0.0424952119273326
56452.4,21.27231858396408,0.02607854594686546,21.07383245418532,0.03515575500927875,21.418461000256684,0.031291094882138874,22.44423131845906,0.07671553290754808,22.96278946016264,0.08039926799938675,21.061703088104878,0.04584228987409249
56455.5,21.37162190167237,0.027537482789760315,21.160460187088574,0.036832302385498575,21.517200197014063,0.034797824093529134,22.557080210451204,0.08546316658157684,23.090913902213288,0.08795668590559678,21.145040664659064,0.04836646157390698
56458.6,21.467666029899192,0.028579816614566704,21.247103857522234,0.03766847462591644,21.610246529925462,0.03795982005102475,22.65702091017465,0.09305191847078355,23.2051793817418,0.09444483682410472,21.23035382720809,0.04975949402466322
56461.7,21.55896323617617,0.029122633953371384,21.33234414600247,0.03750468703988101,21.697656947048927,0.040177305227639744,22.746516205370426,0.0981769727614741,23.30644675917847,0.0990025047209378,21.31564049568624,0.04980696495762358
56464.8,21.644035231518956,0.029186789630345794,21.414678758155787,0.036254885578441705,21.77921271653895,0.04098742787501876,22.827378768295603,0.099918750487728,23.395295758185057,0.10116822613848532,21.3988966178008,0.04843215707376324
56467.9,21.721425519413515,0.0289977484711016,21.492538832193077,0.03399940355905627,21.854227386578714,0.04025404932282459,22.90024294359091,0.09809903749810037,23.471691700782685,0.10121947966069025,21.478212903012263,0.04580761138583175
56471.0,21.7897113993763,0.029144483910335847,21.56430834594721,0.03119406371604277,21.921308496275287,0.038507038503561686,22.963912348465783,0.09392215823610006,23.534569358312638,0.10065541182738458,21.551893350275805,0.042587961111847275
56474.1,21.847515516860767,0.030715881149564483,21.6283459620322,0.029095433709232513,21.978337030808234,0.037421920375564376,23.015277479411452,0.09063212957305727,23.581771808890153,0.10247089084982981,21.618492809082454,0.04027169187717625
56477.2,21.893516857907798,0.03511866668218667,21.68300862266051,0.03013532758633794,22.022863384830544,0.03993455034526458,23.05032626311231,0.09331188550557099,23.610674488399127,0.1104021374993276,21.67669585247222,0.0413320559495116
56480.3,21.926461094424212,0.043454110497602685,21.72667611789302,0.03679502019054648,22.052753714775918,0.048521466154064115,23.06581191956957,0.10595451791834141,23.619220880622834,0.12677385541299876,21.725100125993322,0.04810041972419985
56483.4,21.945170194415823,0.05615681138517969,21.757775807710914,0.049585984416594,22.06664557385193,0.06323724507022001,23.06042007455835,0.1281797229587739,23.606641253971702,0.15113949700019974,21.7620735417554,0.061144645354020415
56486.5,21.948551220795707,0.07327791106734755,21.774806680597976,0.06777269205642537,22.063915100241502,0.08284916727500748,23.034653741831335,0.15680324352105451,23.57336316567944,0.1814404646069486,21.785799285934445,0.07978165032689388
