mjd,r,err_r,i,err_i,B,err_B,g,err_g,R,err_R
55138.205882352944,18.781485106866512,0.045855705137707904,18.87017188779396,0.059360538177140806,19.45893175954143,0.07130677239168903,18.98343400374449,0.07249400451416364,18.619552378214394,0.06002046670695691
55141.26470588235,18.837596286273765,0.045964630690138834,18.916474947837514,0.05923451182095516,19.545792033971452,0.07636524268402663,19.0668914648312,0.07332820889101822,18.664385647692143,0.05991054072671348
55144.32352941176,18.89501325974868,0.04637002081844964,18.96414168936849,0.05935375869010504,19.629134615693147,0.08287174559465428,19.15400441611132,0.0749275824951597,18.710857522351148,0.06004834179476183
55147.382352941175,18.953722475821337,0.04708396689987845,19.013182973915946,0.05976283879407887,19.708572952485383,0.09037140670442026,19.24485267368982,0.07723152044227469,18.758999296472552,0.06047342899778981
55150.44117647059,19.01374880561002,0.048093018476852,19.063647988901266,0.06048617165669753,19.78407209006764,0.09824704705901653,19.339392792845842,0.08010449220584766,18.808861051468625,0.06120498531531929
55153.5,19.075152328366357,0.0493579872313002,19.115620918954505,0.06152394547165558,19.855965850907523,0.10582553967269932,19.437444491474935,0.08337055068027338,18.86050712687006,0.06223911198393849
55156.55882352941,19.138024464088517,0.0508166625397866,19.16921696303416,0.06285067095554385,19.924943150454055,0.11247304529248675,19.538692211143143,0.08685783174515661,18.914012790423044,0.06354865422141201
55159.617647058825,19.202483514349296,0.052388762567516574,19.224577759360272,0.06441683357287825,19.992005175385884,0.11766826010882128,19.64270100545491,0.0904381160831771,18.969462066920983,0.06508558176143249
55162.67647058824,19.268669680392577,0.05398237766278362,19.28186628808612,0.06615354270651436,20.05839747660002,0.12105458820260717,19.748944738728596,0.09405142351902825,19.026946551394758,0.06678560335237783
55165.73529411765,19.336739634460173,0.055501599696541774,19.341261328562723,0.06797978441130784,20.125522686280874,0.1224750118165936,19.856843721408723,0.09771196309826224,19.086564938352012,0.06857469433815813
55168.794117647056,19.40686072613471,0.056855764362654014,19.40295155386184,0.06981200899397595,20.19484072221894,0.12199340653827916,19.96580831364099,0.10149687253455457,19.148422934326845,0.07037754811767279
55171.85294117647,19.479204910127237,0.05797158640121369,19.467129349897732,0.07157626822621818,20.267764177845038,0.11990546098114159,20.075284598438202,0.10552303451514797,19.212633174868415,0.07212848050251106
55174.91176470588,19.553942485417565,0.05881038608360608,19.533984449903528,0.07322377938650537,20.345557174765872,0.1167407384455827,20.184797928532817,0.10992021452705963,19.279314735344997,0.07378585672155569
55177.970588235294,19.631235737813313,0.05939352761256132,19.603697477197784,0.074751407135874,20.42924615159518,0.11325286717460496,20.293990051424316,0.11481019126990537,19.348591815198915,0.07535151867829029
55181.029411764706,19.711232578944873,0.05983961661783582,19.676433490070394,0.07622876377478627,20.519550608860982,0.11038537988189799,20.402645756405718,0.12030022012469016,19.42059120396243,0.07689668993782307
55184.08823529412,19.794060274335152,0.06041503293104422,19.752335622198416,0.07783266177109109,20.616840439412954,0.10918940163038207,20.510705714964388,0.12649471264529075,19.495438221896165,0.07859475465564854
55187.14705882353,19.879819351578135,0.061590339322521885,19.83151891036914,0.07988597433401674,20.721124010357926,0.11067477740513484,20.618263473427078,0.13352282272805957,19.573250976942745,0.08075780203452998
55190.205882352944,19.968577776830898,0.06407328932182416,19.914064398355322,0.082889696081392,20.832067766215232,0.11562599383704052,20.72554633077243,0.1415740820015262,19.654132984195257,0.08386636105739385
55193.26470588235,20.060365483793476,0.06876349495935834,20.000013601758155,0.08752530787415684,20.949044244893685,0.12448400819709622,20.832881859042573,0.15093108492829752,19.738164426822323,0.08857158546491636
55196.32352941176,20.155169334238963,0.0765933943893136,20.08936341338972,0.0946007388240345,21.071201718583097,0.1373797736664531,20.940653742586164,0.16198806452707595,19.825392556814222,0.09564621579183434
55199.382352941175,20.252928583036237,0.08832468886641191,20.18206152260177,0.1049373634232666,21.19754592592244,0.1542833837083815,21.049252040663305,0.1752471614042314,19.91582189521705,0.10588189457349771
55202.44117647059,20.353530913515442,0.10444604531641992,20.278002414777802,0.11924464643117191,21.327023131824262,0.17515499598461803,21.159023611180373,0.19129038252461195,20.009404959165295,0.11997328807918604
55205.5,20.456809101158342,0.12522150862714276,20.377024009284924,0.13805047918507457,21.458594295442253,0.2000271859950525,21.270228136404057,0.21073361096833165,20.10603420143775,0.13844966349835555
