mjd,r,err_r,g,err_g,i,err_i
55433.5,20.49346582898761,0.17507624940452102,20.510698243620027,0.29393690062055333,20.275766912420067,0.17825985361644553
55436.75,20.341047112952765,0.1279646667931016,20.318510511304794,0.24023376056982298,20.130879791338657,0.13311558186206332
55440.0,20.209716042266336,0.09523566984849267,20.14957797738134,0.19142423023065636,20.006535656758388,0.10190773498629559
55443.25,20.10222998289464,0.07416926423647474,20.011277278391617,0.14797044361420347,19.90477396034771,0.08160401292308202
55446.5,20.020704691698484,0.06179794072361063,19.910441663584834,0.11348393117040874,19.826984630030665,0.06934256037785022
55449.75,19.966573993959855,0.05625102759537463,19.85253816122372,0.09424705492542777,19.773984883161575,0.06377481836863255
55453.0,19.940563129670636,0.05729740084031877,19.840919328739574,0.094302424439097,19.74610047942747,0.06507875694918054
55456.25,19.94267636343602,0.06470364665100364,19.876318914901503,0.10915041046774442,19.743226835340693,0.07298671619759507
55459.5,19.972199122633583,0.07669958429539775,19.956688725294043,0.13137199541203534,19.764855790540878,0.08549167572684169
55462.75,20.02771459141354,0.09057908564817627,20.0773763734544,0.1561373687976833,19.81006799084639,0.09971252564609584
55466.0,20.107134353434958,0.10367684757737934,20.231564214604305,0.17981332659935073,19.877502312293927,0.11291799323280187
55469.25,20.207742352957666,0.11373006143029864,20.41085934870148,0.1986559040037228,19.96531791801749,0.12288331939822726
55472.5,20.32625114077041,0.11905503002860252,20.605943942165595,0.20926109078348396,20.071161306713293,0.12806581867089664
55475.75,20.45886909652154,0.11894858407666332,20.80723671817327,0.2098577737527488,20.192144193622198,0.1279912448922087
55479.0,20.601377079516396,0.11473578058955314,21.005543849624246,0.20187766809897206,20.324833707862126,0.12420881165108111
55482.25,20.749212761997114,0.1120724804223246,21.192669863509764,0.1918712077238798,20.465257301805195,0.12223610441196239
55485.5,20.89756074723209,0.1230381653410365,21.361924936400328,0.19295426967730256,20.60892970070563,0.13310777827205464
