mjd,i,err_i,r,err_r,g,err_g,z,err_z
54139.5,24.460209981352335,0.1385993142108479,24.71069169506726,0.10228460473538531,25.588011978090137,0.143397650599836,24.0821041800814,0.10723279085050415
54142.66129032258,24.29430008019517,0.11668797434072889,24.552944881703496,0.08161301538118222,25.41552495811481,0.12014307733512707,23.922547450923773,0.08647045130669977
54145.82258064516,24.133700454098403,0.0997573309425043,24.402959672610926,0.0669942183829303,25.251558231418315,0.10525740335340558,23.76936635912756,0.07124675016006192
54148.98387096774,23.979398943135763,0.08732486972565837,24.261723882917593,0.05809176695289324,25.10305862317115,0.09832166161135684,23.62402525813542,0.06116743341618948
54152.145161290326,23.832297467816957,0.0786823440795607,24.1301154375802,0.0538534622653934,24.97667509341315,0.09820353225404249,23.48787781958272,0.05539032892327101
54155.3064516129,23.693206415080425,0.07292965720786009,24.00889669812976,0.052614026159011444,24.87659290412168,0.10305700519215825,23.36198048597702,0.05264696729018239
54158.467741935485,23.562839752345795,0.06911659634531998,23.898709829029556,0.05272973972873343,24.80343028399055,0.10993994462954618,23.24699573497965,0.051563557675575744
54161.62903225807,23.441810903770133,0.06641233299515158,23.800073235124444,0.05305168452327728,24.754611480168748,0.11542043462339584,23.143219871536687,0.051014299867254045
54164.790322580644,23.33062941593387,0.06420851220566592,23.71337908940815,0.05296132957731676,24.72569210829782,0.11685646296516934,23.050691446946004,0.05027118699117371
54167.95161290323,23.22969843307807,0.062135268287271395,23.638891958080734,0.05221753677687806,24.711722447638422,0.11322563103206414,22.969303688854822,0.04898570910946851
54171.1129032258,23.13931299476981,0.06002568515133906,23.57674851779919,0.050811988860865756,24.708127013432545,0.10533948190758573,22.898877227605908,0.0471104055015611
54174.27419354839,23.05965916160889,0.05786618384415787,23.52695834834111,0.048876790422518405,24.711231087937847,0.09573587135940292,22.839204067535178,0.044810954021511175
54177.43548387097,22.99081396737317,0.05575063017459973,23.489405772751056,0.04663206504120736,24.718774991946347,0.08814176789548885,22.790091351785705,0.042378145482416106
54180.596774193546,22.932746188858786,0.05384039803502376,23.463852706585456,0.04435440841503311,24.73039904910381,0.08571820176002762,22.75140347298131,0.04014004314952751
54183.75806451613,22.88531791777288,0.052325803788392744,23.44994246822465,0.042349082639228874,24.747684234362282,0.08839522029511306,22.723067723080632,0.03838109099027044
54186.91935483871,22.848286912324596,0.051384481365337464,23.447204493513425,0.04091118242147281,24.773425907210196,0.09273863376364366,22.7050164135334,0.03728768839265587
54190.08064516129,22.82130969980716,0.051138185247441036,23.455059890286606,0.040269025180744586,24.810347594493322,0.09499790721868884,22.697082771747446,0.036940610166408025
54193.24193548387,22.803945395481563,0.05161803773697469,23.47282776171633,0.0405230301171111,24.859908901163593,0.09353160701583849,22.698905385501234,0.03734208060838823
54196.403225806454,22.795660197475428,0.05275150420252752,23.499732221913646,0.04161330065718153,24.921822178472055,0.08921963223543924,22.70989265587434,0.03843340260209087
54199.56451612903,22.795832512354053,0.05437637835874262,23.534910022850298,0.04333955189899238,24.994427794413568,0.08458844520377123,22.7292597628672,0.04008615625219496
54202.72580645161,22.803758661410853,0.05627389310518511,23.57741870843755,0.045419696477850505,25.0755602034738,0.08241581842087094,22.7561072618778,0.04209814163370981
54205.8870967742,22.81865911371645,0.05820741973968134,23.626245209482306,0.04755287822504611,25.163307936261376,0.0844363435676241,22.789491228140562,0.04421704463165012
54209.04838709677,22.839685188506124,0.05995840724059606,23.680314792209444,0.049467123453374146,25.25624458731329,0.09063053188531464,22.828449442905864,0.04617690808427865
54212.209677419356,22.865926166631382,0.06136019882847817,23.738500273017365,0.05095474951364728,25.353141945939853,0.09935948104532542,22.87198449140422,0.04773117006514197
54215.37096774193,22.896416748559332,0.062336934429861296,23.79963141309429,0.05191038628212635,25.452548813935863,0.10816646324240328,22.91903585141199,0.04869244794603614
54218.532258064515,22.93014479476858,0.06295778321474849,23.86250440833149,0.05238925769319467,25.552646134915946,0.11477373725382854,22.968475320646007,0.04900325904419335
54221.6935483871,22.966059283407958,0.06351537819789914,23.925891392623825,0.05270155088121133,25.651476211271188,0.11793907660587274,23.019133912816727,0.04885821910708549
54224.854838709674,23.003078419645874,0.06462369030813311,23.988549875977853,0.05354088883943629,25.747295174734717,0.11804528383334667,23.069839137303916,0.0488838055059697
54228.01612903226,23.040097831375164,0.06728748366889443,24.049232042818275,0.05607658445428183,25.83872176842732,0.11737312535449804,23.11943520064392,0.05031508240023873
54231.17741935484,23.07599878669015,0.07282918541141904,24.106693840390406,0.06182556023842012,25.92457732907276,0.11984144773181557,23.166777261030205,0.05492142619514771
54234.33870967742,23.109656369900193,0.0825868914218094,24.15970379208548,0.07219713012589485,26.003592674225956,0.12962672697888977,23.210714403902983,0.06440218277813217
54237.5,23.139947554687808,0.09754407735964306,24.207051475833467,0.08805445508381846,26.074248923328724,0.14889929941484525,23.250083663219556,0.07968822018843191
