mjd,i,err_i,z,err_z,r,err_r,g,err_g
57044.5,21.649498787960113,0.0822026014142023,21.79327597927346,0.10454941032781336,21.590660731417074,0.10497991804316832,21.86061953370711,0.09720887177160396
57047.566666666666,21.5096578322445,0.06499250433904177,21.655015772091986,0.08855880069224913,21.445940250873946,0.08616735072814569,21.71491504053739,0.07830040951452706
57050.63333333333,21.377205261183633,0.055974160669283644,21.52336600881671,0.07912408179512048,21.310321408090317,0.07553228019508354,21.57815393788161,0.06794820121848866
57053.7,21.25284427383832,0.05385885272702524,21.399004424568318,0.07504459739474795,21.18456864881813,0.07188563154126275,21.45110031704678,0.06493849323194972
57056.76666666667,21.13719781284999,0.05572825208072249,21.282532498848127,0.07461514873804825,21.069356878287635,0.0726730883299825,21.334429100609782,0.06639025096943169
57059.833333333336,21.030806594138767,0.058888716161991865,21.174473667563973,0.07630235968202159,20.965269086384524,0.07523949528731548,21.228723702274692,0.06937777772385657
57062.9,20.93412786143142,0.061877170109570355,21.075272227374057,0.07918933523870401,20.87279477497873,0.07776795812157528,21.134474486317345,0.07202187036169196
57065.96666666667,20.847534862175394,0.0642710418378111,20.985292927657895,0.08300246537478444,20.792329183111747,0.07933120947437987,21.05207802289192,0.0734401351142967
57069.03333333333,20.77131703365592,0.06631889003238624,20.904821238115574,0.08793209750357046,20.72417330604162,0.07964113268247909,20.98183713322169,0.0734161372855685
57072.1,20.705680880635782,0.06869589966752139,20.834064272888895,0.09440948702400932,20.668534684479823,0.07885794652809644,20.923961702323822,0.07219071389000932
57075.166666666664,20.650751518600032,0.07230576514452103,20.773152345281005,0.10289790248455508,20.625528941237235,0.07750561822049891,20.87857023522099,0.07039014052463614
57078.23333333333,20.606574849843582,0.0780400168126041,20.722141120697074,0.11373408814465598,20.595182030293245,0.07644354316819393,20.845692121736306,0.06901768704423676
57081.3,20.573120333265024,0.08652336715472882,20.681014329434106,0.12705160038307664,20.57743315662458,0.07680677619594004,20.825270568168776,0.0693869880734595
57084.36666666667,20.550284302885984,0.09797656097447513,20.64968699546671,0.14278573725194615,20.572138320900876,0.07980456575546653,20.817166149258014,0.07283973775574022
57087.433333333334,20.53789378490785,0.11226324635695421,20.62800913248816,0.1607254355881423,20.57907443200486,0.0863616416955482,20.821160924262358,0.08026582904552369
57090.5,20.535710758567006,0.12903642568021517,20.615769854220844,0.1805727957160565,20.597943931609734,0.09682308523673054,20.836963060384505,0.0918077346954889
57093.566666666666,20.543436802254064,0.14786972032299475,20.612701842466095,0.20198882409060429,20.62837986546333,0.11097180188578654,20.864211898767735,0.10702298162738787
57096.63333333333,20.560718063315335,0.1683314669178852,20.618486113539802,0.22462166634244946,20.669951335099313,0.12828025223821105,20.902483396615253,0.12524422688792952
57099.7,20.58715048774468,0.19001402853576083,20.632757021705174,0.2481216077312822,20.72216926032138,0.1481461788790912,20.951295875873143,0.14581615589936897
57102.76666666667,20.62228524456293,0.21254030453461897,20.655107436939147,0.2721481478778353,20.784492381227096,0.17000842667851115,21.01011600732363,0.16817258072707972
57105.833333333336,20.66563427912706,0.2355616663266116,20.68509403390283,0.2963730088593965,20.85633342774645,0.19337615972142255,21.07836495817662,0.19183604507510724
57108.9,20.716675929884104,0.25875391671990605,20.72224262931661,0.32048134828659575,20.937065384869356,0.21782250515763416,21.155424631461756,0.21639722923530888
57111.96666666667,20.774860544179546,0.2818137069118382,20.7660535060312,0.34417235718369343,21.026027782811752,0.242970102082202,21.240643926605003,0.24149533392087782
57115.03333333333,20.839616030619254,0.3044560547347935,20.81600666395974,0.36715979515467817,21.122532943338797,0.2684782638881941,21.33334495256588,0.2668040183256403
57118.1,20.9103532881378,0.3264129579266165,20.871566940623325,0.3891726882792672,21.225872116285473,0.294033823319387,21.43282912773543,0.2920224230481547
57121.166666666664,20.98647145528855,0.34743291000513393,20.932188947327177,0.40995625549668446,21.33532144390182,0.31934531451937515,21.538383104387663,0.31686989953343153
57124.23333333333,21.06736292729414,0.36728110519675355,20.997321770898452,0.42927305559798695,21.450147694970553,0.34413966302768606,21.649284459808428,0.3410832519547295
57127.3,21.152418093021993,0.385740145905007,21.066413395392033,0.44690431523543495,21.569613715616867,0.3681606340508789,21.76480710120211,0.3644156380783085
57130.36666666667,21.241029749174004,0.40261110015728635,21.1389148031501,0.4626513861667761,21.692983549236885,0.39116847162759766,21.884226336987524,0.3866365503058006
57133.433333333334,21.332597154587972,0.4177147850565334,21.214283720031688,0.47633727636187756,21.819527184001572,0.4129403202743898,22.006823573132408,0.4075324847037209
57136.5,21.426529693476823,0.43089317337673755,21.291987975387656,0.48780819948936727,21.948524892737623,0.43327113549769003,22.131890599536348,0.4269080252182213
57139.566666666666,21.522250122657454,0.44201083504792665,21.371508453410684,0.49693508837784434,22.079271136671196,0.45197486704916123,22.258733438157662,0.4445871450875066
57142.63333333333,21.61919738423643,0.4509563348879116,21.4523416187194,0.5036150193002665,22.21107801135497,0.4688857498051691,22.386675731440505,0.46041457415481635
57145.7,21.71682897170149,0.45764351393414265,21.534001605362675,0.5077724949729419,22.34327822001279,0.48385957062587587,22.515061656515343,0.47425711015841254
57148.76666666667,21.8146228438751,0.4620125850413258,21.61602186477228,0.5093605348285279,22.475227566445312,0.4967748018499563,22.643258357593936,0.486004770850057
57151.833333333336,21.912078887597602,0.4640309747219831,21.697956374460944,0.508361521353425,22.606306966428917,0.5075335074675464,22.770657895768522,0.49557169625636144
57154.9,22.0087199362319,0.46369384292465526,21.779380415353216,0.5047877510276677,22.735923983104556,0.5160619394037239,22.896678722040804,0.5028967192476601
57157.96666666667,22.104092357065838,0.4610242108538925,21.85989093150897,0.4986816376709307,22.863513898156384,0.5223107507806244,23.02076668571266,0.5079435297625661
57161.03333333333,22.197766226315196,0.4560726243141418,21.939106491519965,0.49011551480778376,22.988540336470578,0.5262547621436195,23.14239559620745,0.5107003650325961
57164.1,22.289335115662936,0.4489162768060656,22.016666876019997,0.4791909822430712,23.11049546743709,0.5278922268908711,23.261067361880578,0.5111791663974711
57167.166666666664,22.378415519019654,0.43965751346470283,22.09223232041387,0.46603774083899385,23.228899810993198,0.5272435550715712,23.376311734354715,0.5094141543404331
57170.23333333333,22.464645952405135,0.42842163520327436,22.165482446110843,0.4508118595816004,23.343301680899742,0.5243494720745064,23.48768569132295,0.5054597890937478
