mjd,i,err_i,z,err_z,r,err_r,g,err_g
56534.5,22.843776505800975,0.07655598123847761,22.922031447744644,0.09448633671813478,22.84844470938981,0.07069004707791662,23.494787148373348,0.08885752936868002
56537.57692307692,22.724895187735456,0.06143689329094432,22.8015267405857,0.07954924890276721,22.731670863347517,0.05625401838546145,23.376138578642326,0.07540281789706411
56540.653846153844,22.61681983358085,0.05212204896584621,22.69123055556247,0.0696989065748174,22.626817327758317,0.04801069864999222,23.270492823950008,0.06741167585776536
56543.730769230766,22.520131863068173,0.04742814359775351,22.591720565233118,0.06379183502414561,22.534475700873827,0.04454847371637223,23.178464959334747,0.06332638434183593
56546.807692307695,22.435225896515817,0.04565043626686258,22.50339304918873,0.060520692037229845,22.45504014473886,0.043838429800833384,23.10045993584697,0.06152187690463808
56549.88461538462,22.362313326541653,0.045205593919080786,22.426466556374407,0.058733298026174656,22.388710820280835,0.04415310614750329,23.0366760207404,0.060761380415866886
56552.96153846154,22.301428475837497,0.04507136913547333,22.360988079416188,0.05763215255368629,22.335500054285944,0.04451327307977261,22.987111144239066,0.06034117254016462
56556.03846153846,22.2524372013969,0.04477323169631442,22.30684159982991,0.05678075713236326,22.295241100511248,0.044556687161706396,22.95157201244399,0.05999350660175025
56559.11538461538,22.215047764192718,0.04419665595919382,22.26375882297134,0.05600878650297831,22.267599313018195,0.044286054865394775,22.929685798736273,0.059728365944233676
56562.192307692305,22.18882374514567,0.04342070384976817,22.23133188487816,0.055304797613981306,22.252085508908863,0.043884984240549284,22.920914182168758,0.05969685530447145
56565.269230769234,22.173198753973566,0.042606836397091154,22.209027780322117,0.05473078329605652,22.24807126071744,0.04360053856933052,22.924569461484566,0.060088148648475725
56568.346153846156,22.167492647917584,0.04192727465866199,22.19620423317872,0.05436298705005734,22.254805826470488,0.04366310375338262,22.939832438592816,0.061056084649478724
56571.42307692308,22.17092895294911,0.04151866490179446,22.192126707126363,0.05425589396457946,22.27143439864085,0.04423087921348825,22.965771736073634,0.06267572290822554
56574.5,22.18265316136069,0.04145626689107699,22.195986237190255,0.054426040955945096,22.297017332277164,0.045361928440231035,23.00136419033231,0.06493175319895127
56577.57692307692,22.201751567071142,0.041748502938042095,22.206917751127435,0.054851849799491176,22.330549998110882,0.04701814450313407,23.04551594582199,0.06773407682247139
56580.653846153844,22.227270293699803,0.04234945230485209,22.224018544254022,0.05548415144666943,22.370982898562488,0.04909431557334679,23.097083866566322,0.07094792972368719
56583.730769230766,22.25823417069728,0.043181745366274955,22.246366572253464,0.05626111809106866,22.417241683573934,0.05145568002907223,23.154896879390094,0.07442459991948785
56586.807692307695,22.29366511951571,0.044160178892153595,22.273038233707098,0.05712214882498088,22.46824670905221,0.053968956484795896,23.217776868719284,0.07802411442508064
56589.88461538462,22.33259972484973,0.045209050809715524,22.303125327420844,0.05801743397606686,22.522931793347652,0.056520638454055395,23.28455875552845,0.08162778797572247
56592.96153846154,22.374105685098016,0.0462708547292911,22.33575088878456,0.05891222470395205,22.58026184631649,0.05902367940218962,23.35410941268526,0.08514244224144228
56596.03846153846,22.41729686105714,0.04730742424954539,22.370083634116895,0.05978642940449856,22.639249070790584,0.06141647742719282,23.42534509520226,0.0884992289246154
56599.11538461538,22.461346671849128,0.04829603372608393,22.405350771603253,0.06063093958523047,22.698967467136868,0.06365788900403943,23.497247096221827,0.09164965422515156
56602.192307692305,22.505499621761487,0.049223056968523124,22.44084897146331,0.06144231839840757,22.758565407428136,0.0657209405974993,23.568875377182508,0.09456068856817962
56605.269230769234,22.549080780168197,0.05007737852690438,22.475953325809996,0.06221742247278526,22.81727608585095,0.06758695509147299,23.63937996291577,0.09721021781761056
56608.346153846156,22.591503078346705,0.05084523355711297,22.510124169342475,0.06294929411662398,22.874425695433388,0.06924115269147987,23.7080099383586,0.09958363431602013
56611.42307692308,22.632272330960518,0.05150760048866397,22.542911674913285,0.06362528883395203,22.929439227264652,0.07067033146296689,23.77411993233659,0.10167203077504046
56614.5,22.670989935223133,0.05204068963679887,22.57395818216571,0.06422792221831385,22.98184383593741,0.07186287665579034,23.837174024342403,0.10347218992621085
56617.57692307692,22.70735324662985,0.052419508001261446,22.60299826199605,0.06473840069720498,23.03126976321755,0.07281104051199655,23.89674706148628,0.10498832395322955
56620.653846153844,22.74115367545471,0.052624016499256375,22.629856563706653,0.06514233223121908,23.077448859804917,0.0735151646649254,23.952523423687694,0.10623529620062747
56623.730769230766,22.772272592304716,0.052647074535301014,22.65444353449061,0.065436752707264,23.120210791615932,0.07398928000232506,24.00429332474016,0.1072428463219729
56626.807692307695,22.80067517282714,0.0525031399720605,22.676749141450728,0.06563733933365067,23.15947706133693,0.07426728973250221,24.05194678409589,0.10806012986621794
56629.88461538462,22.826402350549984,0.052236420199937586,22.696834764034065,0.06578444547488875,23.19525301718079,0.07440867505570499,24.095465448141454,0.10875966581886976
56632.96153846154,22.849561081898514,0.05192668125428161,22.714823458697083,0.06594632350693894,23.227618058077496,0.07450232161061004,24.13491247954846,0.10943956983842494
56636.03846153846,22.870313158121803,0.05169015810184966,22.730888827286492,0.06621765889026165,23.25671427716435,0.07466668664136876,24.170420768169492,0.11022279575125642
56639.11538461538,22.88886282454928,0.05167229559865765,22.745242745416476,0.0667115981032898,23.28273381290103,0.07504432859321511,24.202179746328454,0.11125215479342686
56642.192307692305,22.905443487865625,0.05202941351200177,22.75812222662273,0.0675443209044456,23.30590519881349,0.07578927076517376,24.23042111465037,0.11268035258622418
56645.269230769234,22.920303806566494,0.05289935338547401,22.769775711944646,0.06881331165558396,23.326479018535508,0.07704733640152787,24.255403801420243,0.11465537733851158
56648.346153846156,22.933693468266767,0.054367083568256765,22.780449082648033,0.07057349757621313,23.34471318214713,0.0789325599166696,24.27739848863473,0.11730323870174053
56651.42307692308,22.94584895992074,0.056436903893666464,22.79037169589992,0.07281779133260974,23.360858142731388,0.08150590649799623,24.296672041276906,0.12071176929058831
56654.5,22.95697963340416,0.05902268917213212,22.799742739453734,0.0754683590524434,23.37514236866849,0.08476363564171462,24.31347217295786,0.12492005158888385
56657.57692307692,22.967254359371793,0.06196013969203867,22.808718191890023,0.07838182536888742,23.387758377562818,0.08864034825041756,24.328012671155136,0.12991732558408953
56660.653846153844,22.97678904717145,0.06503658523726616,22.817398659985145,0.08136782282315705,23.398849622207933,0.09302735157155433,24.340459489065267,0.135653172266435
56663.730769230766,22.98563528825713,0.06803167356891841,22.825818344710683,0.08421863260292536,23.40849849802879,0.09780353571071189,24.350917989163293,0.1420584521988766
56666.807692307695,22.99377035545757,0.07076670055867344,22.833935362672776,0.08674918558884162,23.416715715513533,0.10287535790371517,24.35942159629161,0.14907502868510078
56669.88461538462,23.00108876121061,0.07316697334328354,22.841623621052577,0.08885038907055998,23.423431250895646,0.10822395714021751,24.365922086354203,0.15669198486367422
56672.96153846154,23.0073955451669,0.07534602725141491,22.84866641192258,0.09056269002562149,23.428487054425034,0.11395844650244327,24.370281701003535,0.16498615980403233
56676.03846153846,23.012401425994653,0.07771729271867188,22.85475185689353,0.09217768297895199,23.4316316587678,0.12037255829888008,24.372267240017436,0.17416428341840245
56679.11538461538,23.015719914707518,0.08111549239412506,22.859470296123163,0.09436499974796093,23.43251679116304,0.12799530872216,24.371546242153215,0.1846019326923623
56682.192307692305,23.01686644797377,0.08685195121929119,22.862313677553118,0.09828296497482808,23.430696052738256,0.13761594183250822,24.367685322985608,0.19687097999642378
56685.269230769234,23.015259560608797,0.09657184412545446,22.862676963594367,0.10556093281011271,23.425625687764125,0.15025636256861977,24.36015069552343,0.21174383431184396
56688.346153846156,23.01022407746899,0.11187681601624881,22.859861534160416,0.11802565739851476,23.416667425270873,0.16707540792402345,24.348310857040758,0.23016335597159196
56691.42307692308,23.000996267076005,0.13395162475360722,22.85308052760672,0.13724454767031735,23.40309333632007,0.18922591470973446,24.331441384442144,0.25317587252586865
56694.5,22.986730863185528,0.16348243421088865,22.841466025616114,0.16422298099971583,23.38409261290269,0.21772263262152705,24.308731741337454,0.28184032300545303
