mjd,r,err_r,g,err_g,i,err_i,U,err_U,u,err_u
56669.5,20.893560312289083,0.12527546595264127,20.390203822309445,0.17758599650008094,21.275728624066403,0.14034751207552434,18.880805122595802,0.3335209711076669,19.984375512075133,0.3279541863161331
56672.58108108108,20.58178660354247,0.09320865814720783,20.13075172954001,0.13936355834090672,20.936367899262393,0.10959312706020295,18.709704029381726,0.2771298396052974,19.793747533066664,0.2716104825407676
56675.66216216216,20.303557625191104,0.07135208503151039,19.90785696970255,0.10991284858161167,20.629299525888428,0.08804069853298427,18.578349686520312,0.22814448543920582,19.644377234267154,0.22305648827031116
56678.74324324324,20.061822614752543,0.05702172683538899,19.724273173025267,0.08711547645144013,20.357587516402873,0.0727361725582304,18.489099689013358,0.18535816817082587,19.538786489493873,0.1809378760957613
56681.82432432433,19.858605331284878,0.04716409720335643,19.581807289203425,0.0689659586618211,20.123374720076356,0.06090445157812133,18.4433679101229,0.14777145312591,19.478507538075974,0.14412646381832028
56684.90540540541,19.69501048939054,0.039232332471420175,19.481327200826684,0.05382833872034418,19.927888722999512,0.050575137597496184,18.44163361026193,0.11464503417072082,19.464092342478807,0.11178100415632772
56687.98648648649,19.571254313769117,0.03178875954882433,19.422793637894927,0.04061848792873969,19.771471937839948,0.04080243442234723,18.483474223372014,0.08557533858508441,19.495146845418958,0.08342315817197773
56691.06756756757,19.486717665664372,0.02448993702335576,19.40531483741333,0.02889190232974043,19.653634328221756,0.03156982685262642,18.567620310966987,0.060701893440885946,19.570388537929574,0.059134633604825404
56694.14864864865,19.440019463411403,0.017917571149458043,19.427221661625538,0.01904847965801634,19.573126479280035,0.02373840046529919,18.69203046864328,0.04141640371613879,19.687725007159315,0.04024173226181871
56697.22972972973,19.4291074724632,0.01369777361157816,19.486160240200448,0.013301725378299137,19.52803007559261,0.019152960030781922,18.853983343422556,0.03196867863747002,19.84435047335637,0.03092207911382275
56700.31081081081,19.451363000343576,0.013752155835681384,19.57919866039927,0.014961483443288291,19.515862304910513,0.019456276426975755,19.050183396783865,0.03601416618823931,20.03685677429904,0.03487961815198655
56703.39189189189,19.50371561985429,0.017036018618115236,19.70294381555152,0.02113934662821157,19.533690292081076,0.023289772736663366,19.276876647487825,0.0479463513051174,20.261354833866108,0.046592352478557406
56706.47297297297,19.582763775341675,0.021018340675935627,19.8536642520437,0.028105524888740754,19.578251398018438,0.028067774851072307,19.529972365755327,0.06198426349039672,20.513602375119717,0.06034123290353523
56709.55405405405,19.684897012022304,0.024411766382110338,20.027414738588504,0.03472735762936675,19.646075103878047,0.03236413626601576,19.80516657565687,0.07609465379901544,20.789133517861387,0.07413543020667561
56712.63513513513,19.806415611408852,0.026826228009635612,20.220158322845805,0.04079824717203306,19.73360224472799,0.03567767169597869,20.098063259775472,0.08971819216188422,21.083385940228936,0.08743801595430978
56715.71621621621,19.94364361434873,0.02832729021657558,20.427881837219957,0.04641322132955605,19.837297557597367,0.0379977493355033,20.404289347209044,0.10274132941376006,21.391821480980923,0.10015116201806169
56718.7972972973,20.093031558595158,0.02927985637114963,20.64670115939566,0.05177376320688141,19.95375185732587,0.03961644725545428,20.71959989439108,0.11517283485006587,21.71003640556995,0.112297314958044
56721.87837837838,20.251245735579914,0.03025349266154765,20.87295300937751,0.057081903079553485,20.079770635181376,0.04102355866464594,21.039970324586648,0.1270236332272355,22.03385803979404,0.12389867436844641
56724.95945945946,20.415241361397193,0.031867389320010944,21.103270653629124,0.0624650284139754,20.212446470206032,0.042785326161727984,21.36167315685543,0.1382558009136993,22.359425070273346,0.1349244769641462
56728.04054054054,20.582317735586685,0.03455752582983029,21.33464156433547,0.06793258622697913,20.349213326761742,0.045378911457189565,21.6813373059166,0.14876479547109156,22.683249496264125,0.14527196496484257
56731.12162162162,20.750154200448833,0.03840059505353737,21.56444582001359,0.07337039670496733,20.487881556237426,0.04903627924862613,21.99598874392143,0.1583828858616155,23.00225896494362,0.15476970977976742
56734.2027027027,20.916826483353475,0.043139039453327845,21.79047480283282,0.0785674452002786,20.626653195878134,0.05369273557061983,22.303072055107464,0.16689727663939388,23.31381900157112,0.16319677991492318
56737.28378378379,21.080803774059405,0.048348843915825675,22.010930517361317,0.08326136404887038,20.7641179323698,0.059063373278727425,22.600453154961315,0.17407770438762105,23.61573542605356,0.17031214141527248
56740.36486486487,21.240927627733754,0.05359713438624886,22.224406594436005,0.0871884756506063,20.899230841198573,0.06477279474461164,22.886404157742277,0.17970904979172192,23.906237997425478,0.17588933817768018
56743.44594594595,21.39637446364611,0.0585289208409867,22.429852723878753,0.09012902092184989,21.03127369609274,0.07046052655448376,23.159572032293,0.18362549115816873,24.183947018526624,0.17975254343557096
56746.52702702703,21.546604023196664,0.06289923384252424,22.62652485475155,0.09194291118517835,21.159802239855935,0.07583793950126176,23.418933261059692,0.18574381419970076,24.447825238467544,0.18181126780304735
56749.60810810811,21.69129663726835,0.06657411430479947,22.813923989990712,0.09259370391232986,21.284582296469807,0.08070502816925604,23.663737190132565,0.18609446342475852,24.697117888129924,0.18209205134580847
56752.68918918919,21.830282514626788,0.06951058980302059,22.99172676634862,0.09215879267997205,21.405517967305286,0.08493955377602491,23.893441112303208,0.18484962237651947,24.93128405645689,0.1807661923947103
56755.77027027027,21.963466488587528,0.07171813666026323,23.159711238876525,0.09082339507658903,21.522575379876116,0.08846727667805683,24.10764034930685,0.18234791289093388,25.149922850838948,0.17817288916264196
56758.85135135135,22.090751742604198,0.07320525041097486,23.317681375927805,0.08885687165653713,21.635705539935998,0.09122136827224687,24.30599668793559,0.17911495329526325,25.35269787743323,0.17483695801410779
56761.93243243243,22.211965977014415,0.07392275214456503,23.465393715942355,0.08657534004713481,21.7447697770981,0.0931032792187998,24.488168477557338,0.1758775315179383,25.539263526900186,0.1714792941188025
56765.01351351351,22.326793284868472,0.0737277349833664,23.602489446990603,0.0843082238441049,21.849471076622194,0.09396504214551085,24.65374551938885,0.17356606552496373,25.709196363588262,0.16901629765107531
56768.09459459459,22.434714686080042,0.07240725050144114,23.728434855629075,0.08240926023038297,21.94929426717954,0.09364395769903326,24.802191581443367,0.1732961334392276,25.861934603204645,0.16854241207558868
56771.17567567567,22.534959842301987,0.06982707105019612,23.84247266919965,0.08137548927951457,22.043457602594344,0.09209961175523176,24.932796972881874,0.1763196840735289,25.99672824167942,0.17129097162276696
56774.25675675676,22.626471960168146,0.06633666293678583,23.943586305412282,0.08212966426789216,22.130877755290385,0.08974043851570108,25.04464312671837,0.1839484073690988,26.112601886447464,0.17857782948822015
