l,U,B,V,R,I
4217.843568713743,0.0,0.9961903558655968,0.0,0.0,0.0
4219.443888777756,0.0,0.9963502037929425,0.0,0.0,0.0
4221.0442088417685,0.0,0.9965094338187632,0.0,0.0,0.0
4222.644528905781,0.0,0.9966680454284537,0.0,0.0,0.0
4224.2448489697945,0.0,0.9968260381074091,0.0,0.0,0.0
4225.845169033807,0.0,0.9969834113410244,0.0,0.0,0.0
4227.4454890978195,0.0,0.997140164614694,0.0,0.0,0.0
4229.045809161833,0.0,0.9972962974138134,0.0,0.0,0.0
4230.6461292258455,0.0,0.997451809223777,0.0,0.0,0.0
4232.246449289858,0.0,0.9976066995299796,0.0,0.0,0.0
4233.8467693538705,0.0,0.9977609678178166,0.0,0.0,0.0
4235.447089417883,0.0,0.9979146135726827,0.0,0.0,0.0
4237.0474094818965,0.0,0.9980676362799729,0.0,0.0,0.0
4238.647729545909,0.0,0.9982200354250812,0.0,0.0,0.0
4240.2480496099215,0.0,0.998371810493404,0.0,0.0,0.0
4241.848369673935,0.0,0.9985229609703355,0.0,0.0,0.0
4243.4486897379475,0.0,0.9986734863412702,0.0,0.0,0.0
4245.04900980196,0.0,0.9988233860916036,0.0,0.0,0.0
4246.649329865973,0.0,0.99897265970673,0.0,0.0,0.0
4248.249649929986,0.0,0.9991213066720446,0.0,0.0,0.0
4249.8499699939985,0.0,0.9992693264729426,0.0,0.0,0.0
4251.450290058012,0.0,0.9994167185948184,0.0,0.0,0.0
4253.050610122024,0.0,0.9995634825230673,0.0,0.0,0.0
4254.650930186037,0.0,0.9997096177430839,0.0,0.0,0.0
4256.25125025005,0.0,0.9998551237402632,0.0,0.0,0.0
4257.851570314063,0.0,1.0,0.0,0.0,0.0
4259.451890378075,0.0,0.9999955493540301,0.0,0.0,0.0
4261.052210442089,0.0,0.9998940240932657,0.0,0.0,0.0
4262.652530506101,0.0,0.9997914993391167,0.0,0.0,0.0
4264.252850570114,0.0,0.9996879743696069,0.0,0.0,0.0
4265.853170634127,0.0,0.9995834484627597,0.0,0.0,0.0
4267.45349069814,0.0,0.9994779208965991,0.0,0.0,0.0
4269.053810762152,0.0,0.9993713909491493,0.0,0.0,0.0
4270.654130826166,0.0,0.9992638578984334,0.0,0.0,0.0
4272.254450890178,0.0,0.9991553210224753,0.0,0.0,0.0
4273.854770954191,0.0,0.9990457795992991,0.0,0.0,0.0
4275.455091018203,0.0,0.9989352329069286,0.0,0.0,0.0
4277.055411082217,0.0,0.998823680223387,0.0,0.0,0.0
4278.655731146229,0.0,0.9987111208266984,0.0,0.0,0.0
4280.256051210242,0.0,0.9985975539948871,0.0,0.0,0.0
4281.856371274254,0.0,0.9984829790059759,0.0,0.0,0.0
4283.456691338268,0.0,0.9983673951379893,0.0,0.0,0.0
4285.05701140228,0.0,0.9982508016689507,0.0,0.0,0.0
4286.657331466293,0.0,0.9981331978768841,0.0,0.0,0.0
4288.257651530306,0.0,0.998014583039813,0.0,0.0,0.0
4289.857971594319,0.0,0.9978949564357616,0.0,0.0,0.0
4291.458291658331,0.0,0.9977743173427533,0.0,0.0,0.0
4293.058611722345,0.0,0.9976526650388119,0.0,0.0,0.0
4294.658931786357,0.0,0.9975299988019615,0.0,0.0,0.0
4296.25925185037,0.0,0.9974063179102255,0.0,0.0,0.0
4297.859571914383,0.0,0.9972816216416276,0.0,0.0,0.0
4299.459891978396,0.0,0.9971559092741918,0.0,0.0,0.0
4301.060212042408,0.0,0.9970291800859422,0.0,0.0,0.0
4302.660532106422,0.0,0.9969014333549017,0.0,0.0,0.0
4304.260852170434,0.0,0.996772668359095,0.0,0.0,0.0
4305.861172234447,0.0,0.9966428843765452,0.0,0.0,0.0
4307.46149229846,0.0,0.9965120806852765,0.0,0.0,0.0
4309.061812362473,0.0,0.996356049176283,0.0,0.0,0.0
4310.662132426485,0.0,0.9961565521547885,0.0,0.0,0.0
4312.262452490499,0.0,0.9959559342832822,0.0,0.0,0.0
4313.862772554511,0.0,0.9957541947846857,0.0,0.0,0.0
4315.463092618524,0.0,0.9955513328819204,0.0,0.0,0.0
4317.063412682536,0.0,0.995347347797907,0.0,0.0,0.0
4318.66373274655,0.0,0.9951422387555672,0.0,0.0,0.0
4320.264052810562,0.0,0.9949360049778223,0.0,0.0,0.0
4321.864372874575,0.0,0.9947286456875932,0.0,0.0,0.0
4323.464692938587,0.0,0.9945201601078018,0.0,0.0,0.0
4325.065013002601,0.0,0.9943105474613686,0.0,0.0,0.0
4326.665333066613,0.0,0.9940998069712151,0.0,0.0,0.0
4328.265653130626,0.0,0.9938879378602633,0.0,0.0,0.0
4329.865973194639,0.0,0.9936749393514335,0.0,0.0,0.0
4331.466293258652,0.0,0.9934608106676472,0.0,0.0,0.0
4333.066613322664,0.0,0.9932455510318264,0.0,0.0,0.0
4334.666933386678,0.0,0.9930291596668913,0.0,0.0,0.0
4336.26725345069,0.0,0.9928116357957638,0.0,0.0,0.0
4337.867573514703,0.0,0.992592978641365,0.0,0.0,0.0
4339.467893578716,0.0,0.9923731874266161,0.0,0.0,0.0
4341.068213642729,0.0,0.9921522613744386,0.0,0.0,0.0
4342.668533706741,0.0,0.9919301997077539,0.0,0.0,0.0
4344.2688537707545,0.0,0.9917070016494827,0.0,0.0,0.0
4345.869173834767,0.0,0.9914826664225467,0.0,0.0,0.0
4347.46949389878,0.0,0.9912571932498668,0.0,0.0,0.0
4349.069813962793,0.0,0.991030581354365,0.0,0.0,0.0
4350.6701340268055,0.0,0.9908028299589619,0.0,0.0,0.0
4352.270454090818,0.0,0.9905739382865786,0.0,0.0,0.0
4353.870774154831,0.0,0.9903439055601369,0.0,0.0,0.0
4355.471094218844,0.0,0.990112731002558,0.0,0.0,0.0
4357.0714142828565,0.0,0.9898804138367632,0.0,0.0,0.0
4358.67173434687,0.0,0.9896202634355632,0.0,0.0,0.0
4360.272054410882,0.0,0.9891627073738162,0.0,0.0,0.0
4361.872374474895,0.0,0.9887036790210614,0.0,0.0,0.0
4363.4726945389075,0.0,0.9882431774200389,0.0,0.0,0.0
4365.073014602921,0.0,0.9877812016134888,0.0,0.0,0.0
4366.673334666933,0.0,0.9873177506441508,0.0,0.0,0.0
4368.273654730946,0.0,0.9868528235547651,0.0,0.0,0.0
4369.8739747949585,0.0,0.9863864193880718,0.0,0.0,0.0
4371.474294858972,0.0,0.9859185371868103,0.0,0.0,0.0
4373.074614922984,0.0,0.9854491759937214,0.0,0.0,0.0
4374.674934986997,0.0,0.9849783348515446,0.0,0.0,0.0
4376.27525505101,0.0,0.9845060128030195,0.0,0.0,0.0
4377.875575115023,0.0,0.9840322088908866,0.0,0.0,0.0
4379.475895179035,0.0,0.9835569221578861,0.0,0.0,0.0
4381.076215243049,0.0,0.9830801516467577,0.0,0.0,0.0
4382.676535307061,0.0,0.982601896400241,0.0,0.0,0.0
4384.276855371074,0.0,0.9821221554610768,0.0,0.0,0.0
4385.877175435087,0.0,0.9816409278720042,0.0,0.0,0.0
4387.4774954991,0.0,0.9811582126757636,0.0,0.0,0.0
4389.077815563112,0.0,0.9806740089150952,0.0,0.0,0.0
4390.678135627126,0.0,0.9801883156327387,0.0,0.0,0.0
4392.278455691138,0.0,0.9797011318714339,0.0,0.0,0.0
4393.878775755151,0.0,0.9792124566739211,0.0,0.0,0.0
4395.479095819164,0.0,0.9787222890829402,0.0,0.0,0.0
4397.079415883177,0.0,0.9782306281412313,0.0,0.0,0.0
4398.679735947189,0.0,0.9777374728915342,0.0,0.0,0.0
4400.280056011203,0.0,0.9772428223765887,0.0,0.0,0.0
4401.880376075215,0.0,0.9767466756391353,0.0,0.0,0.0
4403.480696139228,0.0,0.9762490317219135,0.0,0.0,0.0
4405.08101620324,0.0,0.9757498896676636,0.0,0.0,0.0
4406.681336267254,0.0,0.9752492485191251,0.0,0.0,0.0
4408.281656331266,0.0,0.9747471073190385,0.0,0.0,0.0
4409.881976395279,0.0,0.973938368097994,0.0,0.0,0.0
4411.482296459291,0.0,0.9730844892309174,0.0,0.0,0.0
4413.082616523305,0.0,0.9722286015584146,0.0,0.0,0.0
4414.682936587317,0.0,0.971370703848048,0.0,0.0,0.0
4416.28325665133,0.0,0.9705107948673782,0.0,0.0,0.0
4417.883576715343,0.0,0.969648873383966,0.0,0.0,0.0
4419.483896779356,0.0,0.9687849381653729,0.0,0.0,0.0
4421.084216843368,0.0,0.9679189879791601,0.0,0.0,0.0
4422.684536907382,0.0,0.967051021592888,0.0,0.0,0.0
4424.284856971394,0.0,0.9661810377741187,0.0,0.0,0.0
4425.885177035407,0.0,0.9653090352904125,0.0,0.0,0.0
4427.48549709942,0.0,0.9644350129093301,0.0,0.0,0.0
4429.085817163433,0.0,0.9635589693984339,0.0,0.0,0.0
4430.686137227445,0.0,0.9626809035252841,0.0,0.0,0.0
4432.286457291459,0.0,0.9618008140574414,0.0,0.0,0.0
4433.886777355471,0.0,0.960918699762468,0.0,0.0,0.0
4435.487097419484,0.0,0.9600345594079247,0.0,0.0,0.0
4437.087417483497,0.0,0.9591483917613715,0.0,0.0,0.0
4438.68773754751,0.0,0.9582601955903707,0.0,0.0,0.0
4440.288057611522,0.0,0.9573699696624832,0.0,0.0,0.0
4441.888377675536,0.0,0.9564777127452692,0.0,0.0,0.0
4443.488697739548,0.0,0.9555834236062908,0.0,0.0,0.0
4445.089017803561,0.0,0.9546871010131089,0.0,0.0,0.0
4446.689337867574,0.0,0.953788743733284,0.0,0.0,0.0
4448.289657931587,0.0,0.952888350534378,0.0,0.0,0.0
4449.889977995599,0.0,0.9519859201839516,0.0,0.0,0.0
4451.490298059612,0.0,0.9510814514495657,0.0,0.0,0.0
4453.090618123625,0.0,0.9501749430987809,0.0,0.0,0.0
4454.690938187638,0.0,0.9492663938991599,0.0,0.0,0.0
4456.29125825165,0.0,0.9483558026182627,0.0,0.0,0.0
4457.891578315663,0.0,0.9474431680236501,0.0,0.0,0.0
4459.491898379676,0.0,0.9463661821130334,0.0,0.0,0.0
4461.092218443689,0.0,0.9451924678189659,0.0,0.0,0.0
4462.692538507701,0.0,0.9440163378156804,0.0,0.0,0.0
4464.2928585717145,0.0,0.9428377906724011,0.0,0.0,0.0
4465.893178635727,0.0,0.9416568249583549,0.0,0.0,0.0
4467.49349869974,0.0,0.9404734392427665,0.0,0.0,0.0
4469.093818763753,0.0,0.939287632094861,0.0,0.0,0.0
4470.6941388277655,0.0,0.9380994020838646,0.0,0.0,0.0
4472.294458891778,0.0,0.9369087477790027,0.0,0.0,0.0
4473.8947789557915,0.0,0.9357156677494999,0.0,0.0,0.0
4475.495099019804,0.0,0.9345201605645826,0.0,0.0,0.0
4477.0954190838165,0.0,0.9333222247934757,0.0,0.0,0.0
4478.69573914783,0.0,0.9321218590054042,0.0,0.0,0.0
4480.2960592118425,0.0,0.9309190617695948,0.0,0.0,0.0
4481.896379275855,0.0,0.9297138316552727,0.0,0.0,0.0
4483.496699339868,0.0,0.9285061672316617,0.0,0.0,0.0
4485.097019403881,0.0,0.9272960670679891,0.0,0.0,0.0
4486.6973394678935,0.0,0.9260835297334798,0.0,0.0,0.0
4488.297659531907,0.0,0.9248685537973583,0.0,0.0,0.0
4489.897979595919,0.0,0.9236511378288517,0.0,0.0,0.0
4491.498299659932,0.0,0.9224312803971843,0.0,0.0,0.0
4493.0986197239445,0.0,0.921208980071582,0.0,0.0,0.0
4494.698939787958,0.0,0.9199842354212692,0.0,0.0,0.0
4496.29925985197,0.0,0.918757045015473,0.0,0.0,0.0
4497.899579915983,0.0,0.9175274074234179,0.0,0.0,0.0
4499.4998999799955,0.0,0.9162953212143296,0.0,0.0,0.0
4501.100220044009,0.0,0.9150607849574326,0.0,0.0,0.0
4502.700540108021,0.0,0.9138237972219538,0.0,0.0,0.0
4504.300860172034,0.0,0.9125843565771181,0.0,0.0,0.0
4505.901180236047,0.0,0.91134246159215,0.0,0.0,0.0
4507.50150030006,0.0,0.9100981108362768,0.0,0.0,0.0
4509.101820364072,0.0,0.9087363110596138,0.0,0.0,0.0
4510.702140428086,0.0,0.9071908091958604,0.0,0.0,0.0
4512.302460492098,0.0,0.905642426884351,0.0,0.0,0.0
4513.902780556111,0.0,0.9040911624706479,0.0,0.0,0.0
4515.503100620124,0.0,0.9025370143003123,0.0,0.0,0.0
4517.103420684137,0.0,0.9009799807189091,0.0,0.0,0.0
4518.703740748149,0.0,0.8994200600719998,0.0,0.0,0.0
4520.304060812163,0.0,0.8978572507051464,0.0,0.0,0.0
4521.904380876175,0.0,0.896291550963913,0.0,0.0,0.0
4523.504700940188,0.0,0.8947229591938618,0.0,0.0,0.0
4525.105021004201,0.0,0.8931514737405541,0.0,0.0,0.0
4526.705341068214,0.0,0.8915770929495547,0.0,0.0,0.0
4528.305661132226,0.0,0.8899998151664252,0.0,0.0,0.0
4529.90598119624,0.0,0.8884196387367272,0.0,0.0,0.0
4531.506301260252,0.0,0.8868365620060258,0.0,0.0,0.0
4533.106621324265,0.0,0.8852505833198822,0.0,0.0,0.0
4534.706941388278,0.0,0.883661701023858,0.0,0.0,0.0
4536.307261452291,0.0,0.8820699134635179,0.0,0.0,0.0
4537.907581516303,0.0,0.880475218984424,0.0,0.0,0.0
4539.507901580316,0.0,0.8788776159321384,0.0,0.0,0.0
4541.108221644329,0.0,0.8772771026522233,0.0,0.0,0.0
4542.708541708342,0.0,0.8756736774902427,0.0,0.0,0.0
4544.308861772354,0.0,0.8740673387917589,0.0,0.0,0.0
4545.909181836367,0.0,0.872458084902334,0.0,0.0,0.0
4547.50950190038,0.0,0.87084591416753,0.0,0.0,0.0
4549.109821964393,0.0,0.8692308249329116,0.0,0.0,0.0
4550.710142028405,0.0,0.8676128155440402,0.0,0.0,0.0
4552.310462092419,0.0,0.8659918843464777,0.0,0.0,0.0
4553.910782156431,0.0,0.8643680296857885,0.0,0.0,0.0
4555.511102220444,0.0,0.8627412499075344,0.0,0.0,0.0
4557.111422284457,0.0,0.8611115433572776,0.0,0.0,0.0
4558.71174234847,0.0,0.8594748410812102,0.0,0.0,0.0
4560.312062412482,0.0,0.857811166299926,0.0,0.0,0.0
4561.912382476496,0.0,0.8561445203219751,0.0,0.0,0.0
4563.512702540508,0.0,0.854474901472154,0.0,0.0,0.0
4565.113022604521,0.0,0.8528023080752577,0.0,0.0,0.0
4566.713342668534,0.0,0.8511267384560793,0.0,0.0,0.0
4568.313662732547,0.0,0.8494481909394159,0.0,0.0,0.0
4569.913982796559,0.0,0.8477666638500615,0.0,0.0,0.0
4571.514302860573,0.0,0.8460821555128105,0.0,0.0,0.0
4573.114622924585,0.0,0.8443946642524593,0.0,0.0,0.0
4574.714942988598,0.0,0.8427041883938021,0.0,0.0,0.0
4576.315263052611,0.0,0.8410107262616329,0.0,0.0,0.0
4577.915583116624,0.0,0.8393142761807483,0.0,0.0,0.0
4579.515903180636,0.0,0.8376148364759429,0.0,0.0,0.0
4581.116223244649,0.0,0.8359124054720112,0.0,0.0,0.0
4582.716543308662,0.0,0.8342069814937473,0.0,0.0,0.0
4584.316863372675,0.0,0.832498562865948,0.0,0.0,0.0
4585.917183436687,0.0,0.8307871479134076,0.0,0.0,0.0
4587.5175035007,0.0,0.8290727349609206,0.0,0.0,0.0
4589.117823564713,0.0,0.8273553223332816,0.0,0.0,0.0
4590.718143628726,0.0,0.8256349083552872,0.0,0.0,0.0
4592.318463692738,0.0,0.8239114913517311,0.0,0.0,0.0
4593.9187837567515,0.0,0.8221850696474076,0.0,0.0,0.0
4595.519103820764,0.0,0.8204556415671137,0.0,0.0,0.0
4597.119423884777,0.0,0.8187232054356431,0.0,0.0,0.0
4598.71974394879,0.0,0.8169877595777899,0.0,0.0,0.0
4600.3200640128025,0.0,0.8152493023183514,0.0,0.0,0.0
4601.920384076815,0.0,0.813507831982121,0.0,0.0,0.0
4603.5207041408285,0.0,0.8117633468938928,0.0,0.0,0.0
4605.121024204841,0.0,0.8100158453784639,0.0,0.0,0.0
4606.7213442688535,0.0,0.8082653257606284,0.0,0.0,0.0
4608.321664332867,0.0,0.80651178636518,0.0,0.0,0.0
4609.921984396879,0.0,0.8050197765750357,0.0,0.0,0.0
4611.522304460892,0.0,0.8035541800114788,0.0,0.0,0.0
4613.122624524905,0.0,0.8020859666098091,0.0,0.0,0.0
4614.722944588918,0.0,0.8006151349071151,0.0,0.0,0.0
4616.32326465293,0.0,0.7991416834404831,0.0,0.0,0.0
4617.923584716944,0.0,0.7976656107469988,0.0,0.0,0.0
4619.523904780956,0.0,0.796186915363751,0.0,0.0,0.0
4621.124224844969,0.0,0.794705595827826,0.0,0.0,0.0
4622.724544908982,0.0,0.7932216506763096,0.0,0.0,0.0
4624.324864972995,0.0,0.7917350784462905,0.0,0.0,0.0
4625.925185037007,0.0,0.790245877674855,0.0,0.0,0.0
4627.52550510102,0.0,0.7887540468990899,0.0,0.0,0.0
4629.125825165033,0.0,0.7872595846560813,0.0,0.0,0.0
4630.726145229046,0.0,0.7857624894829177,0.0,0.0,0.0
4632.326465293058,0.0,0.7842627599166855,0.0,0.0,0.0
4633.926785357071,0.0,0.7827603944944715,0.0,0.0,0.0
4635.527105421084,0.0,0.7812553917533617,0.0,0.0,0.0
4637.127425485097,0.0,0.7797477502304447,0.0,0.0,0.0
4638.727745549109,0.0,0.7782374684628072,0.0,0.0,0.0
4640.328065613123,0.0,0.7767245449875344,0.0,0.0,0.0
4641.928385677135,0.0,0.7752089783417155,0.0,0.0,0.0
4643.528705741148,0.0,0.7736907670624364,0.0,0.0,0.0
4645.129025805161,0.0,0.7721699096867833,0.0,0.0,0.0
4646.729345869174,0.0,0.7706464047518449,0.0,0.0,0.0
4648.329665933186,0.0,0.7691202507947071,0.0,0.0,0.0
4649.9299859972,0.0,0.767591446352456,0.0,0.0,0.0
4651.530306061212,0.0,0.7660599899621805,0.0,0.0,0.0
4653.130626125225,0.0,0.7645258801609665,0.0,0.0,0.0
4654.730946189238,0.0,0.7629891154859001,0.0,0.0,0.0
4656.331266253251,0.0,0.76144969447407,0.0,0.0,0.0
4657.931586317263,0.0,0.7599076156625622,0.0,0.0,0.0
4659.531906381277,0.0,0.7584175645124551,0.0,0.0,0.0
4661.132226445289,0.0,0.756953458513461,0.0,0.0,0.0
4662.732546509302,0.0,0.7554868046956185,0.0,0.0,0.0
4664.332866573315,0.0,0.7540176016548973,0.0,0.0,0.0
4665.933186637328,0.0,0.7525458479872695,0.0,0.0,0.0
4667.53350670134,0.0,0.7510715422887049,0.0,0.0,0.0
4669.133826765353,0.0,0.7495946831551735,0.0,0.0,0.0
4670.734146829366,0.0,0.7481152691826454,0.0,0.0,0.0
4672.334466893379,0.0,0.7466332989670924,0.0,0.0,0.0
4673.934786957391,0.0,0.7451487711044844,0.0,0.0,0.0
4675.535107021404,0.0,0.7436616841907915,0.0,0.0,0.0
4677.135427085417,0.0,0.7421720368219836,0.0,0.0,0.0
4678.73574714943,0.0,0.7406798275940326,0.0,0.0,0.0
4680.336067213442,0.0,0.7391850551029083,0.0,0.0,0.0
4681.936387277456,0.0,0.7376877179445802,0.0,0.0,0.0
4683.536707341468,0.0,0.7361878147150204,0.0,0.0,0.0
4685.137027405481,0.0,0.7346853440101986,0.0,0.0,0.0
4686.737347469494,0.0,0.7331803044260843,0.0,0.0,0.0
4688.337667533507,0.0,0.7316726945586496,0.0,0.0,0.0
4689.937987597519,0.0,0.7301625130038643,0.0,0.0,0.0
4691.538307661533,0.0,0.728649758357698,0.0,0.0,0.0
4693.138627725545,0.0,0.7271344292161225,0.0,0.0,0.0
4694.738947789558,0.0,0.7256165241751078,0.0,0.0,0.0
4696.339267853571,0.0,0.7240960418306231,0.0,0.0,0.0
4697.939587917584,0.0,0.722572980778641,0.0,0.0,0.0
4699.539907981596,0.0,0.7210473396151308,0.0,0.0,0.0
4701.14022804561,0.0,0.7195191169360622,0.0,0.0,0.0
4702.740548109622,0.0,0.7179883113374073,2.624470751720447e-06,0.0,0.0
4704.340868173635,0.0,0.7164549214151358,6.22005277023832e-05,0.0,0.0
4705.941188237648,0.0,0.7149189457652172,0.00012185766281798535,0.0,0.0
4707.5415083016605,0.0,0.7133803829836234,0.00018159591746280104,0.0,0.0
4709.141828365673,0.0,0.7118304539718397,0.00024141533300120593,0.0,0.0
4710.7421484296865,0.0,0.71026546760148,0.00030131595079757606,0.0,0.0
4712.342468493699,0.0,0.7086978610192147,0.00036129781221618494,0.0,0.0
4713.9427885577115,0.0,0.7071276328063066,0.00042136095862140883,0.0,0.0
4715.543108621724,0.0,0.7055547815440191,0.00048150543137758927,0.0,0.0
4717.1434286857375,0.0,0.7039793058136146,0.0005417312718491025,0.0,0.0
4718.74374874975,0.0,0.7024012041963587,0.000602038521400222,0.0,0.0
4720.3440688137625,0.0,0.7008204752735137,0.0006624272213953237,0.0,0.0
4721.944388877775,0.0,0.6992371176263431,0.0007228974131987493,0.0,0.0
4723.5447089417885,0.0,0.6976511298361098,0.0007834491381748756,0.0,0.0
4725.145029005801,0.0,0.6960625104840787,0.0008440824376879753,0.0,0.0
4726.7453490698135,0.0,0.6944712581515123,0.0009047973531024247,0.0,0.0
4728.345669133827,0.0,0.6928773714196736,0.0009655939257826002,0.0,0.0
4729.9459891978395,0.0,0.6912808488698278,0.0010264721970927745,0.0,0.0
4731.546309261852,0.0,0.6896816890832369,0.001087432208397324,0.0,0.0
4733.146629325865,0.0,0.688079890641164,0.0011484740010606256,0.0,0.0
4734.746949389878,0.0,0.6864754521248744,0.0012095976164469512,0.0,0.0
4736.3472694538905,0.0,0.6848683721156305,0.001270803095920678,0.0,0.0
4737.947589517904,0.0,0.6832586491946947,0.001332090480846182,0.0,0.0
4739.547909581916,0.0,0.6816462819433324,0.001393459812587736,0.0,0.0
4741.148229645929,0.0,0.6800312689428065,0.0014549111325097162,0.0,0.0
4742.748549709942,0.0,0.6784136087743794,0.0015164444819765,0.0,0.0
4744.348869773955,0.0,0.6767933000193161,0.0015780599023523592,0.0,0.0
4745.949189837967,0.0,0.6751703412588793,0.0016397574350016698,0.0,0.0
4747.549509901981,0.0,0.6735447310743318,0.0017015371212888099,0.0,0.0
4749.149829965993,0.0,0.6719164680469385,0.00176339900257805,0.0,0.0
4750.750150030006,0.0,0.6702855507579624,0.0018253431202337684,0.0,0.0
4752.350470094019,0.0,0.6686519777886655,0.001887369515620341,0.0,0.0
4753.950790158032,0.0,0.6670157477203137,0.002532328614622449,0.0,0.0
4755.551110222044,0.0,0.6653768591341693,0.003323661714463189,0.0,0.0
4757.151430286057,0.0,0.6637353106114956,0.004116058457439109,0.0,0.0
4758.75175035007,0.0,0.6620894239804296,0.004909519380070425,0.0,0.0
4760.352070414083,0.0,0.6604326692685326,0.005704045018876008,0.0,0.0
4761.952390478095,0.0,0.6587732370743226,0.006499635910376072,0.0,0.0
4763.552710542108,0.0,0.6571111259723631,0.00729629259109039,0.0,0.0
4765.153030606121,0.0,0.6554463345372162,0.008094015597539184,0.0,0.0
4766.753350670134,0.0,0.6537788613434475,0.008892805466241313,0.0,0.0
4768.353670734146,0.0,0.652108704965619,0.009692662733717,0.0,0.0
4769.95399079816,0.0,0.6504358639782934,0.010493587936486467,0.0,0.0
4771.554310862172,0.0,0.6487603369560356,0.011295581611068573,0.0,0.0
4773.154630926185,0.0,0.647082122473408,0.012098644293983545,0.0,0.0
4774.754950990198,0.0,0.6454012191049732,0.012902776521751601,0.0,0.0
4776.355271054211,0.0,0.6437176254252962,0.013707978830891603,0.0,0.0
4777.955591118223,0.0,0.6420313400089396,0.014514251757923773,0.0,0.0
4779.555911182237,0.0,0.6403423614304653,0.015321595839368339,0.0,0.0
4781.156231246249,0.0,0.6386506882644392,0.016130011611744148,0.0,0.0
4782.756551310262,0.0,0.6369563190854232,0.016939499611571436,0.0,0.0
4784.356871374275,0.0,0.6352592524679798,0.017750060375370427,0.0,0.0
4785.957191438288,0.0,0.6335594869866741,0.018561694439659965,0.0,0.0
4787.5575115023,0.0,0.6318570212160686,0.019374402340960276,0.0,0.0
4789.157831566314,0.0,0.6301518537307257,0.02018818461579161,0.0,0.0
4790.758151630326,0.0,0.6284439831052104,0.021003041800672785,0.0,0.0
4792.358471694339,0.0,0.6267334079140855,0.02181897443212405,0.0,0.0
4793.958791758352,0.0,0.625020126731913,0.02263598304666563,0.0,0.0
4795.559111822365,0.0,0.6233041381332581,0.02345406818081637,0.0,0.0
4797.159431886377,0.0,0.6215854406926834,0.0242732303710965,0.0,0.0
4798.759751950391,0.0,0.6198640329847511,0.025093470154026246,0.0,0.0
4800.360072014403,0.0,0.6181399135840265,0.025914788066124465,0.0,0.0
4801.960392078416,0.0,0.6164130810650721,0.026737184643911366,0.0,0.0
4803.560712142428,0.0,0.6146835340024507,0.027902945521131636,0.0,0.0
4805.161032206442,0.0,0.6129512709707253,0.029343113984023058,0.0,0.0
4806.761352270454,0.0,0.6112162905444608,0.030785182730454063,0.0,0.0
4808.361672334467,0.0,0.6094785912982197,0.0322291527064848,0.0,0.0
4809.961992398479,0.0,0.607660256785313,0.03367502485817458,0.0,0.0
4811.562312462493,0.0,0.6058328717329592,0.03512280013158357,0.0,0.0
4813.162632526505,0.0,0.6040026515397487,0.03657247947276942,0.0,0.0
4814.762952590518,0.0,0.6021695947243632,0.03802406382779229,0.0,0.0
4816.363272654531,0.0,0.6003336998054836,0.03947755414271231,0.0,0.0
4817.963592718544,0.0,0.5984949653017945,0.04093295136358717,0.0,0.0
4819.563912782556,0.0,0.5966533897319772,0.042390256436477,0.0,0.0
4821.16423284657,0.0,0.5948089716147132,0.04384947030744195,0.0,0.0
4822.764552910582,0.0,0.5929617094686866,0.045310593922539694,0.0,0.0
4824.364872974595,0.0,0.5911116018125792,0.046773628227830356,0.0,0.0
4825.965193038608,0.0,0.589258647165072,0.048238574169374125,0.0,0.0
4827.565513102621,0.0,0.5874028440448498,0.049705432693228635,0.0,0.0
4829.165833166633,0.0,0.5855441909705935,0.05117420474545403,0.0,0.0
4830.7661532306465,0.0,0.5836826864609846,0.0526448912721105,0.0,0.0
4832.366473294659,0.0,0.5818183290347075,0.05411749321925564,0.0,0.0
4833.966793358672,0.0,0.5799511172104439,0.055592011532949674,0.0,0.0
4835.567113422685,0.0,0.5780810495068747,0.0570684471592527,0.0,0.0
4837.1674334866975,0.0,0.5762081244426844,0.0585468010442224,0.0,0.0
4838.76775355071,0.0,0.5743323405365549,0.0600270741339189,0.0,0.0
4840.3680736147235,0.0,0.5724536963071666,0.06150926737440239,0.0,0.0
4841.968393678736,0.0,0.5705721902732046,0.06299338171173051,0.0,0.0
4843.5687137427485,0.0,0.5686878209533501,0.0644794180919634,0.0,0.0
4845.169033806761,0.0,0.5668005868662856,0.06596737746116041,0.0,0.0
4846.7693538707745,0.0,0.5649104865306922,0.06745726076538165,0.0,0.0
4848.369673934787,0.0,0.5630175184652543,0.06894906895068482,0.0,0.0
4849.9699939987995,0.0,0.5611216811886536,0.07044280296313003,0.0,0.0
4851.570314062812,0.0,0.5592229732195722,0.07193846374877665,0.0,0.0
4853.1706341268255,0.0,0.5573213930766913,0.07372651517018032,0.0,0.0
4854.770954190838,0.0,0.5554169392786958,0.07615532607147601,0.0,0.0
4856.3712742548505,0.0,0.5535096103442667,0.07858729192107333,0.0,0.0
4857.971594318864,0.0,0.5515994047920855,0.08102241427077946,0.0,0.0
4859.5719143828765,0.0,0.549733548699776,0.08346069467239747,0.0,0.0
4861.172234446889,0.0,0.5478868793320815,0.0859021346777346,0.0,0.0
4862.772554510902,0.0,0.5460374201343948,0.08834673583859803,0.0,0.0
4864.372874574915,0.0,0.5441851696704393,0.09079449970679085,0.0,0.0
4865.973194638927,0.0,0.5423301265039346,0.09324542783412024,0.0,0.0
4867.573514702941,0.0,0.5404722891986001,0.09569952177239346,0.0,0.0
