l,U,B,V,R,I
3121.624324864973,0.14775302100018847,0.0,0.0,0.0,0.0
3123.224644928986,0.15104417763605438,0.0,0.0,0.0,0.0
3124.8249649929985,0.1543418484779337,0.0,0.0,0.0,0.0
3126.4252850570115,0.15764603847162498,0.0,0.0,0.0,0.0
3128.025605121024,0.160956752562923,0.0,0.0,0.0,0.0
3129.625925185037,0.16427399569762619,0.0,0.0,0.0,0.0
3131.22624524905,0.16759777282153038,0.0,0.0,0.0,0.0
3132.8265653130625,0.17092808888043123,0.0,0.0,0.0,0.0
3134.4268853770755,0.1742649488201272,0.0,0.0,0.0,0.0
3136.0272054410884,0.17760835758641416,0.0,0.0,0.0,0.0
3137.627525505101,0.18095832012508764,0.0,0.0,0.0,0.0
3139.227845569114,0.18431484138194626,0.0,0.0,0.0,0.0
3140.8281656331264,0.18767792630278476,0.0,0.0,0.0,0.0
3142.4284856971394,0.19104757983340168,0.0,0.0,0.0,0.0
3144.0288057611524,0.1944238069195928,0.0,0.0,0.0,0.0
3145.629125825165,0.19780661250715365,0.0,0.0,0.0,0.0
3147.229445889178,0.20119600154188294,0.0,0.0,0.0,0.0
3148.829765953191,0.2045919789695763,0.0,0.0,0.0,0.0
3150.4300860172034,0.20799454973602932,0.0,0.0,0.0,0.0
3152.0304060812164,0.21140371878704073,0.0,0.0,0.0,0.0
3153.630726145229,0.21481949106840514,0.0,0.0,0.0,0.0
3155.231046209242,0.21824187152592125,0.0,0.0,0.0,0.0
3156.831366273255,0.22167086510538464,0.0,0.0,0.0,0.0
3158.4316863372674,0.22510647675259102,0.0,0.0,0.0,0.0
3160.0320064012803,0.22854871141333885,0.0,0.0,0.0,0.0
3161.632326465293,0.23199757403342305,0.0,0.0,0.0,0.0
3163.232646529306,0.2354530695586421,0.0,0.0,0.0,0.0
3164.832966593319,0.23891520293479163,0.0,0.0,0.0,0.0
3166.4332866573313,0.24238397910766746,0.0,0.0,0.0,0.0
3168.0336067213443,0.24585940302306802,0.0,0.0,0.0,0.0
3169.6339267853573,0.24957441515272266,0.0,0.0,0.0,0.0
3171.23424684937,0.25339836889614237,0.0,0.0,0.0,0.0
3172.834566913383,0.257229661689723,0.0,0.0,0.0,0.0
3174.4348869773953,0.26106829899109735,0.0,0.0,0.0,0.0
3176.0352070414083,0.26491428625790236,0.0,0.0,0.0,0.0
3177.6355271054213,0.26876762894777173,0.0,0.0,0.0,0.0
3179.235847169434,0.2726283325183392,0.0,0.0,0.0,0.0
3180.8361672334468,0.27649640242724177,0.0,0.0,0.0,0.0
3182.4364872974593,0.280371844132112,0.0,0.0,0.0,0.0
3184.0368073614723,0.284254663090587,0.0,0.0,0.0,0.0
3185.6371274254852,0.2881448647603005,0.0,0.0,0.0,0.0
3187.2374474894978,0.2920424545988861,0.0,0.0,0.0,0.0
3188.8377675535107,0.2959474380639809,0.0,0.0,0.0,0.0
3190.4380876175237,0.29985982061321864,0.0,0.0,0.0,0.0
3192.0384076815362,0.303779607704233,0.0,0.0,0.0,0.0
3193.638727745549,0.307706804794661,0.0,0.0,0.0,0.0
3195.2390478095617,0.3116414173421353,0.0,0.0,0.0,0.0
3196.8393678735747,0.3155834508042928,0.0,0.0,0.0,0.0
3198.4396879375877,0.3195329106387673,0.0,0.0,0.0,0.0
3200.0400080016,0.3234898023031925,0.0,0.0,0.0,0.0
3201.640328065613,0.32745413125520545,0.0,0.0,0.0,0.0
3203.2406481296257,0.3314259029524388,0.0,0.0,0.0,0.0
3204.8409681936387,0.3354051228525294,0.0,0.0,0.0,0.0
3206.4412882576516,0.3393917964131111,0.0,0.0,0.0,0.0
3208.041608321664,0.3433859290918177,0.0,0.0,0.0,0.0
3209.641928385677,0.347387526346286,0.0,0.0,0.0,0.0
3211.24224844969,0.35139659363414993,0.0,0.0,0.0,0.0
3212.8425685137026,0.3554131364130429,0.0,0.0,0.0,0.0
3214.4428885777156,0.3594371601406023,0.0,0.0,0.0,0.0
3216.043208641728,0.36346867027446056,0.0,0.0,0.0,0.0
3217.643528705741,0.3675076722722548,0.0,0.0,0.0,0.0
3219.243848769754,0.3715161762414039,0.0,0.0,0.0,0.0
3220.8441688337666,0.3754860550493864,0.0,0.0,0.0,0.0
3222.4444888977796,0.3794632749178231,0.0,0.0,0.0,0.0
3224.0448089617926,0.38344784117979686,0.0,0.0,0.0,0.0
3225.645129025805,0.3874397591683904,0.0,0.0,0.0,0.0
3227.245449089818,0.3914390342166902,0.0,0.0,0.0,0.0
3228.8457691538306,0.3954456716577778,0.0,0.0,0.0,0.0
3230.4460892178436,0.39945967682473943,0.0,0.0,0.0,0.0
3232.0464092818565,0.40348105505065784,0.0,0.0,0.0,0.0
3233.646729345869,0.4075098116686162,0.0,0.0,0.0,0.0
3235.247049409882,0.41154595201170047,0.0,0.0,0.0,0.0
3236.847369473895,0.41558948141299357,0.0,0.0,0.0,0.0
3238.4476895379075,0.4196404052055784,0.0,0.0,0.0,0.0
3240.0480096019205,0.4236987287225411,0.0,0.0,0.0,0.0
3241.648329665933,0.42776445729696344,0.0,0.0,0.0,0.0
3243.248649729946,0.4318375962619317,0.0,0.0,0.0,0.0
3244.848969793959,0.43591815095052866,0.0,0.0,0.0,0.0
3246.4492898579715,0.44000612669583716,0.0,0.0,0.0,0.0
3248.0496099219845,0.4441015288309434,0.0,0.0,0.0,0.0
3249.649929985997,0.4482043626889293,0.0,0.0,0.0,0.0
3251.25025005001,0.45231463360288093,0.0,0.0,0.0,0.0
3252.850570114023,0.45643234690588114,0.0,0.0,0.0,0.0
3254.4508901780355,0.46055750793101274,0.0,0.0,0.0,0.0
3256.0512102420485,0.46469012201136206,0.0,0.0,0.0,0.0
3257.6515303060614,0.46883019448001195,0.0,0.0,0.0,0.0
3259.251850370074,0.4729777306700451,0.0,0.0,0.0,0.0
3260.852170434087,0.477132735914548,0.0,0.0,0.0,0.0
3262.4524904980995,0.4812952155466021,0.0,0.0,0.0,0.0
3264.0528105621124,0.4854651748992939,0.0,0.0,0.0,0.0
3265.6531306261254,0.48964261930570613,0.0,0.0,0.0,0.0
3267.253450690138,0.49382755409892154,0.0,0.0,0.0,0.0
3268.853770754151,0.4978567635828163,0.0,0.0,0.0,0.0
3270.4540908181634,0.501273178148094,0.0,0.0,0.0,0.0
3272.0544108821764,0.504695565376209,0.0,0.0,0.0,0.0
3273.6547309461894,0.5081239294748403,0.0,0.0,0.0,0.0
3275.255051010202,0.5115582746516661,0.0,0.0,0.0,0.0
3276.855371074215,0.514998605114368,0.0,0.0,0.0,0.0
3278.455691138228,0.5184449250706242,0.0,0.0,0.0,0.0
3280.0560112022404,0.5218972387281133,0.0,0.0,0.0,0.0
3281.6563312662533,0.5253555502945171,0.0,0.0,0.0,0.0
3283.256651330266,0.5288198639775125,0.0,0.0,0.0,0.0
3284.856971394279,0.5322901839847817,0.0,0.0,0.0,0.0
3286.457291458292,0.5357665145240024,0.0,0.0,0.0,0.0
3288.0576115223043,0.5392488598028536,0.0,0.0,0.0,0.0
3289.6579315863173,0.5427372240290168,0.0,0.0,0.0,0.0
3291.25825165033,0.5462316114101691,0.0,0.0,0.0,0.0
3292.858571714343,0.5497320261539921,0.0,0.0,0.0,0.0
3294.458891778356,0.5532384724681645,0.0,0.0,0.0,0.0
3296.0592118423683,0.5567509545603648,0.0,0.0,0.0,0.0
3297.6595319063813,0.5602694766382742,0.0,0.0,0.0,0.0
3299.2598519703943,0.5637940429095711,0.0,0.0,0.0,0.0
3300.860172034407,0.5673246575819345,0.0,0.0,0.0,0.0
3302.4604920984198,0.5708613248630453,0.0,0.0,0.0,0.0
3304.0608121624327,0.5744040489605824,0.0,0.0,0.0,0.0
3305.6611322264453,0.5779528340822239,0.0,0.0,0.0,0.0
3307.2614522904582,0.5815076844356516,0.0,0.0,0.0,0.0
3308.8617723544708,0.5850686042285431,0.0,0.0,0.0,0.0
3310.4620924184837,0.5886355976685795,0.0,0.0,0.0,0.0
3312.0624124824963,0.5922086689634383,0.0,0.0,0.0,0.0
3313.6627325465092,0.5957878223208012,0.0,0.0,0.0,0.0
3315.263052610522,0.5993730619483466,0.0,0.0,0.0,0.0
3316.8633726745347,0.602964392053753,0.0,0.0,0.0,0.0
3318.4636927385477,0.6065618168447017,0.0,0.0,0.0,0.0
3320.0640128025607,0.6096953359729776,0.0,0.0,0.0,0.0
3321.664332866573,0.6128168950716651,0.0,0.0,0.0,0.0
3323.264652930586,0.6159436213374913,0.0,0.0,0.0,0.0
3324.864972994599,0.6190755182990406,0.0,0.0,0.0,0.0
3326.4652930586117,0.6222125894848973,0.0,0.0,0.0,0.0
3328.0656131226247,0.6253548384236486,0.0,0.0,0.0,0.0
3329.665933186637,0.6285022686438777,0.0,0.0,0.0,0.0
3331.26625325065,0.631654883674172,0.0,0.0,0.0,0.0
3332.866573314663,0.634812687043115,0.0,0.0,0.0,0.0
3334.4668933786756,0.6379756822792922,0.0,0.0,0.0,0.0
3336.0672134426886,0.6411438729112895,0.0,0.0,0.0,0.0
3337.667533506701,0.6443172624676909,0.0,0.0,0.0,0.0
3339.267853570714,0.6474958544770835,0.0,0.0,0.0,0.0
3340.868173634727,0.6506796524680513,0.0,0.0,0.0,0.0
3342.4684936987396,0.6538686599691788,0.0,0.0,0.0,0.0
3344.0688137627526,0.6570628805090528,0.0,0.0,0.0,0.0
3345.6691338267656,0.6602623176162582,0.0,0.0,0.0,0.0
3347.269453890778,0.6634669748193786,0.0,0.0,0.0,0.0
3348.869773954791,0.6666768556470016,0.0,0.0,0.0,0.0
3350.4700940188036,0.6698919636277102,0.0,0.0,0.0,0.0
3352.0704140828166,0.6731123022900916,0.0,0.0,0.0,0.0
3353.6707341468295,0.6763378751627303,0.0,0.0,0.0,0.0
3355.271054210842,0.6795686857742103,0.0,0.0,0.0,0.0
3356.871374274855,0.6828047376531188,0.0,0.0,0.0,0.0
3358.4716943388676,0.6860460343280391,0.0,0.0,0.0,0.0
3360.0720144028805,0.6892925793275585,0.0,0.0,0.0,0.0
3361.6723344668935,0.6925443761802609,0.0,0.0,0.0,0.0
3363.272654530906,0.695801428414731,0.0,0.0,0.0,0.0
3364.872974594919,0.6990637395595557,0.0,0.0,0.0,0.0
3366.473294658932,0.7023313131433192,0.0,0.0,0.0,0.0
3368.0736147229445,0.7056041526946062,0.0,0.0,0.0,0.0
3369.6739347869575,0.7082028983004299,0.0,0.0,0.0,0.0
3371.27425485097,0.7105425731039402,0.0,0.0,0.0,0.0
3372.874574914983,0.7128857330701206,0.0,0.0,0.0,0.0
3374.474894978996,0.7152323804525361,0.0,0.0,0.0,0.0
3376.0752150430085,0.7175825175047511,0.0,0.0,0.0,0.0
3377.6755351070215,0.7199361464803323,0.0,0.0,0.0,0.0
3379.275855171034,0.7222932696328439,0.0,0.0,0.0,0.0
3380.876175235047,0.7246538892158525,0.0,0.0,0.0,0.0
3382.47649529906,0.7270180074829227,0.0,0.0,0.0,0.0
3384.0768153630725,0.7293856266876191,0.0,0.0,0.0,0.0
3385.6771354270854,0.7317567490835086,0.0,0.0,0.0,0.0
3387.2774554910984,0.7341313769241562,0.0,0.0,0.0,0.0
3388.877775555111,0.7365095124631259,0.0,0.0,0.0,0.0
3390.478095619124,0.7388911579539849,0.0,0.0,0.0,0.0
3392.078415683137,0.7412763156502976,0.0,0.0,0.0,0.0
3393.6787357471494,0.743664987805629,0.0,0.0,0.0,0.0
3395.2790558111624,0.7460571766735454,0.0,0.0,0.0,0.0
3396.879375875175,0.7484528845076112,0.0,0.0,0.0,0.0
3398.479695939188,0.7508521135613928,0.0,0.0,0.0,0.0
3400.0800160032004,0.7532548660884544,0.0,0.0,0.0,0.0
3401.6803360672134,0.7556611443423626,0.0,0.0,0.0,0.0
3403.2806561312264,0.7580709505766823,0.0,0.0,0.0,0.0
3404.880976195239,0.760484287044978,0.0,0.0,0.0,0.0
3406.481296259252,0.7629011560008163,0.0,0.0,0.0,0.0
3408.081616323265,0.7653215596977618,0.0,0.0,0.0,0.0
3409.6819363872773,0.7677455003893799,0.0,0.0,0.0,0.0
3411.2822564512903,0.7701729803292366,0.0,0.0,0.0,0.0
3412.8825765153033,0.7726040017708967,0.0,0.0,0.0,0.0
3414.482896579316,0.7750385669679251,0.0,0.0,0.0,0.0
3416.083216643329,0.7774766781738883,0.0,0.0,0.0,0.0
3417.6835367073413,0.7799183376423503,0.0,0.0,0.0,0.0
3419.2838567713543,0.7822701849582577,0.0,0.0,0.0,0.0
3420.8841768353673,0.7845230774688293,0.0,0.0,0.0,0.0
3422.48449689938,0.7867791585201993,0.0,0.0,0.0,0.0
3424.0848169633928,0.7890384301088573,0.0,0.0,0.0,0.0
3425.6851370274053,0.7913008942312908,0.0,0.0,0.0,0.0
3427.2854570914183,0.7935665528839898,0.0,0.0,0.0,0.0
3428.8857771554312,0.795835408063442,0.0,0.0,0.0,0.0
3430.4860972194438,0.7981074617661355,0.0,0.0,0.0,0.0
3432.0864172834567,0.8003827159885599,0.0,0.0,0.0,0.0
3433.6867373474697,0.8026611727272037,0.0,0.0,0.0,0.0
3435.2870574114822,0.8049428339785544,0.0,0.0,0.0,0.0
3436.887377475495,0.807227701739102,0.0,0.0,0.0,0.0
3438.4876975395077,0.809515778005334,0.0,0.0,0.0,0.0
3440.0880176035207,0.8118070647737399,0.0,0.0,0.0,0.0
3441.6883376675337,0.8141015640408081,0.0,0.0,0.0,0.0
3443.288657731546,0.8163992778030265,0.0,0.0,0.0,0.0
3444.888977795559,0.8187002080568846,0.0,0.0,0.0,0.0
3446.4892978595717,0.82100435679887,0.0,0.0,0.0,0.0
3448.0896179235847,0.8233117260254725,0.0,0.0,0.0,0.0
3449.6899379875977,0.8256223177331803,0.0,0.0,0.0,0.0
3451.29025805161,0.827936133918481,0.0,0.0,0.0,0.0
3452.890578115623,0.8302531765778646,0.0,0.0,0.0,0.0
3454.490898179636,0.8325734477078193,0.0,0.0,0.0,0.0
3456.0912182436487,0.8348969493048328,0.0,0.0,0.0,0.0
3457.6915383076616,0.8372236833653951,0.0,0.0,0.0,0.0
3459.291858371674,0.8395536518859933,0.0,0.0,0.0,0.0
3460.892178435687,0.8418868568631177,0.0,0.0,0.0,0.0
3462.4924984997,0.8442233002932561,0.0,0.0,0.0,0.0
3464.0928185637126,0.846562984172896,0.0,0.0,0.0,0.0
3465.6931386277256,0.8489059104985278,0.0,0.0,0.0,0.0
3467.293458691738,0.8512520812666388,0.0,0.0,0.0,0.0
3468.893778755751,0.8534105460031919,0.0,0.0,0.0,0.0
3470.494098819764,0.8549447248972544,0.0,0.0,0.0,0.0
3472.0944188837766,0.8564806444310955,0.0,0.0,0.0,0.0
3473.6947389477896,0.858018305557205,0.0,0.0,0.0,0.0
3475.2950590118026,0.8595577092280715,0.0,0.0,0.0,0.0
3476.895379075815,0.8610988563961829,0.0,0.0,0.0,0.0
3478.495699139828,0.8626417480140287,0.0,0.0,0.0,0.0
3480.096019203841,0.8641863850340975,0.0,0.0,0.0,0.0
3481.6963392678535,0.8657327684088769,0.0,0.0,0.0,0.0
3483.2966593318665,0.8672808990908573,0.0,0.0,0.0,0.0
3484.896979395879,0.8688307780325257,0.0,0.0,0.0,0.0
3486.497299459892,0.870382406186372,0.0,0.0,0.0,0.0
3488.0976195239045,0.8719357845048842,0.0,0.0,0.0,0.0
3489.6979395879175,0.8734909139405516,0.0,0.0,0.0,0.0
3491.2982596519305,0.8750477954458626,0.0,0.0,0.0,0.0
3492.898579715943,0.8766064299733053,0.0,0.0,0.0,0.0
3494.498899779956,0.8781668184753693,0.0,0.0,0.0,0.0
3496.099219843969,0.8797289619045428,0.0,0.0,0.0,0.0
3497.6995399079815,0.881292861213314,0.0,0.0,0.0,0.0
3499.2998599719945,0.8828585173541728,0.0,0.0,0.0,0.0
3500.9001800360074,0.8844259312796072,0.0,0.0,0.0,0.0
3502.50050010002,0.8859951039421053,0.0,0.0,0.0,0.0
3504.100820164033,0.8875660362941566,0.0,0.0,0.0,0.0
3505.7011402280455,0.8891387292882493,0.0,0.0,0.0,0.0
3507.3014602920584,0.8907131838768729,0.0,0.0,0.0,0.0
3508.9017803560714,0.8922894010125155,0.0,0.0,0.0,0.0
3510.502100420084,0.893867381647665,0.0,0.0,0.0,0.0
3512.102420484097,0.8954471267348116,0.0,0.0,0.0,0.0
3513.7027405481094,0.8970286372264427,0.0,0.0,0.0,0.0
3515.3030606121224,0.8986119140750481,0.0,0.0,0.0,0.0
3516.9033806761354,0.9001969582331159,0.0,0.0,0.0,0.0
3518.503700740148,0.9017837706531342,0.0,0.0,0.0,0.0
3520.104020804161,0.9033512316188277,0.0,0.0,0.0,0.0
3521.704340868174,0.9049202068098152,0.0,0.0,0.0,0.0
3523.3046609321864,0.9064909142820571,0.0,0.0,0.0,0.0
3524.9049809961994,0.9080633549615814,0.0,0.0,0.0,0.0
3526.5053010602123,0.9096375297744155,0.0,0.0,0.0,0.0
3528.105621124225,0.9112134396465865,0.0,0.0,0.0,0.0
3529.7059411882374,0.9127910855041224,0.0,0.0,0.0,0.0
3531.3062612522504,0.9143704682730515,0.0,0.0,0.0,0.0
3532.9065813162633,0.9159515888794004,0.0,0.0,0.0,0.0
3534.506901380276,0.9175344482491968,0.0,0.0,0.0,0.0
3536.107221444289,0.9191190473084689,0.0,0.0,0.0,0.0
3537.707541508302,0.920705386983244,0.0,0.0,0.0,0.0
3539.3078615723143,0.9222934681995492,0.0,0.0,0.0,0.0
3540.9081816363273,0.9238832918834129,0.0,0.0,0.0,0.0
3542.5085017003403,0.9254748589608625,0.0,0.0,0.0,0.0
3544.108821764353,0.927068170357925,0.0,0.0,0.0,0.0
3545.709141828366,0.9286632270006286,0.0,0.0,0.0,0.0
3547.3094618923787,0.930260029815001,0.0,0.0,0.0,0.0
3548.9097819563913,0.931858579727069,0.0,0.0,0.0,0.0
3550.5101020204042,0.933458877662861,0.0,0.0,0.0,0.0
3552.1104220844168,0.9350609245484041,0.0,0.0,0.0,0.0
3553.7107421484297,0.9366647213097264,0.0,0.0,0.0,0.0
3555.3110622124423,0.9382702688728548,0.0,0.0,0.0,0.0
3556.9113822764552,0.939877568163818,0.0,0.0,0.0,0.0
3558.511702340468,0.9414866201086427,0.0,0.0,0.0,0.0
3560.1120224044807,0.9430974256333565,0.0,0.0,0.0,0.0
3561.7123424684937,0.9447099856639873,0.0,0.0,0.0,0.0
3563.3126625325067,0.9463243011265631,0.0,0.0,0.0,0.0
3564.912982596519,0.9479403729471102,0.0,0.0,0.0,0.0
3566.513302660532,0.9495582020516576,0.0,0.0,0.0,0.0
3568.113622724545,0.9511777893662323,0.0,0.0,0.0,0.0
3569.7139427885577,0.9521890506016248,0.0,0.0,0.0,0.0
3571.3142628525707,0.9529931392788841,0.0,0.0,0.0,0.0
3572.914582916583,0.9537975213304779,0.0,0.0,0.0,0.0
3574.514902980596,0.9546021966963548,0.0,0.0,0.0,0.0
3576.1152230446087,0.955407165316462,0.0,0.0,0.0,0.0
3577.7155431086217,0.9562124271307484,0.0,0.0,0.0,0.0
3579.3158631726346,0.9570179820791619,0.0,0.0,0.0,0.0
3580.916183236647,0.9578238301016498,0.0,0.0,0.0,0.0
3582.51650330066,0.958629971138161,0.0,0.0,0.0,0.0
3584.116823364673,0.9594364051286433,0.0,0.0,0.0,0.0
3585.7171434286856,0.9602431320130443,0.0,0.0,0.0,0.0
3587.3174634926986,0.9610501517313129,0.0,0.0,0.0,0.0
3588.9177835567116,0.9618574642233964,0.0,0.0,0.0,0.0
3590.518103620724,0.9626650694292429,0.0,0.0,0.0,0.0
3592.118423684737,0.9634729672888009,0.0,0.0,0.0,0.0
3593.7187437487496,0.9642811577420181,0.0,0.0,0.0,0.0
3595.3190638127626,0.9650896407288425,0.0,0.0,0.0,0.0
3596.919383876775,0.9658984161892225,0.0,0.0,0.0,0.0
3598.519703940788,0.966707484063106,0.0,0.0,0.0,0.0
3600.120024004801,0.9675168442904407,0.0,0.0,0.0,0.0
3601.7203440688136,0.9683264968111751,0.0,0.0,0.0,0.0
3603.3206641328266,0.9691364415652572,0.0,0.0,0.0,0.0
3604.9209841968395,0.9699466784926348,0.0,0.0,0.0,0.0
3606.521304260852,0.9707572075332559,0.0,0.0,0.0,0.0
3608.121624324865,0.9715680286270689,0.0,0.0,0.0,0.0
3609.721944388878,0.9723791417140217,0.00011936332271845918,0.0,0.0,0.0
3611.3222644528905,0.9731905467340621,0.00027466200695040754,0.0,0.0,0.0
3612.9225845169035,0.9740022436271384,0.000430235887427133,0.0,0.0,0.0
3614.5229045809165,0.9748142323331987,0.0005860851470024367,0.0,0.0,0.0
3616.123224644929,0.9756265127921907,0.0007422099685301192,0.0,0.0,0.0
3617.7235447089415,0.9764390849440626,0.000898610534864071,0.0,0.0,0.0
3619.3238647729545,0.9771746136849734,0.001055287028858181,0.0,0.0,0.0
3620.9241848369675,0.9778336071953982,0.0012122396333662509,0.0,0.0,0.0
3622.52450490098,0.9784926197127634,0.0013694685312420807,0.0,0.0,0.0
3624.124824964993,0.9791516509964204,0.0015269739053396054,0.0,0.0,0.0
3625.725145029006,0.97981070080572,0.0016847559385126257,0.0,0.0,0.0
3627.3254650930185,0.9804697689000131,0.0018428148136149414,0.0,0.0,0.0
3628.9257851570314,0.9811288550386518,0.0020011507135004893,0.0,0.0,0.0
3630.5261052210444,0.9817879589809864,0.002159763821023067,0.0,0.0,0.0
3632.126425285057,0.9824470804863685,0.0023186543190364776,0.0,0.0,0.0
3633.72674534907,0.9831062193141491,0.002477822390394655,0.0,0.0,0.0
3635.327065413083,0.9837653752236792,0.0026372682179514,0.0,0.0,0.0
3636.9273854770954,0.9844245479743107,0.002796991984560512,0.0,0.0,0.0
3638.5277055411084,0.985083737325394,0.002956993873075928,0.0,0.0,0.0
3640.128025605121,0.9857429430362802,0.003117274066351401,0.0,0.0,0.0
3641.728345669134,0.986402164866321,0.0032778327472408686,0.0,0.0,0.0
3643.3286657331464,0.9870614025748672,0.0034386700985980854,0.0,0.0,0.0
3644.9289857971594,0.9877206559212702,0.0035997863032769858,0.0,0.0,0.0
3646.5293058611724,0.9883799246648812,0.0037611815441313716,0.0,0.0,0.0
3648.129625925185,0.989039208565051,0.003922856004015042,0.0,0.0,0.0
3649.729945989198,0.9896985073811313,0.004084809865781933,0.0,0.0,0.0
3651.330266053211,0.9903578208724725,0.004247043312285845,0.0,0.0,0.0
3652.9305861172234,0.9910171487984265,0.0044095565263805765,0.0,0.0,0.0
3654.5309061812363,0.9916764909183443,0.004572349690920066,0.0,0.0,0.0
3656.1312262452493,0.9923358469915766,0.004735422988758111,0.0,0.0,0.0
3657.731546309262,0.9929952167774752,0.004898776602748513,0.0,0.0,0.0
3659.331866373275,0.9936546000353909,0.0053262025570529475,0.0,0.0,0.0
3660.9321864372873,0.9943139965246747,0.0059922338263740035,0.0,0.0,0.0
3662.5325065013003,0.9949734060046782,0.006659423819499881,0.0,0.0,0.0
3664.132826565313,0.9956328282347524,0.007327773294705971,0.0,0.0,0.0
3665.733146629326,0.9962922629742482,0.007997283010268414,0.0,0.0,0.0
