mjd,T,R,fun,success,logL,sigma_logL
55927.5,12707.464067594101,24335693675990.19,0.07654960566127686,False,37.04154405395688,0.1552355270823603
55930.5625,12940.691575539091,25395614205890.164,0.07731052178435066,False,37.110168420228305,0.16209554243148003
55933.625,13111.298418434708,26332772860560.688,0.07761492530181056,False,37.16439702739338,0.16690559518186596
55936.6875,13167.233371164222,27246049755985.184,0.07737892374824445,False,37.201406254817186,0.16812677865237005
55939.75,13154.820818801372,28006656163587.414,0.07656010320252209,False,37.22368329947867,0.16690904351899882
55942.8125,12960.924055669135,28909980521132.805,0.07509872293764229,False,37.22546049406779,0.1602827476034592
55945.875,12671.6021615144,29771959121155.594,0.0730357607237144,False,37.21176197771641,0.1507200512790481
55948.9375,12249.52617021903,30759511463577.008,0.07032637228816564,False,37.181257058962586,0.13750896277178637
55952.0,11811.659177027763,31582703083252.918,0.0670181068395735,False,37.140963255258114,0.1238831194988212
55955.0625,11289.452753853184,32542909899138.082,0.06327415592978239,False,37.08842536156948,0.1085969302448781
55958.125,10717.064188901426,33640206374276.76,0.05914034542404284,False,37.02684166282262,0.09283544067735683
55961.1875,10195.560086767988,34515582628472.71,0.054759149142413074,False,36.96249580378474,0.07901680341688294
55964.25,9675.860059983646,35433723788262.38,0.0502407612787571,False,36.89441293781525,0.0662296924412161
55967.3125,9174.026483367494,36381606657545.305,0.04569017527782651,False,36.824824738744205,0.054905361867679074
55970.375,8705.183612893195,37312322819023.305,0.04126568484033265,True,36.75563734819407,0.0453692765595683
55973.4375,8283.370290964029,38154324122584.26,0.037028716962375176,False,36.688736866013244,0.03771491179774376
55976.5,7995.376883741175,38118797283394.32,0.033538891660037436,False,36.62645517209022,0.032883005790548356
55979.5625,7528.581479345337,39999049362140.41,0.027819417402872852,False,36.563772991950316,0.026332602048408697
55982.625,7232.361649949926,40595479479394.62,0.024682694807383804,True,36.50689692159615,0.023293776728476365
55985.6875,6976.067027861595,41061147517347.6,0.022167417045005522,True,36.45412577593041,0.021316426420166915
55988.75,6756.247573672952,41388973727221.92,0.020059995885007304,True,36.40541256946141,0.02003549295690563
55991.8125,6569.332079141706,41581872334962.78,0.018340541935279408,True,36.36071397771323,0.019230672597317314
55994.875,6416.383471874655,41582943325864.45,0.01697836493307752,True,36.319812730853016,0.018735918423264046
55997.9375,6291.3667623627,41436341793027.97,0.015937814021970996,True,36.28256386036636,0.01844698106325418
56001.0,6192.992093232119,41128061478024.664,0.0151809613115008,True,36.24869961464118,0.01829421610968591
56004.0625,6118.817776061469,40666024978276.13,0.014671266521351827,True,36.21795455739141,0.018235151837388348
56007.125,6066.433653104465,40063560017544.24,0.014375345368767537,True,36.190053916735295,0.01824293238497034
56010.1875,6033.43738370685,39338645134983.67,0.014263750727377426,True,36.16471906854124,0.018299979165434202
56013.25,6017.422027883906,38512619144944.266,0.014310812265746318,True,36.141669028252664,0.018394321584146767
56016.3125,6015.966259258231,37608723143171.21,0.014493825898750234,True,36.12061977757768,0.018517499525059565
56019.375,6026.632454750506,36650646197372.62,0.014791938972824898,True,36.10128312895393,0.018663291091353305
56022.4375,6046.976654879906,35661224318293.39,0.015185066308266345,True,36.08336669878243,0.01882687482969222
56025.5,6074.578961995757,34661325125547.38,0.01565310505213258,True,36.0665760834456,0.019004223288881794
56028.5625,6107.084849824463,33669119567008.773,0.016175611053197595,True,36.05062036819839,0.019191688070571346
56031.625,6142.265679152195,32699623965830.867,0.016731979498518477,True,36.035220939732504,0.019385698494173858
56034.6875,6178.086654490462,31764589007578.387,0.01730206140042001,True,36.02012349530135,0.019582595995794563
56037.75,6212.779615944372,30872637178430.508,0.01786706443058752,True,36.005112283646426,0.019778599487081105
56040.8125,6244.903911899765,30029681461906.14,0.018410543254153203,True,35.99002552507577,0.019969938619846733
56043.875,6273.410487267301,29239311007571.81,0.018919283646078623,True,35.97477012429651,0.02015305239830931
56046.9375,6297.661306531247,28503517822789.38,0.0193839204806967,True,35.9593351586657,0.020324925388082584
56050.0,6317.439525778255,27823285429898.688,0.01979919013292354,True,35.943802227701774,0.020483332033483573
56053.0625,6332.924059544126,27199264282278.09,0.020163787808864356,True,35.92835246727873,0.02062698562651386
56056.125,6344.644525173525,26632365533455.44,0.020479865269950125,True,35.91326969696806,0.020755501085500595
56059.1875,6353.410592484063,26124357812110.363,0.02075225320584395,True,35.898939970308,0.020869213042303852
56062.25,6360.236610347189,25678329728545.68,0.020987519211151256,True,35.88584766427919,0.02096886780656053
56065.3125,6367.495843065769,25288303871523.434,0.021193138103850782,True,35.87453511581407,0.021052134642279386
56068.375,6372.643054280496,24993734455295.04,0.021375744708830934,True,35.86576170866297,0.021129191764748794
56071.4375,6380.55486086359,24771400704910.56,0.021541937285321194,True,35.860155950133084,0.021190797922193073
56074.5,6391.060566409474,24644116448611.656,0.021696022828299442,True,35.858539269994466,0.02124000380861727
