mjd,T,R,fun,success,logL,sigma_logL
57525.5,17433.725328332323,19123012632854.145,0.02885555264838453,False,37.38149445353626,0.07258468751201909
57528.681818181816,17550.673882696377,20575790175077.992,0.028534431070660005,True,37.456709263248925,0.07309880320484485
57531.86363636364,17535.608637050893,22083278924224.594,0.02819968522783346,True,37.51663152515505,0.07255095072981056
57535.045454545456,17372.430575942504,23649039850765.59,0.027824590511124507,False,37.55989039791558,0.0708013140843689
57538.22727272727,17052.878684480234,25283059101414.375,0.02739400870499968,True,37.585671082013256,0.0678035466578156
57541.40909090909,16602.814536081576,26953742970528.195,0.02688226869678366,False,37.59478606405639,0.06377813557816583
57544.59090909091,15988.696814572242,28758673830154.023,0.02629693440758186,True,37.585611012056226,0.058557863788849356
57547.77272727273,15290.902979525079,30598886820115.816,0.025644015466986147,True,37.561964817820915,0.052830270207059014
57550.954545454544,14525.940878742385,32496593416158.848,0.024947198347241344,True,37.52507379480363,0.04681042423501507
57554.13636363636,13727.993055745808,34437045467810.773,0.024240463921420655,True,37.47730100371942,0.04082771379096365
57557.31818181818,12928.003421391979,36400032241069.195,0.02357093134330837,False,37.42115040253477,0.03516268416804404
57560.5,12151.629840152873,38361808528527.66,0.02299687588843944,False,37.359157305885965,0.03002870179374188
57563.681818181816,11412.791553163497,40317833517531.586,0.022557854179772963,True,37.29338294783229,0.02551359434971917
57566.86363636364,10728.799435599203,42223179185599.38,0.022279425013660415,True,37.226127399684906,0.021706542312313535
57570.045454545456,10104.591991547615,44065567764233.93,0.022219594497929103,True,37.15909490092586,0.018628178116892487
57573.22727272727,9538.092568152164,45861823511127.55,0.02237345160094777,False,37.09356980180905,0.016266135038422655
57576.40909090909,9039.004316219616,47533440734902.34,0.022799707894539924,False,37.0313019116841,0.014595936625882372
57579.59090909091,8601.18439484891,49096110786814.1,0.023452295513515686,False,36.97314824619559,0.013559937892978725
57582.77272727273,8220.27986996408,50557662279537.98,0.024314017280318234,False,36.91994141709492,0.013079071062356045
57585.954545454544,7916.788262887811,51594848682924.664,0.02538431856535598,False,36.872229837598006,0.013060447000775566
57589.13636363636,7597.30237521361,53520806204210.27,0.02660179600850727,False,36.832503973191656,0.013349376441984117
57592.31818181818,7369.6601374602515,54715941395948.695,0.027459458084453388,True,36.79883862468176,0.013744591444910583
57595.5,7185.336085216722,55874119546521.05,0.028435857735379655,True,36.77303076388879,0.01425168063080583
