mjd,T,R,fun,success,logL,sigma_logL
55016.5,15589.23943418225,21053878005454.902,0.1707373424468092,False,37.270784946295244,0.24262270227170982
55019.54838709677,11437.42893795657,34409184679843.89,0.09025685569951766,False,37.15948343188056,0.07286946732117985
55022.596774193546,11461.110636709005,35323071066974.52,0.08999914547576612,False,37.18584476216318,0.07326731235088477
55025.645161290326,11464.7765957331,36312685411713.945,0.08975740077746754,False,37.21040015259654,0.0732466160206689
55028.6935483871,11469.867501796827,37259191095930.29,0.08953069829604576,False,37.23352148061895,0.07326199651941524
55031.74193548387,11457.9852918405,38254373121245.89,0.08932407775623338,False,37.25461625318446,0.07292590705179759
55034.79032258064,11461.196297536473,39108560871315.85,0.08913231593270403,False,37.27428450558295,0.07291543082500442
55037.83870967742,11464.813798781537,39893419606211.4,0.0889588777133057,False,37.292091585232164,0.07292085630497885
55040.8870967742,11468.121993874018,40604693613038.84,0.08880469601333782,False,37.30794272476018,0.07292748353744025
55043.93548387097,11487.687478084612,41132344699721.445,0.08866563004109938,False,37.32211841412484,0.07328388336479275
55046.98387096774,11487.763696899132,41692516791480.47,0.08855125518186824,False,37.33387923134562,0.07323821395845757
55050.03225806452,11490.161065310776,42147235810445.55,0.08845644176416187,False,37.34366369268147,0.0732496928321089
55053.08064516129,11501.353722084901,42451878108144.125,0.08838049029676806,False,37.35161069078465,0.07345508504948607
55056.12903225807,11482.778869443253,42847098655448.11,0.08832936979182825,False,37.35685187715443,0.07304111975989301
55059.17741935484,11504.308971409297,42893369244109.33,0.0882889786293114,False,37.36104350283375,0.07347961871027978
55062.22580645161,11504.50055530514,42986197945415.1,0.08827063813517566,False,37.36295017844809,0.07347604328503213
55065.27419354839,11504.50055530514,42986197945415.1,0.088270438298615,False,37.36295017844809,0.07347596011350216
55068.32258064516,11492.082896048963,42984265635395.51,0.08828800037551278,False,37.361035055434684,0.07322053427632373
55071.37096774193,11476.961333551579,42917915300666.74,0.08832529832480264,True,37.357405943040646,0.07291667833958977
55074.41935483871,11475.718042218554,42689696789501.695,0.08837201322477495,True,37.35258664921086,0.07290973107918897
55077.467741935485,11474.114209975674,42396387692288.2,0.08843244052371071,True,37.34635541583944,0.07290081711432338
55080.51612903226,11472.174644711513,42044512964799.05,0.08850553000815985,True,37.33882268368483,0.07289001176893803
55083.56451612903,11469.929323086755,41640627127142.766,0.0885902352520481,True,37.33009852281948,0.07287749975152993
55086.6129032258,11467.404134981958,41191193672094.85,0.08868553795509143,True,37.32029026022806,0.07286339071136716
55089.66129032258,11464.631543950873,40702364411552.74,0.08879046122129462,True,37.30950071578208,0.0728479502836292
55092.70967741936,11461.630968277974,40179966242879.27,0.08890409694201416,True,37.29782585273422,0.07283119780343518
55095.75806451613,11458.427318502116,39629283692491.11,0.0890256123731962,True,37.2853535346527,0.07281330048212974
55098.8064516129,11455.040968911286,39055039784806.91,0.08915426947587497,True,37.27216178865019,0.07279436983638873
55101.85483870968,11451.489377227821,38461332102410.29,0.08928943642813178,True,37.25831757442801,0.07277450053980775
55104.90322580645,11447.787019629934,37851603132364.914,0.08943059787446576,True,37.24387575228045,0.07275377306133089
55107.95161290323,11443.944967040956,37228634815674.625,0.08957736307198944,True,37.22887829665954,0.07273224773583227
55111.0,11439.971226604455,36594558850305.63,0.08972947123347202,True,37.21335379312879,0.07270997374351688
55114.04838709677,11435.869245034648,35950894696048.14,0.08988679528769832,True,37.197317162754146,0.07268695851373984
55117.096774193546,11431.639948422682,35298583852603.44,0.09004934126982406,True,37.18076974663093,0.07266321001024208
55120.145161290326,11427.278264902854,34638066651011.71,0.09021724791744051,True,37.16369953148347,0.07263866244057265
55123.1935483871,11422.783074807965,33969300869773.92,0.09039077686704383,True,37.14608196720089,0.07261338202776964
55126.24193548387,11418.143350476692,33291911998504.53,0.09057031242879071,True,37.12788047281435,0.07258727321016273
55129.29032258064,11413.347444229346,32605230967674.504,0.09075634718085862,True,37.109047747313475,0.07256026852083558
55132.33870967742,11408.37972211015,31908401809641.977,0.09094947169943114,True,37.089527009118335,0.07253225259202377
55135.3870967742,11403.225488131638,31200451818189.875,0.09115035794798895,True,37.069253647414115,0.07250315903755426
55138.43548387097,11397.867216096314,30480404489261.176,0.09135974515222295,True,37.04815685715531,0.07247288446160613
55141.48387096774,11392.28653428586,29747363038816.543,0.09157842103143521,True,37.02616157824929,0.07244132238644128
55144.53225806452,11386.464581772183,29000597929918.88,0.09180720237392913,True,37.00319053518799,0.07240836255640548
55147.58064516129,11380.38259927106,28239626873968.773,0.0920469142617063,True,36.97916639245819,0.0723738947811209
55150.62903225807,11374.022406065063,27464286331142.97,0.0922983683828214,True,36.95401398664392,0.07233781014411056
55153.67741935484,11367.366893209753,26674791404369.133,0.09256234063329427,True,36.92766260636821,0.07230000244555022
55156.72580645161,11360.401284931831,25871778937393.695,0.09283954789732524,True,36.900048305027724,0.07226038581781756
55159.77419354839,11353.116162208127,25056328776469.47,0.09313062376722869,True,36.871116236311494,0.0722189495782127
55162.82258064516,11345.496660467576,24230019670021.406,0.09343610144506961,True,36.840822615073456,0.07217552289389792
55165.87096774193,11337.538914086337,23394863690006.406,0.09375638310413859,True,36.80913723350554,0.07213011235563183
55168.91935483871,11329.240791649509,22553320892135.312,0.09409172303321042,True,36.776045260297444,0.07208270004105677
55171.967741935485,11320.604512652591,21708250982788.16,0.09444220561896169,True,36.7415491746188,0.07203329188661303
55175.01612903226,11311.637172055875,20862857450005.42,0.09480772556218642,True,36.705670479358545,0.0719819229385107
55178.06451612903,11302.351065872967,20020619152773.17,0.0951879696118294,True,36.668451212610314,0.07192865933672637
55181.1129032258,11292.763677830984,19185212761842.33,0.0955824001400697,True,36.62995523135005,0.07187359415371641
55184.16129032258,11282.809883593567,18360800312474.223,0.09599028681520264,False,36.590273328329445,0.07181499550770748
55187.20967741936,11273.011243565936,17549602297456.924,0.09642834752785853,True,36.54951535125879,0.07176767389073936
55190.25806451613,11262.683447793805,16757457510346.158,0.09685973765839823,True,36.50780479771206,0.07170812762244094
55193.3064516129,11252.182110406573,15987114752191.89,0.09730066160215481,True,36.465308226392764,0.07164750555735884
55196.35483870968,11241.553528127823,15241977390089.732,0.09774928663008521,True,36.42220898962248,0.07158607523189803
55199.40322580645,11230.849524193367,14525179050543.71,0.09820350507263137,True,36.378714455302024,0.07152413750290688
55202.45161290323,11220.127229600572,13839538430410.262,0.0986609361236589,True,36.33505537075138,0.07146202545001801
55205.5,11209.44879673971,13187529338403.156,0.09911893106076988,True,36.291484940136215,0.07140010275625316
