mjd,T,R,fun,success,logL,sigma_logL
55320.5,9074.957614962334,7920588139524.17,0.0641942493277252,True,35.481714315936564,0.04138924877606136
55323.61111111111,9327.898217519825,9826013001919.398,0.066494912376551,True,35.71671089568957,0.045186151117811775
55326.72222222222,9589.430402908249,11793618235589.285,0.06927991523174343,True,35.92328640927956,0.04950071838211678
55329.833333333336,9859.217873702059,13687696096235.479,0.07246154739181654,False,36.10085159655409,0.05432425401558143
55332.944444444445,10124.22263989195,15410429847896.387,0.07592410647746933,True,36.24989728634083,0.05944623447886461
55336.05555555556,10388.408939385909,16863029475520.934,0.07953602502534071,True,36.37288837981853,0.06486576599574534
55339.16666666666,10643.066121761849,18021720602996.28,0.0831485063227543,False,36.472680578334334,0.07037573309901346
55342.27777777778,10881.441670723321,18904747841645.254,0.0865993877889912,False,36.55270856391213,0.07576589234526906
55345.38888888889,11095.448117962902,19567605538716.547,0.08971868029362265,False,36.61647579024124,0.08077827048828537
55348.5,11276.115488680374,20083812590906.777,0.09233494970460564,True,36.66715141362486,0.08512026483289188
55351.61111111111,11415.261114321578,20526621094944.86,0.09428280888027567,True,36.70739936395963,0.08850519254830282
55354.72222222222,11503.789750149494,20962591071624.98,0.09541220297111333,True,36.73907470001735,0.09063836913158338
55357.833333333336,11534.992549846935,21438359505235.35,0.09559698184042673,False,36.7632734047355,0.09129399663570839
55360.944444444445,11500.481931895602,21990028835107.195,0.09474465038724642,False,36.78013679012598,0.09026085533487703
55364.05555555556,11407.263474037605,22600523067223.965,0.09280103429112366,False,36.78978390392524,0.08766435182783017
55367.16666666666,11233.314694108496,23320901625083.543,0.08976224675505595,True,36.79034340849305,0.08318198387026492
55370.27777777778,11008.241433144896,24054780217921.035,0.08566702193155358,False,36.78209560270503,0.07747001666910688
55373.38888888889,10723.114619449638,24811106887630.54,0.08060906512371499,False,36.76339710459348,0.07056352035918831
55376.5,10396.93125688361,25518277356294.26,0.0747241586180851,True,36.734144429239414,0.06300029333515382
55379.61111111111,10039.267799421052,26138060935438.438,0.06818999647951841,False,36.694175921720934,0.0551595321099848
55382.72222222222,9663.141467823492,26632880536542.848,0.06121244127871964,False,36.644130665018864,0.04744677256735305
55385.833333333336,9275.821748324044,27001688729764.68,0.054025570167383616,True,36.58501246258663,0.04015073430293356
55388.944444444445,8891.490507345206,27229645612460.49,0.04686198922459377,True,36.51880328735522,0.03358198400978716
55392.05555555556,8519.346259359492,27334233839238.266,0.039898665726541126,False,36.44785992331604,0.027879011715145976
55395.16666666666,8161.949670802945,27372601541639.1,0.0334502346910409,True,36.374628833222545,0.023149134150628883
55398.27777777778,7802.798585381648,27556949292904.367,0.027789186019647534,True,36.30228489285192,0.01931136865072379
55401.38888888889,7494.0048073248845,27587845049308.844,0.02261559476157437,True,36.233112457942426,0.016384298658180994
55404.5,7211.199704848711,27690278476609.15,0.018170094996412738,True,36.169505771022266,0.014144765340599956
55407.61111111111,6956.150775125784,27898045432974.098,0.014739879049433774,True,36.11344453402896,0.012548513966836528
55410.72222222222,6728.147499931477,28236923400028.336,0.012183639596876216,True,36.06603779922087,0.011442247460532722
55413.833333333336,6526.93053214219,28708693359308.23,0.010440051434503047,True,36.02768384719926,0.01075453711524326
55416.944444444445,6351.638396629835,29296048156633.496,0.009410110740547518,True,35.99798217581561,0.010438160931695008
55420.05555555556,6201.180761333579,29959358625710.4,0.008967694498199943,True,35.97578361979772,0.010444049069764247
55423.16666666666,6074.089284946769,30640162703176.527,0.008971528501403378,True,35.959327852516644,0.010703388524403664
55426.27777777778,5969.853894662609,31249563971547.33,0.009277357966454831,True,35.94636376595309,0.011126129963104353
55429.38888888889,5886.45163522725,31705959626756.184,0.009749502897075917,True,35.934517157295474,0.011621209354273068
55432.5,5822.018804891007,31928734581624.426,0.010270584247717231,True,35.92147886119322,0.01210871954150105
55435.61111111111,5778.043227675542,31808352662833.6,0.010747803472064364,True,35.90502653460791,0.012518182367042618
55438.72222222222,5750.763082627925,31338222827145.68,0.011118898974342529,True,35.88387166528183,0.012817336100137083
55441.833333333336,5740.043255519229,30505748070142.457,0.011351183941007679,True,35.85724505169007,0.012984643209287189
55444.944444444445,5744.936857057779,29355809065411.523,0.011440264171849644,True,35.82535017984106,0.013019829344286686
55448.05555555556,5764.574069617322,27973256767541.418,0.011404997193641344,True,35.78937599134336,0.012937477940687009
55451.16666666666,5798.156206032614,26470225990683.56,0.01128072485559581,True,35.75149597606342,0.012762733116245897
55454.27777777778,5844.947331385062,24970335367105.492,0.011111532956568184,True,35.7147921913069,0.01252667769029248
55457.38888888889,5904.519882962912,23592153426574.21,0.01094257753598133,True,35.68309455777912,0.012260979281770036
55460.5,5975.476627055062,22452995645583.633,0.010813351376151147,True,35.66085982471007,0.011997177463206271
