mjd,r,err_r,g,err_g,i,err_i,B,err_B
56155.234375,17.517841553599283,0.030573981723346837,17.765296659522846,0.03603604973380594,17.6591195704882,0.037312638110779714,17.901305219456844,0.05648653785296445
56158.28125,17.559589638179204,0.030421149837607773,17.820474325935265,0.03636980317635086,17.696152494541366,0.03711093124645063,17.96750418227475,0.057136497988444834
56161.328125,17.60060979029322,0.03022629369632722,17.87416072349606,0.03661408861009909,17.732747905105953,0.03688073148245861,18.031578838958012,0.057673211494283075
56164.375,17.64093072638616,0.03000012200043761,17.926334066653453,0.03678610652998622,17.768954779831347,0.03663480588973682,18.093465214642038,0.05812317896567341
56167.421875,17.680608170448068,0.029764579368645367,17.977007503166533,0.03691423995502876,17.804846353521498,0.03639667734531898,18.15314076273262,0.058524942391291836
56170.46875,17.719719232261014,0.029553957769434255,18.02622359731413,0.03703817144718541,17.840514378336593,0.036201823575901106,18.210618958090436,0.05892904200837902
56173.515625,17.758356539755823,0.029414508163173366,18.07404846788222,0.03720805468777428,17.876063174073806,0.03609737873516394,18.265943463227813,0.05939729248880173
56176.5625,17.796622218756056,0.029401925833668383,18.12056567834179,0.037482449681325865,17.91160356114733,0.036139764761036565,18.319181967935492,0.06000119180842467
56179.609375,17.834621813893136,0.029576275032917664,18.165869978334285,0.03792486968503553,17.94724676932765,0.03638988018407004,18.37041980563481,0.06081934701399906
56182.65625,17.872458243586607,0.02999458924477075,18.210060996053016,0.03859914522953885,17.983098413568314,0.03690606105145679,18.41975345122046,0.06193398543867462
56185.703125,17.910225879883455,0.030702524932907867,18.25323697992644,0.03956436479169537,18.019252626332673,0.03773598469772768,18.46728400470738,0.06342691823637608
56188.75,17.94800484057032,0.03172755840598148,18.29548868550046,0.04087070645270518,18.055786431430988,0.03890963510073289,18.513110763342866,0.06537566349823978
56191.796875,17.985855576454924,0.03307645263790193,18.336893499560574,0.04255769744122643,18.09275443966908,0.04043574951657267,18.55732498157613,0.06785067130708428
56194.84375,18.023813831124244,0.0347386647285837,18.37750988834341,0.04465608503055357,18.130183941317682,0.04230344310971132,18.60000391323456,0.070914564432052
56197.890625,18.06188604395902,0.03669564106416922,18.417372250415156,0.047193662933585796,18.168070462922515,0.04448933021741596,18.641205224517762,0.07462395892932396
56200.9375,18.10004525969225,0.038934705349999564,18.456486247395787,0.05020446662359859,18.206373848811836,0.046969297326408845,18.680961858849514,0.07903386911346842
56203.984375,18.138227599698894,0.041465990545256626,18.494824677396537,0.05374009660719348,18.24501491973706,0.04973369504246392,18.719277426329427,0.0842041504432475
56207.03125,18.176329341432393,0.044341067380734775,18.53232394701763,0.057881614884267345,18.28387275134628,0.05280490118590423,18.756122181392584,0.09020707599201558
56210.078125,18.21420464315497,0.04767163425068167,18.568881188030446,0.06275030901070092,18.322782607142926,0.05625626935168292,18.791429642035382,0.09713502634336625
56213.125,18.251663941571678,0.05164530460127446,18.604352054721858,0.0685155019474841,18.361534550589568,0.060230764730306384,18.825093893428857,0.10510733314481144
56216.171875,18.288473040200643,0.05653360046609803,18.638549227428484,0.0753976380557108,18.39987275112253,0.0649559114000185,18.85696760787596,0.11427546460937135
56219.21875,18.32435289653722,0.06268656015170777,18.671241637225194,0.08366543491653719,18.43749548968799,0.07074973010644957,18.88686080174739,0.12482593648105335
56222.265625,18.35898010632718,0.07051142128728255,18.702154416120266,0.09362716580460759,18.474055859767304,0.07801205019036593,18.914540338784718,0.13698058550245928
56225.3125,18.39198807382445,0.08043997520192839,18.730969566792737,0.10561781833989208,18.509163150517907,0.08719924755400624,18.93973017814824,0.15099417083976457
56228.359375,18.422968847728043,0.09289579504728152,18.757327335803893,0.11998512119227231,18.542384889777622,0.0987879298623611,18.962112354776764,0.1671496450572382
56231.40625,18.451475593901705,0.10827234864284772,18.780828264692445,0.13707746504968205,18.57324951634473,0.1132394819150591,18.981328669308823,0.18575177538043117
56234.453125,18.47702566786802,0.1269258211385885,18.80103588434622,0.15723555698719816,18.60124964311126,0.13097673321180658,18.996983055141754,0.20711999186064953
56237.5,18.499104242688645,0.1491788678541021,18.81748000980224,0.1807880211800929,18.625845865407427,0.15237650263863875,19.008644581194858,0.23158132549816357
