mjd,r,err_r,i,err_i,g,err_g
56090.5,21.05743837105607,0.15236935563880366,20.88081763615586,0.2557758667331247,21.65127638922509,0.3488144370807012
56093.54347826087,20.91812096872211,0.10491565257970596,20.742898360054177,0.20864736135323117,21.510709547473926,0.2943004278585731
56096.586956521736,20.786014520419876,0.0745895182383502,20.61219058972698,0.17563395250277325,21.37735620978498,0.25378776343839676
56099.63043478261,20.661147576460372,0.05751684488663483,20.488714404685187,0.15206454646131606,21.251252443215506,0.22299824766545095
56102.67391304348,20.543536269497924,0.04961726457948127,20.372476679020824,0.1345675685763446,21.13242252277759,0.19894765934956757
56105.717391304344,20.433188477787926,0.046682142579644224,20.263475094370985,0.12089440398694702,21.020883221624395,0.17963447584779021
56108.760869565216,20.330107157388607,0.04566018355167765,20.161701334775856,0.10965633867395,20.91664725873781,0.16375486719105603
56111.80434782609,20.234292990741007,0.04505330991278171,20.067143602982043,0.10005032666786132,20.81972605930889,0.1504706849435639
56114.84782608696,20.145746472884504,0.04435235290357644,19.979788571591335,0.09163525462941133,20.73013195683822,0.1392388610694432
56117.891304347824,20.064469532380606,0.04348492540576239,19.899622858096613,0.08417629249644971,20.647879942030862,0.12969567585045488
56120.934782608696,19.990466762155414,0.04252337418440424,19.826634090594325,0.07754746254148491,20.5729890421814,0.12158324297228196
56123.97826086957,19.92374631582452,0.04156089035781296,19.760811610720296,0.071675206545416,20.505483395854164,0.1147055872892145
56127.02173913043,19.864320507139574,0.040667570128985114,19.70214684165215,0.06650800947064539,20.445393070783055,0.10890416876229034
56130.065217391304,19.81220613338573,0.03988141247777593,19.650633331294078,0.062001592921800686,20.39275465745536,0.10404547998636317
56133.108695652176,19.76742452707318,0.03921352648268514,19.60626646328884,0.05811295113949779,20.347611656026224,0.10001563534110883
56136.15217391304,19.73000132324387,0.03865773630572439,19.569042810543472,0.054799046138530316,20.310014659179245,0.09671858291759661
56139.19565217391,19.699965911190098,0.03819982453524761,19.538959086734632,0.052017560574839194,20.280021317313714,0.09407582121536343
56142.239130434784,19.677350518217718,0.03782434454064094,19.516010629952522,0.04972809529534707,20.25769605378233,0.09202640993323578
56145.282608695656,19.662188847998824,0.0375184957689687,19.500189328472906,0.047892874431327656,20.243109475355862,0.09052670520656454
56148.32608695652,19.654514165573012,0.03727340447148901,19.49148087094786,0.04647654517657589,20.236337394801428,0.08954967611935828
56151.36956521739,19.65435668347049,0.03708351460528043,19.48986117164523,0.04544509241539418,20.237459346028764,0.0890839175409894
56154.413043478264,19.661740056955615,0.036944872318735784,19.495291785906154,0.044764223651566494,20.24655642465092,0.0891326104820833
56157.45652173913,19.676676739260238,0.03685304233178224,19.507714092902646,0.0443977803568104,20.263708224125367,0.08971273569678948
56160.5,19.6991618786469,0.03680131813583371,19.527041985129653,0.04430676828727679,20.288988555089958,0.0908548468993389
56163.54347826087,19.729165358297404,0.03677981503667221,19.553152773052503,0.04444948091788782,20.322459527394052,0.09260366880753391
56166.586956521736,19.766621490404038,0.03677597082134111,19.585876000229945,0.0447829732565018,20.36416343455332,0.09501970029223132
56169.63043478261,19.811415786210247,0.0367769207841588,19.624979888084674,0.04526590232994875,20.41411170368343,0.09818186150355745
56172.67391304348,19.863368153257635,0.03677414975031071,19.67015522053837,0.045862526284810155,20.47226995899187,0.10219100529330992
56175.717391304344,19.92221185657438,0.03677069571318441,19.720996682032826,0.04654741498631802,20.538538002174008,0.10717379088570905
56178.760869565216,19.9875676869667,0.03679081453868483,19.77698204001356,0.04731007416142359,20.612723268747462,0.11328596296093801
56181.80434782609,20.05891311327966,0.03689104614471687,19.837450190669625,0.04815812434859173,20.69450614824355,0.1207134725758091
