mjd,r,err_r,g,err_g,i,err_i,R,err_R
55107.95161290323,20.58421248769487,0.12688693230338383,20.915799204514084,0.12688693225999215,20.63302288985488,0.12698491243166735,20.80105809911423,0.13699498580828337
55111.0,20.62730652761099,0.13087213174689996,20.958893244427017,0.13087213170414724,20.67603838143516,0.13102753845661252,20.84363786185232,0.14178883620939386
55114.04838709677,20.66565169531612,0.13336917642693472,20.997238412129107,0.13336917638585438,20.71425108954516,0.1336108814164576,20.88111624797306,0.14530818473946822
55117.096774193546,20.698454201340375,0.13449044865227786,21.030040918150572,0.13449044861414391,20.746971345376373,0.1347907553290132,20.91338082472065,0.14730744880150948
55120.145161290326,20.72521301919739,0.13458370564295344,21.056799736005107,0.13458370560922522,20.773703159739632,0.13491295991280283,20.93996308467956,0.1480898514980394
55123.1935483871,20.745773906184777,0.13426668500915617,21.077360622990394,0.13426668498136254,20.79425841182255,0.1346114865819802,20.960487131846843,0.14831078318150379
55126.24193548387,20.760350886886528,0.13440877565204742,21.09193760369044,0.13440877563157658,20.808829843780305,0.13475922199484083,20.975027837060217,0.14878203863361528
55129.290322580644,20.769510960382966,0.1360273987066756,21.10109767718557,0.13602739869445973,20.817964146619822,0.1363586088366783,20.98401944563915,0.1503477198120324
55132.33870967742,20.774125478941706,0.1400902281563906,21.105712195743365,0.14009022815259908,20.822502669161622,0.1403458733862937,20.988137300802812,0.15372425361561004
55135.3870967742,20.775298163556357,0.14727992588725605,21.106884880357377,0.14727992589115613,20.823557424316213,0.14740602641530332,20.988539651508855,0.15960117552000416
55138.43548387097,20.774283025294032,0.1578407331737967,21.105869742094644,0.1578407331839551,20.822477531183438,0.15787789870178043,20.987101720954232,0.16887356447519397
55141.48387096774,20.77240501142946,0.1715927437509702,21.103991728229804,0.1715927437656649,20.820660195983226,0.17166064296480335,20.985619881236033,0.18197742411287085
55144.532258064515,20.77099293897288,0.18807884556650875,21.10257965577302,0.18807884558411367,20.819365937236697,0.18823353245178778,20.98497737038466,0.19816884516368025
