mjd,B,err_B,UVM2,err_UVM2,UVW1,err_UVW1,UVW2,err_UVW2,V,err_V,U,err_U
57266.33928571428,18.673373074432888,0.39704921196839826,18.07908670617081,0.8800965292362639,18.008931814926733,1.027160703257631,18.17957142793631,0.7811341584474225,18.14252313505038,0.4080389024231805,17.89413597723225,1.0644734791984027
57269.42857142857,18.6768416746045,0.39690149586718326,18.091390218419377,0.8823849925247862,18.02286164925667,1.0313963870705896,18.190724050853127,0.7824478079388395,18.142585935291578,0.4047306648405621,17.908112616376044,1.0697077869471388
57272.517857142855,18.683461497111246,0.39379863799796677,18.10917339964798,0.8816619819363627,18.043118137382223,1.032879755300604,18.20683612774183,0.7807120605757342,18.1444068414502,0.3988895222414773,17.92897553772541,1.0723486162514373
57275.607142857145,18.69338823729225,0.3874819915927606,18.13262403731582,0.8765830183765075,18.069965169778047,1.0300850574603848,18.22805284494018,0.7747349922679271,18.14812710684351,0.39013215879292745,17.957076317565935,1.0709765055504694
57278.69642857143,18.706762084626654,0.37765388086833285,18.161846492080777,0.8652889805734809,18.103587111753775,1.020841546435012,18.254434893612213,0.7628959163673401,18.153905678690162,0.37803760407127207,17.99271494734133,1.0635340734196437
57281.78571428572,18.723712040279718,0.3639777100571092,18.19684601230495,0.84542762225776,18.144071959157166,1.0023222392543207,18.28594420683031,0.743179574179761,18.16192506069583,0.362189812560179,18.036131066407236,1.0472865876275366
57284.875,18.744359906878508,0.3460845560315144,18.237514089469478,0.8142027637462381,18.191394490433407,0.9710514081826171,18.3224327773247,0.7132406151201283,18.172394153979393,0.342230750627051,18.087492803721595,1.0187813829319687
57287.96428571428,18.768824024030906,0.3235945037186885,18.283616768558538,0.768464206362066,18.245401179010074,0.9229456597957546,18.36363744241374,0.6705102067906665,18.18554761317626,0.31793139056446296,18.14688238062884,0.9738130468404445
57291.05357142857,18.797222835822634,0.2961731309952955,18.334788620444428,0.7048543286947853,18.305799616674896,0.853408581798192,18.409183535753805,0.6123581950295733,18.20164159108372,0.28930001582953535,18.214279225684994,0.9074102939179491
57294.142857142855,18.829678387706892,0.26367767062665487,18.390535675435405,0.6200332737708512,18.372156127276163,0.7575067016367821,18.4585991794362,0.5363303394132078,18.220946256711443,0.2567792004108407,18.28954480521152,0.8138849980963422
57297.232142857145,18.866319862426796,0.2265533695679122,18.45025081100532,0.5110333154355396,18.44390595927419,0.630280331574438,18.511339946300204,0.4405192985444351,18.24373600039827,0.22166756279370958,18.372418315603497,0.6870647278423878
57300.32142857143,18.907287280336035,0.1869967998402347,18.513244603956508,0.37597705911418816,18.520380635706143,0.4673985635992276,18.56682159513578,0.3243760314203851,18.270278569820917,0.18710826766119593,18.462536878501147,0.5212297371579485
57303.41071428572,18.952735511439293,0.1524659993165341,18.578793204340226,0.21715516306698474,18.60085629097219,0.2679291964833396,18.62445780884689,0.19244071547796837,18.300824354313775,0.1602010534913909,18.559494803732413,0.31675315703791884
57306.5,19.002838777943264,0.14257366519789405,18.646202213995473,0.0922802779748718,18.684624728034656,0.09523440648248518,18.683700917837715,0.09962199670526779,18.33559667299157,0.15377653396986318,18.662951295753828,0.1616637000666098
