mjd,r,err_r,g,err_g,i,err_i,U,err_U,u,err_u
56737.28378378379,21.026541652672353,0.08541903612923785,21.892501675656955,0.21985133076015786,20.69639558049731,0.11122697674755683,21.621607571765384,1.6030504567068573,22.175524444353382,0.9949447725884842
56740.36486486487,21.088262916875898,0.11003135269131396,21.878434458416702,0.2677949402835458,20.783793132154017,0.13470673835811542,21.621607571765384,1.8107109043867775,22.175524444353382,1.1251061766042876
56743.44594594595,21.13897580537847,0.14809326090341846,21.844760339301104,0.3256550833381206,20.866107779007695,0.16439296165074496,21.621607571765384,2.0096697842088482,22.175524444353382,1.250661260292125
56746.52702702703,21.193358119887193,0.1932302745553092,21.82656487087536,0.3843277520573664,20.95054649331435,0.19774692087315487,21.621607571765384,2.1447989852464713,22.175524444353382,1.3369636273779792
56749.60810810811,21.264499103025432,0.23844930954679736,21.847031851106287,0.43914879127285755,21.044443469277567,0.2305225009874144,21.621607571765384,2.1752592626988774,22.175524444353382,1.358125525977175
56752.68918918919,21.3627906613847,0.27759622337763556,21.921113378344792,0.4875995578153029,21.15416633001533,0.2574700245313856,21.621607571765384,2.077721062031897,22.175524444353382,1.299113132354227
56755.77027027027,21.49596450978711,0.3042782104068895,22.06045650852267,0.5262277210863616,21.28439146138375,0.27253425998757924,21.621607571765384,1.8487598072349105,22.175524444353382,1.157329371408404
56758.85135135135,21.669346853856474,0.31017932022325734,22.277697669674545,0.5474312009520889,21.43750495847946,0.2688624699984543,21.621607571765384,1.5064310918683326,22.175524444353382,0.9436747757030033
56761.93243243243,21.88552345946238,0.28345045324797363,22.59099440951382,0.5331745681594884,21.61277930721012,0.23976096068345246,21.621607571765384,1.0915025106032616,22.175524444353382,0.6833513557824564
56765.01351351351,22.142468006076406,0.2100941145463837,23.03137899704224,0.4370382276889935,21.805005275665597,0.18460209636046013,21.621607571765384,0.67473152330071,22.175524444353382,0.42037789906156503
56768.09459459459,22.428640122178393,0.11681458487680538,23.66008249012897,0.15941479744652248,22.002544004009422,0.13866691258097294,21.621607571765384,0.40564643029387243,22.175524444353382,0.2492682621895343
56771.17567567567,22.71369127279995,0.25565450491563046,24.62504246848727,1.2727333551114588,22.185736900170557,0.19486956122591995,21.621607571765384,0.4643993355154616,22.175524444353382,0.28862017130177686
56774.25675675676,22.939665354256206,0.4987870175471597,26.46514398333521,12.056581182232284,22.32854718328463,0.29847020868688595,21.621607571765384,0.6050255637135397,22.175524444353382,0.37975015862087896
56777.33783783784,23.036254695675233,0.593441185041673,28.202787043188593,65.67712267535605,22.407055093763177,0.3370391360518709,21.621607571765384,0.6203970039750437,22.175524444353382,0.3905444872471341
56780.41891891892,22.97638872129079,0.4083794175591159,25.317589593986863,3.291867979897508,22.41252106733665,0.25480952790388045,21.621607571765384,0.46643336726230233,22.175524444353382,0.2928421045093671
56783.5,22.805366778967823,0.11437597838840591,24.147400453259678,0.17699447371048763,22.357273398149175,0.13494782611155048,21.621607571765384,0.29071518365323507,22.175524444353382,0.17872254748336788
