mjd,r,err_r,i,err_i,g,err_g,z,err_z,B,err_B,UVM2,err_UVM2
56074.9375,21.36653917354632,0.2870238676444057,21.907685686456347,0.6228794412688894,20.871911813675915,0.3136162388794773,22.582114581574857,1.3312043099524298,20.90278755142151,0.3382745504456024,22.84167295602446,0.3478632660161068
56078.0,21.562880238861744,0.22816159036206934,22.241731518562883,0.6089497446653734,20.9694010652714,0.25122121548330495,23.2047253034945,1.7497285394821678,20.991851523606986,0.2745508492439601,22.925105343958194,0.279193449941848
56081.0625,21.75285985939569,0.17974362431088217,22.56189249420323,0.6175718587337435,21.083168512932787,0.20711634748053098,23.952557795985776,2.714931431538129,21.099666799568155,0.2324251805305637,23.028985730042812,0.23289070302269266
56084.125,21.918955648656514,0.1501222153308811,22.795446664087827,0.6582844929999373,21.21500565149834,0.2181605689522022,24.533580461836305,4.169165675504502,21.22897137895987,0.24744363968650906,23.15662689818634,0.24708471093618584
56087.1875,22.040892088397044,0.1529160789566242,22.859569673362504,0.6665937412813735,21.36610298804721,0.3142835682320375,24.292435675214822,3.4002464996044792,21.38221896622064,0.34744848585795474,23.311286383240585,0.35088010467656783
56090.25,22.10260853244648,0.20300659820535455,22.740122448746355,0.5724482062147583,21.536589324497033,0.49261325205701756,23.604105209893945,1.8759641192093683,21.561297398276228,0.5341735441253155,23.496053108835543,0.5452827713415129
56093.3125,22.100497070890775,0.28987870966867246,22.50919378033558,0.4175330479959358,21.72488479170415,0.7576368448444384,22.98728715008624,1.064701242334115,21.767079064512554,0.8199761165585558,23.71364602180418,0.846762081795003
56096.375,22.045742559556615,0.3860126307048423,22.24860834773463,0.2750604328541909,21.92684488555807,1.1280335942486888,22.51063957746704,0.6569951490790524,21.99867089733511,1.2395381486102897,23.966001341517465,1.3031056474150904
56099.4375,21.958332584775235,0.47022453358956323,22.00547840881149,0.18812621636849083,22.13483597592416,1.6234343774274234,22.148830051368364,0.44447357859445585,22.252211867125446,1.8451108223873587,24.25342701556225,1.9980358370508218
56102.5,21.8586587976546,0.5337608681976219,21.798584108653717,0.17737348834375213,22.33728316505406,2.245852574618351,21.875462992459752,0.34750008103440716,22.519195832695086,2.694488558649703,24.57296874343929,3.058869491641977
56105.5625,21.76263160665876,0.5765575608611643,21.63283579647168,0.21774776781760735,22.51980212108502,2.9571289140460673,21.67174841220545,0.3290979658627443,22.78488070723588,3.8190210777795985,24.915604021688175,4.65162904270927
56108.625,21.680841692220824,0.6020115184516405,21.507668278468923,0.2734013964209617,22.6690366060342,3.6691378568134456,21.52476902820321,0.3581985904876918,23.02868780758182,5.165083505932335,25.26258309129773,6.920626575742522
56111.6875,21.619661906399763,0.6137747358715718,21.420714922407917,0.3314591484939911,22.77849791056604,4.2725537716003235,21.425458359049575,0.41149711121251104,23.229639083541123,6.549423775020197,25.584052382658882,9.81760274624852
56114.75,21.582657600972777,0.6144852299614847,21.36923400464106,0.38959997747715214,22.852731239688076,4.697638142724931,21.367223786656208,0.47757322381425543,23.377095702176234,7.7245933837402045,25.84753330256376,12.912703831028853
56117.8125,21.57168194238769,0.6054731202727104,21.350592040310346,0.44826946389763717,22.906303200614822,4.953811113307054,21.345058338970876,0.552323861850955,23.47939179857412,8.559076698042801,26.039620531184582,15.589826955469047
56120.875,21.587571512191495,0.5867854352520431,21.36235847525665,0.508438375712004,22.958764557806468,5.116795398233588,21.35494470173152,0.6346887082965438,23.561841724184134,9.14801774233311,26.183514208287626,17.7056944452833
56123.9375,21.630516322665684,0.557248361644355,21.40222714782828,0.5708324656911935,23.029914483644664,5.295410139151414,21.39341746362095,0.7244313376097546,23.657424459264043,9.76465455381974,26.33323521666112,19.96575882455931
56127.0,21.70017951348415,0.5145345969917756,21.467837178332285,0.6353592200504418,23.13802461191724,5.6216889511630175,21.457196973894487,0.8208375417660337,23.800835418161267,10.81346044309358,26.562385548184565,24.060371408408788
56130.0625,21.79559915933269,0.45552052381212316,21.556505041298344,0.7002833198386905,23.30102227592618,6.284907399906863,21.542837456417523,0.9215188023733282,24.03217010268133,12.998059855165788,26.991933129074035,34.89564911282387
56133.125,21.914856272511066,0.3783745123934624,21.664855448498233,0.7609083456017217,23.540220050934842,7.639383247576772,21.64635461405085,1.0209298466846553,24.417270952895148,18.19588163859047,28.07094682597605,92.89436218823988
56136.1875,22.05445514464185,0.2939582870131678,21.788342433512895,0.8076828364782457,23.888298220911665,10.526172182296227,21.762828325753276,1.1085416152232113,25.138919462959496,35.418082879171266,28.07094682597605,93.08002471035513
56139.25,22.208367331276676,0.2747993965766519,21.92069906890458,0.8240952260889907,24.411271767384836,17.569656944458742,21.88603183734511,1.1671514838995445,28.95044140180466,1215.9601718432154,28.07094682597605,95.21747255802714
56142.3125,22.36682973239507,0.4424647355910736,22.053476803741408,0.7858899821564606,25.307200355645136,42.48255590840497,22.008234265660708,1.1728594705866082,28.95044140180466,1275.3644250058458,28.07094682597605,99.31898233229597
56145.375,22.51542735830373,0.7784279705061546,22.176046696984272,0.6657794347149438,25.307200355645136,45.78573028716662,22.12044020714174,1.0999255355482227,28.95044140180466,1358.086234963441,28.07094682597605,105.04808845132503
56148.4375,22.635784462156735,1.2361165388551874,22.276620988096365,0.4572803602276656,25.307200355645136,49.65999576969843,22.213365426568625,0.9363621505106743,28.95044140180466,1455.8969452859574,28.07094682597605,111.85904817270986
56151.5,22.709571974861966,1.769332442771094,22.34465303839079,0.321816311219323,25.307200355645136,53.774395828980005,22.279208098140153,0.7255668079743757,28.95044140180466,1560.3454419137483,28.07094682597605,119.16225419214797
