mjd,V,err_V,R,err_R,I,err_I,B,err_B,U,err_U
56225.22131147541,21.389950931324204,0.06931323520337228,20.72576935163831,0.05422987359647618,20.373553006726596,0.07710455389570538,22.868220743712794,0.24478776215472753,22.24943169450132,1.0473776442563862
56228.270491803276,21.480803794859888,0.06608485977205394,20.817425574008777,0.05629584534870286,20.45229842492613,0.08350954034271846,22.95633954217857,0.22006540026127072,22.24943169450132,1.0398992166368062
56231.31967213115,21.577413712750086,0.06149994872792275,20.91415998556886,0.05858047688354031,20.528827213365858,0.08657350248498465,23.054356990162347,0.18552316471975488,22.24943169450132,0.9999674104879507
56234.36885245902,21.680355500182067,0.05734416637286548,21.016088650327912,0.06142935831775015,20.606105587631788,0.08508780953455373,23.164918386966328,0.14619314845230336,22.24943169450132,0.9194600624058437
56237.41803278688,21.789752894892857,0.05725717333726018,21.123036210205605,0.0652989236927131,20.69268430927896,0.08375521361039068,23.288921166213314,0.1231950160516534,22.24943169450132,0.8436784942077671
56240.46721311475,21.90519833016694,0.06544851351448477,21.234483446189184,0.07062814994788166,20.799239291995008,0.0929949565586659,23.42560766309375,0.15808106661952848,22.24943169450132,0.8612057532755304
56243.516393442624,22.025665560753083,0.08289076350829752,21.34951595863434,0.0776173630479458,20.92676589322279,0.11382545327035577,23.57357624328273,0.2511422756051875,22.24943169450132,0.9474323846816309
56246.565573770495,22.149426298429795,0.10677356739088376,21.466782800748977,0.0859979629473574,21.06342646063538,0.13718451744808136,23.730823081723493,0.3769388623985952,22.24943169450132,1.0152502663215695
56249.61475409836,22.273999108097996,0.1327568416804823,21.584481154578917,0.09490453856923799,21.19560325238682,0.1578206802217424,23.89298384054932,0.5168482824547536,22.24943169450132,1.0478337661603832
56252.66393442623,22.39618019795745,0.15569783709388654,21.700390860978708,0.10291383980268043,21.31773012943487,0.17556997749575412,24.05171452848971,0.6477928713961382,22.24943169450132,1.059923478332757
56255.7131147541,22.51222272335836,0.16964761996836075,21.81198696894409,0.10829092497532802,21.430250004430142,0.19132192791111474,24.19501023011481,0.7352071446053413,22.24943169450132,1.0581339685581486
56258.762295081964,22.618224480528934,0.16847538284572947,21.916652878331412,0.10953941531888575,21.533639213566246,0.20466976655862257,24.309555696215543,0.737679741980903,22.24943169450132,1.040501790696807
56261.811475409835,22.710729176755734,0.14788326347198336,22.011994234224275,0.10645598734363507,21.626964254293284,0.21351963507956598,24.384602453704765,0.6268299482291014,22.24943169450132,1.0002915323585384
56264.860655737706,22.78743956937025,0.11125871456281726,22.096214034878585,0.10192108738882591,21.70989889483943,0.21822036601323197,24.41612982514001,0.4263211000891362,22.24943169450132,0.9442238268935563
56267.90983606558,22.84783023302401,0.09321085568515111,22.168466349816697,0.10359083828587176,21.783830152374964,0.228534327421925,24.408942099425374,0.3354784930197141,22.24943169450132,0.921214053863387
56270.95901639344,22.893427066388817,0.1528451264929677,22.229087026677334,0.12045264313690206,21.85021346266278,0.2529908868205705,24.37515535895997,0.5999340149507775,22.24943169450132,0.9718914429273335
56274.00819672131,22.927645293968585,0.2610001823784932,22.279627750522415,0.15358710583255475,21.90897656626277,0.2839979647314328,24.33017551123108,0.9925555207171862,22.24943169450132,1.0691786450130072
56277.05737704918,22.95528180602456,0.3861290024667843,22.32268897060228,0.19626547497762234,21.959816245110034,0.3126660502810443,24.288929107015292,1.4031838931303477,22.24943169450132,1.185763773227134
56280.10655737705,22.98189847161249,0.5142032047153823,22.36162008038069,0.24044979476965253,22.00427981386732,0.3377857668478998,24.264235394711385,1.8138162458685585,22.24943169450132,1.319180256838501
56283.15573770492,23.013332087955117,0.6358743177133467,22.40019161224591,0.2791052295496275,22.045729008031174,0.3601509300405009,24.267282122042783,2.233568426263907,22.24943169450132,1.4638166522001306
56286.20491803279,23.055470914389492,0.7433412498740299,22.442333031254876,0.306227031537696,22.088037557030773,0.3805280817682838,24.309398077488133,2.6888665978384285,22.24943169450132,1.6062523856230875
56289.25409836065,23.114347145604675,0.8285961796230192,22.49199153848687,0.3169946728490068,22.13484224555255,0.40170046023832984,24.405040131651973,3.230316614602732,22.24943169450132,1.731052530584265
56292.30327868852,23.196577562918513,0.8811202278747077,22.553131713266126,0.309675591150148,22.189506244463736,0.4317615318369115,24.577704385161443,3.9654125005510297,22.24943169450132,1.8240144086772891
56295.352459016394,23.310276491313413,0.8839027341112508,22.629882020672802,0.29438117208074316,22.25529157378736,0.4878932578574406,24.87593321499476,5.188214408826663,22.24943169450132,1.8738576907972542
56298.401639344265,23.466849390842036,0.8051791836486867,22.72684985893344,0.3201046612576543,22.335552608923436,0.5979180936795822,25.439267856523998,8.1654611999487,22.24943169450132,1.873922450027722
56301.45081967213,23.684909298225726,0.5787862085821809,22.849681282959384,0.48297127056375705,22.433990716907534,0.7973316217464427,27.300788071959687,39.51033132642753,22.24943169450132,1.824875670509736
56304.5,24.00059926004857,0.17715864833036063,23.006071058502005,0.857231525205209,22.555053173800097,1.1290432667073302,27.300788071959687,31.70089513338447,22.24943169450132,1.7396359609179923
