mjd,r,err_r,i,err_i,g,err_g
55495.5,19.91708626516765,0.09846454977070948,19.95576108511361,0.13318850100055463,19.55738160249151,0.12691965644604178
55498.88461538462,19.73612529707381,0.060707572014000066,19.768530408584503,0.09011085247072408,19.382386390792824,0.08836790187600388
55502.269230769234,19.665329897274766,0.0484336335983324,19.689946536360885,0.07216062468509145,19.319096434191962,0.07327484772325414
55505.653846153844,19.695792736114882,0.04471075987512306,19.708716707773238,0.0640058421635257,19.361028358788193,0.06740812122792705
55509.03846153846,19.820091545052165,0.04501032675279115,19.813768745522133,0.06148497658002511,19.504751200977,0.06731998974319116
55512.42307692308,20.027630125819144,0.04482881594842145,19.98886922983428,0.061918002445427375,19.746655863188238,0.07021196551893744
55515.807692307695,20.298187486499653,0.048425130868418036,20.20664227494379,0.07055143639133883,20.07797603830216,0.0788642520224993
55519.192307692305,20.59434322406554,0.07819354486358894,20.425802956623155,0.09960799922662363,20.475505688243587,0.11229216653312302
55522.57692307692,20.86249083130559,0.12428250626673251,20.602646464307742,0.1355216688555408,20.88915151917719,0.17573480373019074
55525.96153846154,21.060552927320796,0.14325538075236185,20.72036734508879,0.14696983714196368,21.246626375116104,0.2188121179792286
55529.346153846156,21.199270301541446,0.11498942579516244,20.807018679534153,0.12525913336485686,21.51055318210574,0.18724939720517314
55532.730769230766,21.34244115936898,0.07834152901259703,20.91809293913126,0.09417843366255069,21.742280802101796,0.14345051805879805
55536.11538461538,21.57438608172843,0.07844637358345934,21.11315366464314,0.0823749047359638,22.08959931751619,0.17413477301818436
55539.5,22.004584801139167,0.12051799800297243,21.459604899884553,0.12135321146980951,22.860237807670806,0.4056058308579634
