mjd,r,err_r,g,err_g,i,err_i,V,err_V,B,err_B,R,err_R
56772.42207792208,19.921970884451547,0.06602005252830903,19.812129155719266,0.0749378471125102,19.95448490070305,0.06901462064302592,20.161487173046414,0.07670555914316844,20.330548419399037,0.06195801109539986,19.79074135934741,0.06197152401829512
56775.47402597403,19.958428718547413,0.06432681527556226,19.83918311504344,0.07317184598369927,19.991810036638924,0.06734786223786306,20.190261994205514,0.07636328394711062,20.361130464613954,0.06045577160717062,19.82131983257899,0.06047084065479771
56778.52597402597,19.995516094261653,0.062261316478595854,19.86690061397175,0.07122185482920504,20.029816934763254,0.06529545818690663,20.219537797454123,0.07594058581915526,20.39229128939844,0.058707485577189605,19.852476954778574,0.05872442967578258
56781.57792207792,20.033290573805516,0.05985500718273126,19.895381992641155,0.06916636246488124,20.068566210723763,0.06288484735988971,20.249389338007234,0.07549881208170818,20.424108710968913,0.05676746259931433,19.88429054012444,0.05678664865940536
56784.62987012987,20.071807914073826,0.05718249565505402,19.924726879960176,0.06712217699029117,20.108116977201433,0.06018489952798928,20.27988965456913,0.07512466673784629,20.45665933780631,0.05473069836211187,19.916837193201324,0.05475252632328782
56787.681818181816,20.11112116171383,0.054386031291711566,19.955033398122858,0.06525589169746403,20.148525959819843,0.05732961365142998,20.311109162970556,0.0749348885746801,20.49001769647758,0.052750022710268664,19.95019143575922,0.052774882706289
56790.73376623377,20.15127969652203,0.05171027159573575,19.986397360732358,0.06379417521264438,20.189846558315246,0.05455225392475918,20.343114726643257,0.07507932280005435,20.524255329223017,0.051055639538165054,19.984424804248007,0.05108382048446882
56793.78571428572,20.19232821385649,0.04954322920787588,20.018911453923977,0.0630269410813111,20.232127842242203,0.052227340049264166,20.375968696495708,0.07574038315507986,20.559439853285056,0.04996967211528788,20.019604909107596,0.050001206322437354
56796.83766233766,20.234305634454152,0.04844048695221046,20.05266438708713,0.06329405450812477,20.275413467756334,0.05090138806416446,20.409727910852386,0.07712656165530875,20.5956339705383,0.04989901710597949,20.055794444375476,0.04993348810232723
56799.88961038961,20.277243927961962,0.04907925803710872,20.087739996951832,0.06494765800460049,20.3197404993831,0.051262890006168634,20.444442644484575,0.07945843259296606,20.63289441368684,0.051285262339763826,20.09305013388246,0.051321692045460575
56802.94155844156,20.32116683476701,0.05209528753908843,20.12421628588564,0.06829462336384175,20.365138118273116,0.05399622394847651,20.480155494473713,0.08294809756545368,20.671270813187945,0.054511001439749296,20.13142159820167,0.05454797407786834
56805.993506493505,20.366088469562293,0.05787260724215915,20.162164372226364,0.07354280313360442,20.411626196459366,0.059563260580513484,20.51690018983008,0.08777654645981273,20.710804467242983,0.05980886807486272,20.17095012469919,0.05984488798826764
56809.045454545456,20.41201178975807,0.0664664068350512,20.201647327349868,0.08077965678935638,20.459213715305978,0.06808925743120989,20.554700311576322,0.09407556970943388,20.75152699579604,0.06723562969679693,20.21166732163596,0.06726947228098654
56812.0974025974,20.458926912721193,0.07770873762994356,20.242718870997578,0.08999034034968016,20.50789700605246,0.07944313451163867,20.59356791062629,0.1019193365165118,20.79345885871849,0.0767182686784486,20.253593636511994,0.07674911206771974
56815.14935064935,20.50680926836336,0.09135845875284623,20.285421893277217,0.10109628263934302,20.557657791591847,0.09339323815893713,20.633502012510064,0.11132614640055535,20.836607718524927,0.08812239438783889,20.296736719012895,0.08814975210367586
56818.2012987013,20.555617578415553,0.10718667175078148,20.329786768917728,0.11399058447676473,20.608461012051727,0.10970942319963585,20.674487001190403,0.12226655264533706,20.880966629480035,0.10130016297236054,20.341089610435674,0.10132374926096228
56821.253246753244,20.6052916616083,0.12499702236762145,20.37582942717277,0.1285589674698839,20.66025242326027,0.12819403609061325,20.716490879353064,0.13467273213940165,20.92651203838715,0.11610950243863301,20.386628744906684,0.11612911762732417
56824.305194805194,20.655750075839748,0.1446148268019065,20.42354913976996,0.14468673454823133,20.712955967878784,0.1486746248448503,20.75946341018564,0.1484453798884436,20.973201588425972,0.13241435307708804,20.433311753782775,0.13242981106753138
56827.357142857145,20.70688762535483,0.16586732121019268,20.47292599032932,0.16225642960177164,20.76647093525783,0.17098409998404462,20.803334156465322,0.16345662620829737,21.0209717270781,0.15007605792834822,20.481075074301287,0.15008714839902607
56830.40909090909,20.758572784108033,0.18856355271728087,20.523917992890826,0.18114034906048626,20.82066894949131,0.1949391492583044,20.84801044745494,0.17954909429126875,21.06973513357344,0.16894160479066703,20.529831377940035,0.1689480780292083
56833.46103896104,20.810645116913005,0.2124759312657636,20.57645783621352,0.20119035691030077,20.875390857378658,0.22031981129145312,20.89337532337474,0.19653194124830967,21.119378001703737,0.18883107220811035,20.57946685436042,0.18883263785782994
56836.51298701299,20.862912818419368,0.237323451665202,20.630449246468046,0.22222613551155043,20.93044363058685,0.24685042857956876,20.93928553162864,0.2141748660241375,21.169757241647453,0.20952502203236964,20.629838414599746,0.20952135696341287
56839.56493506493,20.91515053641298,0.26275636337507474,20.685762986573955,0.24402230041950745,20.985597450195947,0.27418174510854654,20.985569678759045,0.23220098730513053,21.220697700864,0.23075204155774112,20.68077091358184,0.23074280478606138
56842.61688311688,20.96709769908854,0.2883424031274358,20.742232548957098,0.26629456005698604,21.04058320671626,0.3018742262192224,21.032026676871595,0.25027941174963503,21.27198954988698,0.252176615177298,20.732054537769727,0.252161469323577
56845.668831168834,21.01845762248338,0.3135551963676754,20.79964965353789,0.2886851469635583,21.095090722155557,0.32938323233196326,21.078424661610985,0.2680183105643924,21.323386033747767,0.2733877171925379,20.78344255865388,0.27336635673480053
56848.72077922078,21.06889772802677,0.337765947091232,20.85775973771952,0.3107479946037517,21.148768076971773,0.3560473081670094,21.124500597822436,0.28495940773565637,21.374601851802943,0.2938888423518231,20.83464971477357,0.29386102912494333
56851.77272727273,21.118051241455294,0.36024001263068545,20.916257722363593,0.33193454495623437,21.201222493380534,0.38108148590115687,21.16996082400337,0.3005749286310441,21.4253124932957,0.3130905717378435,20.885351549468524,0.31305617787242246
