mjd,r,err_r,g,err_g,i,err_i
56042.5,18.769935848389814,0.1320042514090937,18.67524935799677,0.14867422501104108,19.081586232559943,0.30175978590348274
56045.541666666664,18.515067608602173,0.07965567191743088,18.428987179137636,0.10799312467576101,18.82093924028672,0.22063206181207706
56048.583333333336,18.290247505552497,0.05568070561544952,18.21114842273093,0.08727152998664735,18.591487132010986,0.1710961883144066
56051.625,18.09025448975136,0.04544026338278037,18.017028254762643,0.0747252024554228,18.38763569581396,0.13877995662125253
56054.666666666664,17.911509608908002,0.04000006908274639,17.843372561560052,0.06519921194287145,18.205575063685554,0.11620344469295402
56057.708333333336,17.751450837933383,0.03564811805393973,17.68783820093984,0.05691605441200166,18.04258995605637,0.09948651462563024
56060.75,17.60817915827143,0.031464988840627844,17.54868271335531,0.04944532671009898,17.896673338210054,0.08660629765471642
56063.791666666664,17.480245425679207,0.02748821748488384,17.42457524060012,0.042801253934122534,17.766295679513142,0.07647344519694961
56066.833333333336,17.366515284185443,0.02397832907523479,17.314475585904688,0.03710579656553546,17.650259655645172,0.06845648081774167
56069.875,17.26607966783017,0.02118171231921309,17.217553536387946,0.03247066723358412,17.547604378649133,0.06214381715395843
56072.916666666664,17.178193062061055,0.019243173105362086,17.133132937918337,0.028950020848019696,17.457539599978023,0.05722866831840751
56075.958333333336,17.102229224691655,0.018160827764418193,17.060651462374032,0.0265130982311373,17.37939867429365,0.05345740062897182
56079.0,17.037648149725182,0.017788662202680324,16.99963054340883,0.02503416276012146,17.312603564440238,0.050610475561003766
56082.041666666664,16.983970375488212,0.01790102879386084,16.94965198001546,0.02431326285857446,17.25663770480463,0.04849885969314618
56085.083333333336,16.94075611058953,0.01827671414300237,16.91033890933874,0.024124297901143607,17.211024037149492,0.04696581369554886
56088.125,16.907587499154182,0.01874941089045139,16.88133959129829,0.024263693690532134,17.175306458267215,0.045888543830015324
56091.166666666664,16.88405289961232,0.019217441707424968,16.862312924574137,0.024577437021350155,17.14903352490224,0.045177525976300446
56094.208333333336,16.869732440610388,0.01963320317400235,16.852914940322435,0.024965482033616173,17.131743692119173,0.0447733674680295
56097.25,16.864184424028142,0.0199887726351198,16.852785767349353,0.025373951287097806,17.12295170344453,0.044641905285753486
56100.291666666664,16.866932421618074,0.02030371753137501,16.86153677844511,0.025784125551881185,17.12213605970118,0.044768269533023416
56103.333333333336,16.87745319472083,0.020615413574434745,16.878737848167443,0.02620227168652815,17.128727803144848,0.04515037826447104
56106.375,16.895165878923414,0.020970367251433454,16.903904906178532,0.02665099510163071,17.142101181690013,0.04579212632452125
56109.416666666664,16.9194232252368,0.02141510310080076,16.936488278637814,0.027161433680668437,17.161567102201268,0.046696531219896496
56112.458333333336,16.949506062159653,0.021986192088578625,16.975862682861063,0.027765472521554032,17.186370613005195,0.04785928487567938
56115.5,16.9846224925446,0.022700473394621442,17.02132016628899,0.02848770284690748,17.215693910481583,0.04926341098571235
56118.541666666664,17.023913577072666,0.023547714499863207,17.072067713791956,0.029337720548039962,17.248666440777566,0.05087588767717076
56121.583333333336,17.06646724917553,0.024488031718894052,17.127231591175878,0.030304167156556382,17.284383432779034,0.05264704567805336
56124.625,17.111341792216997,0.02545522379943444,17.18587059128898,0.03135223171260506,17.321933519561426,0.054513258208793644
56127.666666666664,17.157599243748777,0.026365580727720873,17.2469999969205,0.03242594147519343,17.360434907856828,0.05640294007723492
56130.708333333336,17.204347526866812,0.0271306549510102,17.30962706555711,0.033455632793304435,17.39907790095622,0.05824524268174931
56133.75,17.25078809345081,0.02767210233289165,17.37279706591929,0.03436986929346697,17.437169737174884,0.0599801590595049
56136.791666666664,17.29626380539318,0.027936586607492705,17.43564647501282,0.03511000264690125,17.47417614917652,0.061568174800642486
56139.833333333336,17.340300303366785,0.027908529496771858,17.49745733282851,0.03564460025407802,17.50975335305964,0.06299731956813345
56142.875,17.38263387332597,0.027618173941476927,17.557704724380944,0.03598016607510412,17.54376479120332,0.06428571045599357
56145.916666666664,17.423220205735092,0.02714221327509689,17.616088789248565,0.036164275414680314,17.576278961978385,0.06547854643219218
56148.958333333336,17.462221310921368,0.02659442302613944,17.672544127447786,0.036278035989838524,17.60754766319249,0.06663989165051694
56152.0,17.499971498244406,0.026104950375620183,17.72722288799894,0.03641734778528394,17.637967162143582,0.0678410784833773
56155.041666666664,17.536926728202516,0.025790309367081182,17.780452337970665,0.036666854131524845,17.668027322794455,0.0691486056121115
56158.083333333336,17.573603909517566,0.025722002162849044,17.832672013949843,0.03707518750019694,17.698254995079054,0.07061452044314481
56161.125,17.610517429424497,0.025906497845340416,17.8843584957763,0.037641694287751444,17.729157910952146,0.07227134603126906
56164.166666666664,17.648119551154423,0.026286451656927886,17.93594690384659,0.0383207143107139,17.761174281795455,0.07413203190900997
56167.208333333336,17.686749865033143,0.026761871548776926,17.9877576771533,0.039041783494486185,17.794631811335073,0.0761938865537952
56170.25,17.72659740003209,0.027220189078736506,18.039935821648005,0.03973841867220566,17.829718445374002,0.07844459430379427
56173.291666666664,17.767677764026672,0.02756413868447495,18.0924084578072,0.04037748884561192,17.866466181481186,0.08086840407340105
56176.333333333336,17.809826935053092,0.027732868815353612,18.144865614439954,0.0409833808403278,17.90474870455021,0.08345114941749958
56179.375,17.85271290604063,0.02771725926659582,18.19676871408307,0.04165226355020682,17.944293324162157,0.08618351056726266
56182.416666666664,17.89586590077947,0.027571688116276707,18.247390409433553,0.042550253269665016,17.984707360920794,0.08906254606961012
56185.458333333336,17.938726862635164,0.027421822565744276,18.29588735225396,0.04388796236574524,18.02551843157098,0.09209187118335459
56188.5,17.980712022493407,0.02746231961941058,18.34140322066058,0.045869202088845255,18.066226787442737,0.09528094516969136
56191.541666666664,18.02128857410382,0.02793231339824011,18.383192819162502,0.048627216308937946,18.106365969831543,0.0986438269224217
56194.583333333336,18.060053340178087,0.02905947179992751,18.42075067258065,0.05217733145942071,18.145565891729653,0.10219758753968929
56197.625,18.096803832302847,0.030986128686910905,18.45392213512896,0.05641016011241684,18.183610691387038,0.10596046911176953
56200.666666666664,18.13159051599928,0.03371860005793604,18.482974922542972,0.061123844679018394,18.220483118525014,0.10994995649043542
56203.708333333336,18.16474120711079,0.037131250559212514,18.508615843666302,0.06607289733284938,18.256388385880594,0.11418117425452247
56206.75,18.196853179316996,0.041012494572990076,18.531949804311132,0.0710113523954064,18.291753355012307,0.11866627807763998
56209.791666666664,18.228754463830725,0.045116972320766315,18.554391352396784,0.0757200709780139,18.32720092838228,0.12341555654581515
56212.833333333336,18.26144106748981,0.04920244871187127,18.577548038555616,0.08001836622735962,18.363503416882974,0.12844067321038471
56215.875,18.295999806760506,0.053049646704446556,18.603096867150835,0.08376455623069101,18.401521301222022,0.13375994034673697
