mjd,V,err_V,B,err_B,U,err_U,i,err_i,UVW2,err_UVW2,UVM2,err_UVM2
58028.09259259259,inf,inf,37.58549058177881,748427734.0449405,36.03704849255249,655675849.6658857,38.342307949856824,1476723501.3757899,36.52999103276689,799880531.7327838,36.1892648268443,781417000.3518206
58031.154320987655,inf,inf,39.15739606771227,3183552871.503434,37.608955060638394,2789021196.726187,39.91421784017591,6281496797.024547,38.10190202883814,3402432554.556067,37.76117548095483,3323893628.8870864
58034.21604938272,inf,inf,40.66718866426251,12788779678.087065,39.1187481095188,11203895114.007275,41.42401227772445,25233698965.332214,39.611696928583996,13668079146.522137,39.27097023776322,13352574807.803167
58037.27777777778,inf,inf,41.13540014929064,19684015553.564915,39.586958349989494,17244600222.866924,41.892218697369536,38838592744.09895,40.07990207652661,21037277908.48771,39.739175778987814,20551675605.938583
58040.33950617284,inf,inf,40.00171273614661,6928492230.117228,38.453267847442014,6069835616.606325,40.75851871034536,13670471402.792513,38.94619893276745,7404713960.198756,38.605473611467424,7233797868.653904
58043.4012345679,inf,inf,38.59355085729384,1893973868.7505856,37.04510092265003,1659243632.785566,39.350336294742924,3736891810.7872267,37.538011361410476,2024106027.2700422,37.1972876345535,1977388383.5330055
58046.46296296296,inf,inf,37.217491154320804,533273621.2515675,35.669031820438875,467178146.029082,37.974238338067245,1052134694.4282404,36.16190380146144,569888947.2677852,35.821183044451146,556737073.7866076
58049.52469135803,inf,inf,35.892707753468386,157411602.8625938,34.34423109842046,137899353.47927868,36.649384444937006,310548749.3364252,34.837032212940805,168206044.71364418,34.49631692824586,164325020.8193939
58052.58641975309,inf,inf,34.620195577659885,48756426.88879266,33.07168781859859,42711509.27342334,35.37674569320012,96177677.13560687,33.5643616909695,52092282.83789555,33.22365623109344,50890816.30068241
58055.648148148146,inf,inf,33.40000216253555,15847271.73266768,31.85144003162972,13881800.64762599,34.156331041824885,31254202.618298996,32.3438915209863,16927207.653724477,32.003203229542656,16537056.73966693
58058.70987654321,inf,inf,32.23212484190909,5405098.0498042125,30.68347020774668,4734322.884029902,32.988077408295055,10656313.041277306,31.175543485304274,5770934.0023218,30.83488438514867,5638072.792977353
58061.77160493827,inf,inf,31.116556260717722,1934533.0070747621,29.56774849006163,1694217.5909381772,31.87188606798317,3811802.8793528476,30.05919600902311,2063987.7582699019,29.718585185805036,2016559.3062790264
58064.833333333336,inf,inf,30.0532858387039,726554.1288211021,28.50423144294723,636154.1543061807,30.80761326321053,1430280.8101677992,28.994672125480353,774279.148099922,28.65413892527223,756541.0443320983
58067.89506172839,inf,inf,29.042298613003737,286334.1078045238,27.492857929891656,250618.40462376023,29.79505741239231,562858.1659642904,27.981723943588307,304591.8578522142,27.64131201084289,297647.1495779167
58070.956790123455,inf,inf,28.08357343910528,118408.53511237752,26.533544521680085,103582.78652892953,28.833946828262302,232249.47237323833,27.02001809720988,125613.3928135806,26.67979009907153,122770.19839075417
58074.01851851852,inf,inf,27.177080444665222,51379.015663774095,25.62618101138812,44909.90594057241,27.923930941250013,100449.63734383474,26.109126079655198,54284.908648983896,25.769168677011844,53069.42227612516
58077.08024691358,inf,inf,26.32277744092829,23391.842596200648,24.770626685225352,20423.0323072992,27.064578979570427,45520.555163147,25.248524630611758,24571.880790119765,24.908952874780788,24030.228525413702
58080.141975308645,inf,inf,25.52060487254341,11173.642878476485,23.966708061996798,9739.8430772963,26.255390621036348,21603.894133547255,24.43761202558271,11643.21145840929,24.09857194441726,11392.129961108543
58083.2037037037,inf,inf,24.77047872437915,5599.405785382067,23.21421866081552,4870.2700280633935,25.495822588380243,10732.580981041745,23.675745273881002,5771.966772176199,23.33741309915686,5651.178612781818
58086.265432098764,inf,inf,24.072280586453758,2943.4344529411233,22.512920857131235,2552.8355366084697,24.785332853070187,5578.352360940506,22.962299984669748,2991.834504001941,22.62487646984151,2931.6755839454854
58089.32716049383,inf,inf,23.425843793295545,1622.7568436501851,21.862548944194685,1402.2933196531305,24.123439689312175,3032.0829188799758,22.296748624553018,1620.6540819011655,21.960447420153308,1589.7051135118397
58092.38888888889,706.399357973189,5.098424685793759e+276,22.830934195301754,938.0264549994554,21.262811114361387,806.9424236369341,23.509786673384696,1722.88925507251,21.678744818189045,917.0838731337778,21.343774997285788,900.668606617814
58095.450617283954,584.9966107463875,1.400674162569564e+228,22.287223698019876,568.2503665265976,20.713386330297222,486.1941811161161,22.944198300941604,1023.2023085598972,21.108193501714815,541.9656390268361,20.77473787239964,532.9990386744099
58098.51234567901,475.3639500375138,1.96459409339388e+184,21.794254271569848,360.5040978605416,20.213910252861986,306.48032974477843,22.42670647199784,635.0637849210684,20.58528238064568,334.40455575087447,20.253474686256247,329.35991681782684
58101.57407407407,377.50137584608325,1.4068349774232837e+145,21.351389822876484,239.2467542761436,19.763942972094252,201.88812561855337,21.957527812361167,411.9279745915583,20.110451882975575,215.3494084883825,19.78035674588947,212.4210517772945
58104.635802469136,291.408888172351,5.143373795990739e+110,20.957753435366804,165.8352274857001,19.362910820610498,138.7431443377895,21.536976368867542,279.22731741587893,19.684288711972254,144.63210080418284,19.3558878370959,142.87137265726375
58107.6975308642,217.08648701646848,9.600362360861e+80,20.612148587295486,119.83041633390195,19.010015743482438,99.26531601319992,21.16530429424118,197.7657318303048,19.30733922297742,101.18328658839805,18.980526104125595,100.07990657445613
58110.75925925926,154.534172378107,9.148750212036653e+55,20.31296604286764,90.07786157295095,18.70410954707594,73.77689012029637,20.842472353808283,146.29591524173338,18.979849124360854,73.62554834748605,18.654432973808913,72.89896045881754
58113.82098765432,103.75194425754319,4.4511324957068876e+35,20.05808459830785,70.31239169186827,18.443538416570302,56.86646606472258,20.567861573779503,112.96241162261786,18.70144398995935,55.65940465410117,18.377162656741078,55.1520089644381
58116.88271604938,64.73980265455253,1.1056403526700632e+20,19.84478527912593,56.919631405053224,18.22597767342817,45.4367171819973,20.33995046593131,90.96552157923432,18.47077517852276,43.72694077905715,18.147316877300575,43.34809774982784
58119.944444444445,37.49774756926028,1402141510.0982242,19.669715184056777,47.75430009449809,18.048299972476027,37.670904375620296,20.156007300653734,76.29166864625316,18.28517882550075,35.7819739720329,17.962213229716447,35.4780075185592
58123.00617283951,22.025779001687592,907.5745629014158,19.50248631783434,40.281160749181005,17.90410555538297,32.358654543066784,19.943218045001906,62.05488342018506,18.137481074150514,30.486320952779923,17.817699567885057,30.342214447220766
58126.067901234564,18.32389695176129,20.910248798339012,18.85873469004017,16.241241047510822,17.73122104957702,26.67059565630568,18.78991905358494,10.865731119179996,17.952605814980284,24.553951398163388,17.709016786282906,27.17491279087126
58129.12962962963,26.392101419512194,50644.62358176194,19.33305740998325,34.42903757439116,17.712213992794407,26.888978848257914,19.819389692453207,55.580249513853445,17.949711973143984,25.474082388759804,17.62675264458467,25.244774275634043
58132.19135802469,46.23039240496149,4363648709758.054,19.271128385805696,32.59969724766305,17.650730178573884,25.534423812056026,19.760875098820353,52.762892811133895,17.890688328482454,24.350316823495813,17.567531535147122,24.124485056150473
58135.253086419754,77.83876990810917,1.9195559811800283e+25,19.229158457025825,31.42835764997276,17.608844447418093,24.66869738097208,19.719191515772383,50.84609355683926,17.849058048685055,23.59942875689655,17.525885371367533,23.379429148589598
58138.31481481482,70.80946480056323,2.9612749933141616e+22,19.20722727738352,30.792448395842804,17.586029463966234,24.14428101712387,19.69425728195031,49.683772557987524,17.82356562483683,23.033291244977843,17.500559256909952,22.82214293339776
58141.37654320987,41.38424850647331,50279647187.482315,19.206867804988395,30.710823184236887,17.5840480786549,23.9890828071063,19.688401944909792,49.33865190089827,17.816693477288165,22.70537774726108,17.493989908060176,22.50443133211277
58144.43827160494,23.729118729925712,4358.500836766521,19.226901249348593,31.192529324448007,17.606171076798923,24.371069217510748,19.69564418458819,49.54332356394933,17.833470319955147,22.85569688963272,17.51156300088092,22.675894776174207
58147.5,17.84407547107652,9.702188078328515,18.571878568461347,10.803395262706715,17.570300630408397,22.887416648518737,18.41839460170049,0.11055675781147957,17.777380232358915,20.737728442142952,17.561410792772627,23.74352151604574
